"","X1","depth","variable","value"
"1665",1665,5266,"richness1d",2
"1666",1666,5268,"richness1d",2
"1667",1667,5269,"richness1d",2
"1668",1668,5270,"richness1d",2
"1669",1669,5271,"richness1d",2
"1670",1670,5272,"richness1d",2
"1671",1671,5273,"richness1d",2
"1672",1672,5274,"richness1d",2
"1673",1673,5275,"richness1d",2
"1674",1674,5276,"richness1d",2
"1675",1675,5277,"richness1d",2
"1676",1676,5278,"richness1d",2
"1677",1677,5279,"richness1d",2
"1678",1678,5280,"richness1d",2
"1679",1679,5282,"richness1d",2
"1680",1680,5283,"richness1d",2
"1681",1681,5285,"richness1d",2
"1682",1682,5286,"richness1d",2
"1683",1683,5287,"richness1d",2
"1684",1684,5288,"richness1d",2
"1685",1685,5291,"richness1d",2
"1686",1686,5292,"richness1d",2
"1687",1687,5293,"richness1d",2
"1688",1688,5295,"richness1d",2
"1689",1689,5296,"richness1d",2
"1690",1690,5298,"richness1d",2
"1691",1691,5300,"richness1d",2
"1692",1692,5301,"richness1d",2
"1693",1693,5302,"richness1d",2
"1694",1694,5303,"richness1d",2
"1695",1695,5312,"richness1d",1
"1696",1696,5313,"richness1d",1
"1697",1697,5315,"richness1d",1
"1698",1698,5318,"richness1d",1
"1699",1699,5324,"richness1d",1
"1700",1700,5328,"richness1d",1
"1701",1701,5329,"richness1d",1
"1702",1702,5331,"richness1d",1
"1703",1703,5332,"richness1d",1
"1704",1704,5336,"richness1d",1
"1705",1705,5337,"richness1d",1
"1706",1706,5338,"richness1d",1
"1707",1707,5344,"richness1d",1
"1708",1708,5345,"richness1d",1
"1709",1709,5347,"richness1d",1
"1710",1710,5348,"richness1d",1
"1711",1711,5354,"richness1d",1
"1712",1712,5365,"richness1d",1
"1713",1713,5369,"richness1d",1
"1714",1714,5370,"richness1d",1
"1715",1715,5375,"richness1d",1
"1716",1716,5377,"richness1d",1
"1717",1717,5379,"richness1d",1
"1718",1718,5382,"richness1d",1
"1719",1719,5384,"richness1d",1
"1720",1720,5386,"richness1d",1
"1721",1721,5388,"richness1d",1
"1722",1722,5401,"richness1d",1
"1723",1723,5402,"richness1d",1
"1724",1724,5403,"richness1d",1
"1725",1725,5406,"richness1d",1
"1726",1726,5408,"richness1d",1
"1727",1727,5409,"richness1d",1
"1728",1728,5412,"richness1d",1
"1729",1729,5416,"richness1d",1
"1730",1730,5418,"richness1d",1
"1731",1731,5419,"richness1d",1
"1732",1732,5422,"richness1d",1
"1733",1733,5423,"richness1d",1
"1734",1734,5424,"richness1d",1
"1735",1735,5429,"richness1d",1
"1736",1736,5430,"richness1d",1
"1737",1737,5432,"richness1d",1
"1738",1738,5433,"richness1d",1
"1739",1739,5434,"richness1d",1
"1740",1740,5442,"richness1d",1
"1741",1741,5444,"richness1d",1
"1742",1742,5446,"richness1d",1
"1743",1743,5450,"richness1d",1
"1744",1744,5454,"richness1d",1
"1745",1745,5455,"richness1d",1
"1746",1746,5463,"richness1d",1
"1747",1747,5466,"richness1d",1
"1748",1,4,"richness2d",3
"1749",2,5,"richness2d",5
"1750",3,6,"richness2d",6
"1751",4,8,"richness2d",1
"1752",5,9,"richness2d",5
"1753",6,12,"richness2d",5
"1754",7,16,"richness2d",5
"1755",8,18,"richness2d",2
"1756",9,20,"richness2d",3
"1757",10,30,"richness2d",1
"1758",11,34,"richness2d",7
"1759",12,35,"richness2d",1
"1760",13,36,"richness2d",7
"1761",14,38,"richness2d",5
"1762",15,39,"richness2d",5
"1763",16,41,"richness2d",5
"1764",17,42,"richness2d",2
"1765",18,61,"richness2d",1
"1766",19,69,"richness2d",2
"1767",20,71,"richness2d",1
"1768",21,74,"richness2d",1
"1769",22,77,"richness2d",1
"1770",23,89,"richness2d",1
"1771",24,92,"richness2d",1
"1772",25,93,"richness2d",1
"1773",26,96,"richness2d",4
"1774",27,97,"richness2d",7
"1775",28,98,"richness2d",1
"1776",29,99,"richness2d",2
"1777",30,100,"richness2d",1
"1778",31,101,"richness2d",4
"1779",32,104,"richness2d",1
"1780",33,111,"richness2d",3
"1781",34,112,"richness2d",3
"1782",35,114,"richness2d",1
"1783",36,118,"richness2d",1
"1784",37,137,"richness2d",4
"1785",38,139,"richness2d",4
"1786",39,159,"richness2d",2
"1787",40,195,"richness2d",1
"1788",41,289,"richness2d",1
"1789",42,419,"richness2d",2
"1790",43,432,"richness2d",6
"1791",44,452,"richness2d",1
"1792",45,551,"richness2d",4
"1793",46,589,"richness2d",4
"1794",47,622,"richness2d",7
"1795",48,662,"richness2d",7
"1796",49,664,"richness2d",2
"1797",50,754,"richness2d",2
"1798",51,854,"richness2d",4
"1799",52,899,"richness2d",1
"1800",53,933,"richness2d",5
"1801",54,965,"richness2d",7
"1802",55,988,"richness2d",1
"1803",56,1001,"richness2d",4
"1804",57,1004,"richness2d",1
"1805",58,1006,"richness2d",1
"1806",59,1026,"richness2d",8
"1807",60,1029,"richness2d",1
"1808",61,1058,"richness2d",6
"1809",62,1086,"richness2d",2
"1810",63,1101,"richness2d",1
"1811",64,1122,"richness2d",3
"1812",65,1124,"richness2d",1
"1813",66,1160,"richness2d",1
"1814",67,1164,"richness2d",7
"1815",68,1216,"richness2d",4
"1816",69,1217,"richness2d",3
"1817",70,1239,"richness2d",2
"1818",71,1243,"richness2d",6
"1819",72,1254,"richness2d",2
"1820",73,1304,"richness2d",2
"1821",74,1345,"richness2d",4
"1822",75,1366,"richness2d",2
"1823",76,1380,"richness2d",2
"1824",77,1394,"richness2d",4
"1825",78,1401,"richness2d",2
"1826",79,1436,"richness2d",2
"1827",80,1629,"richness2d",6
"1828",81,1639,"richness2d",1
"1829",82,1656,"richness2d",5
"1830",83,1664,"richness2d",5
"1831",84,1689,"richness2d",1
"1832",85,1735,"richness2d",1
"1833",86,1743,"richness2d",1
"1834",87,1753,"richness2d",7
"1835",88,1754,"richness2d",5
"1836",89,1762,"richness2d",1
"1837",90,1773,"richness2d",6
"1838",91,1777,"richness2d",2
"1839",92,1828,"richness2d",1
"1840",93,1834,"richness2d",4
"1841",94,1858,"richness2d",2
"1842",95,1889,"richness2d",6
"1843",96,1925,"richness2d",3
"1844",97,1967,"richness2d",5
"1845",98,1978,"richness2d",1
"1846",99,1985,"richness2d",5
"1847",100,1992,"richness2d",6
"1848",101,2007,"richness2d",6
"1849",102,2011,"richness2d",1
"1850",103,2017,"richness2d",7
"1851",104,2024,"richness2d",5
"1852",105,2057,"richness2d",2
"1853",106,2084,"richness2d",5
"1854",107,2086,"richness2d",5
"1855",108,2092,"richness2d",3
"1856",109,2096,"richness2d",4
"1857",110,2112,"richness2d",4
"1858",111,2130,"richness2d",1
"1859",112,2134,"richness2d",6
"1860",113,2137,"richness2d",5
"1861",114,2164,"richness2d",1
"1862",115,2173,"richness2d",4
"1863",116,2181,"richness2d",6
"1864",117,2188,"richness2d",1
"1865",118,2202,"richness2d",1
"1866",119,2233,"richness2d",1
"1867",120,2248,"richness2d",6
"1868",121,2270,"richness2d",5
"1869",122,2276,"richness2d",5
"1870",123,2291,"richness2d",1
"1871",124,2308,"richness2d",2
"1872",125,2327,"richness2d",4
"1873",126,2330,"richness2d",1
"1874",127,2359,"richness2d",1
"1875",128,2362,"richness2d",3
"1876",129,2363,"richness2d",5
"1877",130,2366,"richness2d",5
"1878",131,2374,"richness2d",2
"1879",132,2379,"richness2d",2
"1880",133,2391,"richness2d",1
"1881",134,2392,"richness2d",3
"1882",135,2393,"richness2d",4
"1883",136,2397,"richness2d",1
"1884",137,2400,"richness2d",1
"1885",138,2406,"richness2d",1
"1886",139,2411,"richness2d",1
"1887",140,2433,"richness2d",1
"1888",141,2445,"richness2d",3
"1889",142,2478,"richness2d",3
"1890",143,2480,"richness2d",1
"1891",144,2488,"richness2d",5
"1892",145,2493,"richness2d",2
"1893",146,2494,"richness2d",3
"1894",147,2498,"richness2d",1
"1895",148,2504,"richness2d",1
"1896",149,2511,"richness2d",2
"1897",150,2526,"richness2d",3
"1898",151,2545,"richness2d",3
"1899",152,2552,"richness2d",1
"1900",153,2557,"richness2d",1
"1901",154,2575,"richness2d",3
"1902",155,2585,"richness2d",4
"1903",156,2607,"richness2d",3
"1904",157,2616,"richness2d",3
"1905",158,2620,"richness2d",4
"1906",159,2623,"richness2d",5
"1907",160,2625,"richness2d",4
"1908",161,2627,"richness2d",5
"1909",162,2633,"richness2d",1
"1910",163,2640,"richness2d",1
"1911",164,2651,"richness2d",3
"1912",165,2654,"richness2d",4
"1913",166,2663,"richness2d",1
"1914",167,2669,"richness2d",4
"1915",168,2672,"richness2d",5
"1916",169,2677,"richness2d",4
"1917",170,2679,"richness2d",5
"1918",171,2681,"richness2d",1
"1919",172,2694,"richness2d",1
"1920",173,2697,"richness2d",1
"1921",174,2698,"richness2d",5
"1922",175,2705,"richness2d",4
"1923",176,2710,"richness2d",1
"1924",177,2715,"richness2d",4
"1925",178,2725,"richness2d",4
"1926",179,2726,"richness2d",3
"1927",180,2735,"richness2d",4
"1928",181,2739,"richness2d",4
"1929",182,2741,"richness2d",3
"1930",183,2745,"richness2d",1
"1931",184,2746,"richness2d",4
"1932",185,2749,"richness2d",2
"1933",186,2750,"richness2d",5
"1934",187,2755,"richness2d",3
"1935",188,2759,"richness2d",1
"1936",189,2764,"richness2d",5
"1937",190,2776,"richness2d",4
"1938",191,2777,"richness2d",5
"1939",192,2779,"richness2d",5
"1940",193,2787,"richness2d",1
"1941",194,2795,"richness2d",3
"1942",195,2808,"richness2d",1
"1943",196,2811,"richness2d",3
"1944",197,2812,"richness2d",1
"1945",198,2814,"richness2d",2
"1946",199,2819,"richness2d",3
"1947",200,2824,"richness2d",1
"1948",201,2830,"richness2d",1
"1949",202,2833,"richness2d",4
"1950",203,2834,"richness2d",3
"1951",204,2836,"richness2d",1
"1952",205,2837,"richness2d",4
"1953",206,2839,"richness2d",1
"1954",207,2840,"richness2d",3
"1955",208,2841,"richness2d",1
"1956",209,2842,"richness2d",4
"1957",210,2850,"richness2d",3
"1958",211,2852,"richness2d",4
"1959",212,2853,"richness2d",3
"1960",213,2854,"richness2d",4
"1961",214,2862,"richness2d",1
"1962",215,2869,"richness2d",2
"1963",216,2873,"richness2d",3
"1964",217,2876,"richness2d",1
"1965",218,2880,"richness2d",2
"1966",219,2882,"richness2d",1
"1967",220,2885,"richness2d",3
"1968",221,2888,"richness2d",4
"1969",222,2891,"richness2d",2
"1970",223,2892,"richness2d",4
"1971",224,2898,"richness2d",3
"1972",225,2899,"richness2d",3
"1973",226,2904,"richness2d",2
"1974",227,2905,"richness2d",4
"1975",228,2910,"richness2d",4
"1976",229,2911,"richness2d",2
"1977",230,2913,"richness2d",4
"1978",231,2917,"richness2d",3
"1979",232,2921,"richness2d",1
"1980",233,2927,"richness2d",2
"1981",234,2934,"richness2d",1
"1982",235,2935,"richness2d",4
"1983",236,2939,"richness2d",1
"1984",237,2943,"richness2d",1
"1985",238,2945,"richness2d",3
"1986",239,2946,"richness2d",3
"1987",240,2947,"richness2d",3
"1988",241,2951,"richness2d",1
"1989",242,2953,"richness2d",1
"1990",243,2956,"richness2d",1
"1991",244,2959,"richness2d",1
"1992",245,2960,"richness2d",2
"1993",246,2963,"richness2d",4
"1994",247,2965,"richness2d",2
"1995",248,2970,"richness2d",2
"1996",249,2972,"richness2d",4
"1997",250,2975,"richness2d",1
"1998",251,2977,"richness2d",3
"1999",252,2979,"richness2d",1
"2000",253,2984,"richness2d",4
"2001",254,2986,"richness2d",4
"2002",255,2995,"richness2d",1
"2003",256,2996,"richness2d",1
"2004",257,2997,"richness2d",1
"2005",258,3001,"richness2d",1
"2006",259,3003,"richness2d",4
"2007",260,3010,"richness2d",1
"2008",261,3014,"richness2d",3
"2009",262,3019,"richness2d",3
"2010",263,3022,"richness2d",3
"2011",264,3024,"richness2d",4
"2012",265,3026,"richness2d",4
"2013",266,3028,"richness2d",1
"2014",267,3032,"richness2d",4
"2015",268,3035,"richness2d",3
"2016",269,3038,"richness2d",3
"2017",270,3039,"richness2d",1
"2018",271,3043,"richness2d",1
"2019",272,3044,"richness2d",4
"2020",273,3050,"richness2d",2
"2021",274,3052,"richness2d",3
"2022",275,3054,"richness2d",1
"2023",276,3062,"richness2d",4
"2024",277,3063,"richness2d",1
"2025",278,3065,"richness2d",1
"2026",279,3070,"richness2d",1
"2027",280,3073,"richness2d",3
"2028",281,3074,"richness2d",1
"2029",282,3078,"richness2d",1
"2030",283,3082,"richness2d",1
"2031",284,3083,"richness2d",2
"2032",285,3084,"richness2d",4
"2033",286,3086,"richness2d",3
"2034",287,3087,"richness2d",1
"2035",288,3092,"richness2d",3
"2036",289,3094,"richness2d",1
"2037",290,3097,"richness2d",4
"2038",291,3098,"richness2d",1
"2039",292,3101,"richness2d",1
"2040",293,3102,"richness2d",3
"2041",294,3104,"richness2d",2
"2042",295,3106,"richness2d",4
"2043",296,3107,"richness2d",2
"2044",297,3109,"richness2d",1
"2045",298,3111,"richness2d",2
"2046",299,3113,"richness2d",4
"2047",300,3116,"richness2d",1
"2048",301,3119,"richness2d",4
"2049",302,3121,"richness2d",3
"2050",303,3122,"richness2d",2
"2051",304,3124,"richness2d",1
"2052",305,3125,"richness2d",1
"2053",306,3128,"richness2d",4
"2054",307,3132,"richness2d",1
"2055",308,3133,"richness2d",4
"2056",309,3136,"richness2d",3
"2057",310,3137,"richness2d",2
"2058",311,3140,"richness2d",2
"2059",312,3141,"richness2d",2
"2060",313,3143,"richness2d",3
"2061",314,3145,"richness2d",1
"2062",315,3146,"richness2d",4
"2063",316,3147,"richness2d",3
"2064",317,3151,"richness2d",4
"2065",318,3162,"richness2d",4
"2066",319,3163,"richness2d",3
"2067",320,3165,"richness2d",1
"2068",321,3166,"richness2d",4
"2069",322,3170,"richness2d",2
"2070",323,3171,"richness2d",4
"2071",324,3172,"richness2d",2
"2072",325,3177,"richness2d",3
"2073",326,3178,"richness2d",1
"2074",327,3183,"richness2d",3
"2075",328,3187,"richness2d",1
"2076",329,3188,"richness2d",2
"2077",330,3191,"richness2d",2
"2078",331,3200,"richness2d",3
"2079",332,3205,"richness2d",1
"2080",333,3207,"richness2d",1
"2081",334,3209,"richness2d",1
"2082",335,3214,"richness2d",4
"2083",336,3216,"richness2d",3
"2084",337,3224,"richness2d",3
"2085",338,3226,"richness2d",4
"2086",339,3227,"richness2d",4
"2087",340,3228,"richness2d",2
"2088",341,3229,"richness2d",1
"2089",342,3232,"richness2d",3
"2090",343,3235,"richness2d",2
"2091",344,3238,"richness2d",3
"2092",345,3239,"richness2d",3
"2093",346,3240,"richness2d",1
"2094",347,3241,"richness2d",1
"2095",348,3245,"richness2d",3
"2096",349,3246,"richness2d",1
"2097",350,3248,"richness2d",4
"2098",351,3249,"richness2d",3
"2099",352,3251,"richness2d",1
"2100",353,3253,"richness2d",3
"2101",354,3255,"richness2d",4
"2102",355,3265,"richness2d",4
"2103",356,3266,"richness2d",4
"2104",357,3267,"richness2d",4
"2105",358,3268,"richness2d",4
"2106",359,3269,"richness2d",1
"2107",360,3273,"richness2d",4
"2108",361,3274,"richness2d",1
"2109",362,3276,"richness2d",2
"2110",363,3277,"richness2d",4
"2111",364,3279,"richness2d",1
"2112",365,3283,"richness2d",3
"2113",366,3284,"richness2d",2
"2114",367,3285,"richness2d",3
"2115",368,3287,"richness2d",4
"2116",369,3288,"richness2d",3
"2117",370,3290,"richness2d",3
"2118",371,3294,"richness2d",1
"2119",372,3296,"richness2d",3
"2120",373,3298,"richness2d",3
"2121",374,3299,"richness2d",1
"2122",375,3302,"richness2d",4
"2123",376,3303,"richness2d",1
"2124",377,3304,"richness2d",3
"2125",378,3305,"richness2d",1
"2126",379,3306,"richness2d",1
"2127",380,3308,"richness2d",3
"2128",381,3312,"richness2d",4
"2129",382,3313,"richness2d",4
"2130",383,3316,"richness2d",2
"2131",384,3318,"richness2d",4
"2132",385,3323,"richness2d",4
"2133",386,3325,"richness2d",3
"2134",387,3330,"richness2d",4
"2135",388,3331,"richness2d",3
"2136",389,3332,"richness2d",4
"2137",390,3333,"richness2d",1
"2138",391,3336,"richness2d",1
"2139",392,3345,"richness2d",3
"2140",393,3348,"richness2d",3
"2141",394,3355,"richness2d",4
"2142",395,3357,"richness2d",2
"2143",396,3359,"richness2d",3
"2144",397,3360,"richness2d",3
"2145",398,3362,"richness2d",2
"2146",399,3365,"richness2d",4
"2147",400,3366,"richness2d",4
"2148",401,3369,"richness2d",1
"2149",402,3371,"richness2d",3
"2150",403,3374,"richness2d",4
"2151",404,3376,"richness2d",1
"2152",405,3378,"richness2d",1
"2153",406,3382,"richness2d",1
"2154",407,3383,"richness2d",1
"2155",408,3385,"richness2d",4
"2156",409,3391,"richness2d",3
"2157",410,3393,"richness2d",2
"2158",411,3394,"richness2d",4
"2159",412,3395,"richness2d",4
"2160",413,3397,"richness2d",1
"2161",414,3398,"richness2d",2
"2162",415,3400,"richness2d",4
"2163",416,3401,"richness2d",4
"2164",417,3403,"richness2d",3
"2165",418,3405,"richness2d",4
"2166",419,3408,"richness2d",1
"2167",420,3410,"richness2d",2
"2168",421,3411,"richness2d",1
"2169",422,3412,"richness2d",4
"2170",423,3415,"richness2d",3
"2171",424,3420,"richness2d",4
"2172",425,3422,"richness2d",3
"2173",426,3423,"richness2d",4
"2174",427,3425,"richness2d",4
"2175",428,3426,"richness2d",3
"2176",429,3427,"richness2d",1
"2177",430,3429,"richness2d",3
"2178",431,3431,"richness2d",1
"2179",432,3432,"richness2d",4
"2180",433,3434,"richness2d",2
"2181",434,3435,"richness2d",1
"2182",435,3437,"richness2d",4
"2183",436,3439,"richness2d",2
"2184",437,3440,"richness2d",1
"2185",438,3445,"richness2d",4
"2186",439,3447,"richness2d",4
"2187",440,3448,"richness2d",4
"2188",441,3449,"richness2d",2
"2189",442,3450,"richness2d",2
"2190",443,3452,"richness2d",3
"2191",444,3456,"richness2d",2
"2192",445,3462,"richness2d",1
"2193",446,3463,"richness2d",1
"2194",447,3466,"richness2d",1
"2195",448,3468,"richness2d",2
"2196",449,3469,"richness2d",1
"2197",450,3472,"richness2d",1
"2198",451,3474,"richness2d",1
"2199",452,3475,"richness2d",1
"2200",453,3482,"richness2d",4
"2201",454,3483,"richness2d",3
"2202",455,3485,"richness2d",3
"2203",456,3486,"richness2d",4
"2204",457,3487,"richness2d",4
"2205",458,3489,"richness2d",1
"2206",459,3490,"richness2d",3
"2207",460,3492,"richness2d",3
"2208",461,3495,"richness2d",3
"2209",462,3496,"richness2d",4
"2210",463,3497,"richness2d",4
"2211",464,3498,"richness2d",4
"2212",465,3499,"richness2d",2
"2213",466,3500,"richness2d",4
"2214",467,3501,"richness2d",4
"2215",468,3502,"richness2d",4
"2216",469,3503,"richness2d",4
"2217",470,3505,"richness2d",4
"2218",471,3506,"richness2d",2
"2219",472,3507,"richness2d",2
"2220",473,3508,"richness2d",3
"2221",474,3509,"richness2d",3
"2222",475,3510,"richness2d",2
"2223",476,3511,"richness2d",4
"2224",477,3512,"richness2d",1
"2225",478,3514,"richness2d",2
"2226",479,3518,"richness2d",1
"2227",480,3519,"richness2d",1
"2228",481,3520,"richness2d",1
"2229",482,3523,"richness2d",3
"2230",483,3525,"richness2d",4
"2231",484,3526,"richness2d",2
"2232",485,3527,"richness2d",2
"2233",486,3528,"richness2d",1
"2234",487,3529,"richness2d",1
"2235",488,3530,"richness2d",3
"2236",489,3535,"richness2d",4
"2237",490,3537,"richness2d",2
"2238",491,3539,"richness2d",1
"2239",492,3541,"richness2d",1
"2240",493,3544,"richness2d",1
"2241",494,3546,"richness2d",4
"2242",495,3548,"richness2d",3
"2243",496,3550,"richness2d",3
"2244",497,3551,"richness2d",4
"2245",498,3552,"richness2d",4
"2246",499,3553,"richness2d",4
"2247",500,3554,"richness2d",1
"2248",501,3555,"richness2d",3
"2249",502,3556,"richness2d",1
"2250",503,3558,"richness2d",3
"2251",504,3563,"richness2d",4
"2252",505,3565,"richness2d",1
"2253",506,3566,"richness2d",1
"2254",507,3567,"richness2d",1
"2255",508,3568,"richness2d",3
"2256",509,3574,"richness2d",3
"2257",510,3575,"richness2d",4
"2258",511,3578,"richness2d",3
"2259",512,3581,"richness2d",1
"2260",513,3583,"richness2d",4
"2261",514,3585,"richness2d",2
"2262",515,3586,"richness2d",1
"2263",516,3587,"richness2d",3
"2264",517,3589,"richness2d",4
"2265",518,3596,"richness2d",1
"2266",519,3597,"richness2d",2
"2267",520,3598,"richness2d",1
"2268",521,3601,"richness2d",3
"2269",522,3603,"richness2d",1
"2270",523,3606,"richness2d",1
"2271",524,3608,"richness2d",2
"2272",525,3611,"richness2d",3
"2273",526,3612,"richness2d",2
"2274",527,3613,"richness2d",4
"2275",528,3617,"richness2d",1
"2276",529,3618,"richness2d",1
"2277",530,3619,"richness2d",1
"2278",531,3620,"richness2d",2
"2279",532,3622,"richness2d",2
"2280",533,3623,"richness2d",2
"2281",534,3624,"richness2d",4
"2282",535,3628,"richness2d",4
"2283",536,3629,"richness2d",1
"2284",537,3630,"richness2d",1
"2285",538,3635,"richness2d",2
"2286",539,3636,"richness2d",2
"2287",540,3637,"richness2d",3
"2288",541,3638,"richness2d",3
"2289",542,3639,"richness2d",1
"2290",543,3641,"richness2d",4
"2291",544,3643,"richness2d",1
"2292",545,3646,"richness2d",1
"2293",546,3647,"richness2d",2
"2294",547,3648,"richness2d",2
"2295",548,3649,"richness2d",3
"2296",549,3650,"richness2d",1
"2297",550,3651,"richness2d",4
"2298",551,3654,"richness2d",4
"2299",552,3656,"richness2d",4
"2300",553,3657,"richness2d",4
"2301",554,3659,"richness2d",1
"2302",555,3660,"richness2d",1
"2303",556,3662,"richness2d",4
"2304",557,3666,"richness2d",2
"2305",558,3668,"richness2d",4
"2306",559,3669,"richness2d",3
"2307",560,3671,"richness2d",4
"2308",561,3672,"richness2d",1
"2309",562,3674,"richness2d",2
"2310",563,3675,"richness2d",1
"2311",564,3677,"richness2d",4
"2312",565,3678,"richness2d",4
"2313",566,3679,"richness2d",4
"2314",567,3681,"richness2d",1
"2315",568,3682,"richness2d",3
"2316",569,3683,"richness2d",2
"2317",570,3684,"richness2d",1
"2318",571,3686,"richness2d",4
"2319",572,3688,"richness2d",1
"2320",573,3689,"richness2d",4
"2321",574,3693,"richness2d",4
"2322",575,3694,"richness2d",4
"2323",576,3695,"richness2d",4
"2324",577,3696,"richness2d",4
"2325",578,3698,"richness2d",1
"2326",579,3699,"richness2d",3
"2327",580,3700,"richness2d",1
"2328",581,3701,"richness2d",2
"2329",582,3703,"richness2d",4
"2330",583,3705,"richness2d",2
"2331",584,3706,"richness2d",1
"2332",585,3707,"richness2d",4
"2333",586,3709,"richness2d",3
"2334",587,3710,"richness2d",1
"2335",588,3712,"richness2d",2
"2336",589,3719,"richness2d",2
"2337",590,3720,"richness2d",4
"2338",591,3721,"richness2d",1
"2339",592,3722,"richness2d",1
"2340",593,3723,"richness2d",1
"2341",594,3725,"richness2d",1
"2342",595,3728,"richness2d",1
"2343",596,3729,"richness2d",4
"2344",597,3730,"richness2d",1
"2345",598,3731,"richness2d",1
"2346",599,3732,"richness2d",4
"2347",600,3733,"richness2d",3
"2348",601,3737,"richness2d",3
"2349",602,3738,"richness2d",4
"2350",603,3740,"richness2d",4
"2351",604,3741,"richness2d",2
"2352",605,3742,"richness2d",3
"2353",606,3743,"richness2d",1
"2354",607,3744,"richness2d",2
"2355",608,3745,"richness2d",3
"2356",609,3747,"richness2d",2
"2357",610,3749,"richness2d",4
"2358",611,3751,"richness2d",3
"2359",612,3752,"richness2d",3
"2360",613,3753,"richness2d",3
"2361",614,3754,"richness2d",4
"2362",615,3756,"richness2d",2
"2363",616,3757,"richness2d",1
"2364",617,3758,"richness2d",2
"2365",618,3760,"richness2d",4
"2366",619,3768,"richness2d",3
"2367",620,3769,"richness2d",1
"2368",621,3770,"richness2d",1
"2369",622,3772,"richness2d",2
"2370",623,3773,"richness2d",4
"2371",624,3774,"richness2d",1
"2372",625,3775,"richness2d",3
"2373",626,3777,"richness2d",4
"2374",627,3778,"richness2d",2
"2375",628,3779,"richness2d",1
"2376",629,3782,"richness2d",1
"2377",630,3785,"richness2d",4
"2378",631,3786,"richness2d",4
"2379",632,3788,"richness2d",4
"2380",633,3791,"richness2d",3
"2381",634,3793,"richness2d",3
"2382",635,3795,"richness2d",1
"2383",636,3799,"richness2d",1
"2384",637,3800,"richness2d",2
"2385",638,3801,"richness2d",1
"2386",639,3802,"richness2d",2
"2387",640,3803,"richness2d",4
"2388",641,3804,"richness2d",2
"2389",642,3805,"richness2d",4
"2390",643,3807,"richness2d",4
"2391",644,3812,"richness2d",4
"2392",645,3815,"richness2d",4
"2393",646,3816,"richness2d",4
"2394",647,3817,"richness2d",2
"2395",648,3821,"richness2d",4
"2396",649,3822,"richness2d",1
"2397",650,3824,"richness2d",4
"2398",651,3825,"richness2d",3
"2399",652,3828,"richness2d",3
"2400",653,3829,"richness2d",2
"2401",654,3830,"richness2d",4
"2402",655,3831,"richness2d",3
"2403",656,3833,"richness2d",3
"2404",657,3834,"richness2d",2
"2405",658,3835,"richness2d",4
"2406",659,3836,"richness2d",4
"2407",660,3837,"richness2d",4
"2408",661,3838,"richness2d",3
"2409",662,3839,"richness2d",4
"2410",663,3840,"richness2d",4
"2411",664,3841,"richness2d",1
"2412",665,3843,"richness2d",1
"2413",666,3845,"richness2d",1
"2414",667,3846,"richness2d",4
"2415",668,3847,"richness2d",1
"2416",669,3849,"richness2d",1
"2417",670,3850,"richness2d",4
"2418",671,3851,"richness2d",2
"2419",672,3852,"richness2d",3
"2420",673,3853,"richness2d",2
"2421",674,3854,"richness2d",3
"2422",675,3855,"richness2d",1
"2423",676,3856,"richness2d",4
"2424",677,3861,"richness2d",3
"2425",678,3862,"richness2d",1
"2426",679,3865,"richness2d",3
"2427",680,3868,"richness2d",3
"2428",681,3869,"richness2d",1
"2429",682,3870,"richness2d",4
"2430",683,3874,"richness2d",3
"2431",684,3875,"richness2d",4
"2432",685,3879,"richness2d",2
"2433",686,3882,"richness2d",2
"2434",687,3883,"richness2d",4
"2435",688,3885,"richness2d",4
"2436",689,3887,"richness2d",4
"2437",690,3888,"richness2d",4
"2438",691,3889,"richness2d",4
"2439",692,3890,"richness2d",3
"2440",693,3891,"richness2d",4
"2441",694,3892,"richness2d",1
"2442",695,3893,"richness2d",1
"2443",696,3894,"richness2d",4
"2444",697,3895,"richness2d",1
"2445",698,3898,"richness2d",4
"2446",699,3900,"richness2d",3
"2447",700,3901,"richness2d",4
"2448",701,3903,"richness2d",4
"2449",702,3904,"richness2d",3
"2450",703,3905,"richness2d",2
"2451",704,3906,"richness2d",2
"2452",705,3907,"richness2d",1
"2453",706,3908,"richness2d",2
"2454",707,3910,"richness2d",2
"2455",708,3911,"richness2d",4
"2456",709,3912,"richness2d",3
"2457",710,3913,"richness2d",3
"2458",711,3915,"richness2d",4
"2459",712,3918,"richness2d",2
"2460",713,3919,"richness2d",2
"2461",714,3920,"richness2d",4
"2462",715,3921,"richness2d",2
"2463",716,3923,"richness2d",1
"2464",717,3924,"richness2d",4
"2465",718,3926,"richness2d",4
"2466",719,3927,"richness2d",2
"2467",720,3928,"richness2d",1
"2468",721,3929,"richness2d",1
"2469",722,3930,"richness2d",2
"2470",723,3931,"richness2d",2
"2471",724,3932,"richness2d",1
"2472",725,3933,"richness2d",2
"2473",726,3934,"richness2d",4
"2474",727,3935,"richness2d",4
"2475",728,3936,"richness2d",4
"2476",729,3937,"richness2d",2
"2477",730,3938,"richness2d",3
"2478",731,3939,"richness2d",3
"2479",732,3940,"richness2d",2
"2480",733,3941,"richness2d",2
"2481",734,3942,"richness2d",2
"2482",735,3943,"richness2d",4
"2483",736,3945,"richness2d",1
"2484",737,3946,"richness2d",4
"2485",738,3947,"richness2d",4
