"","depth","richness1d","richness2d"
"795",4035,4,2
"796",4036,4,1
"797",4041,4,2
"798",4042,4,1
"799",4043,4,4
"800",4045,4,4
"801",4046,4,4
"802",4047,4,4
"803",4048,4,1
"804",4049,4,4
"805",4051,4,2
"806",4052,4,3
"807",4053,4,4
"808",4055,4,4
"809",4056,4,3
"810",4058,4,1
"811",4059,4,4
"812",4061,4,1
"813",4062,4,3
"814",4063,4,3
"815",4065,4,4
"816",4066,4,4
"817",4068,4,1
"818",4069,4,2
"819",4070,4,4
"820",4071,4,3
"821",4073,4,1
"822",4075,4,4
"823",4076,4,3
"824",4078,4,4
"825",4080,4,4
"826",4081,4,4
"827",4082,4,3
"828",4083,4,3
"829",4084,4,2
"830",4086,4,1
"831",4087,4,4
"832",4088,4,4
"833",4089,4,3
"834",4090,4,3
"835",4091,4,2
"836",4094,4,2
"837",4095,4,2
"838",4096,4,4
"839",4097,4,4
"840",4101,4,4
"841",4103,4,4
"842",4105,4,4
"843",4106,4,1
"844",4108,4,4
"845",4109,4,4
"846",4110,4,2
"847",4111,4,2
"848",4112,4,2
"849",4113,4,4
"850",4114,4,4
"851",4117,4,2
"852",4118,4,2
"853",4119,4,4
"854",4121,4,3
"855",4122,4,2
"856",4123,4,3
"857",4124,4,4
"858",4125,4,1
"859",4126,4,4
"860",4128,4,4
"861",4129,4,2
"862",4130,4,4
"863",4131,4,2
"864",4132,4,2
"865",4133,4,3
"866",4134,4,4
"867",4135,4,4
"868",4137,4,4
"869",4138,4,1
"870",4139,4,4
"871",4141,4,3
"872",4143,4,4
"873",4144,4,3
"874",4146,4,4
"875",4147,4,4
"876",4150,4,3
"877",4152,4,4
"878",4153,4,4
"879",4154,4,4
"880",4155,4,2
"881",4157,4,1
"882",4158,4,4
"883",4160,4,4
"884",4161,4,2
"885",4162,4,4
"886",4163,4,1
"887",4164,4,4
"888",4166,4,1
"889",4167,4,1
"890",4168,4,4
"891",4169,4,4
"892",4170,4,4
"893",4172,4,2
"894",4173,4,2
"895",4174,4,4
"896",4175,4,1
"897",4180,4,1
"898",4181,4,4
"899",4182,4,2
"900",4183,4,4
"901",4184,4,1
"902",4185,4,3
"903",4187,4,2
"904",4188,4,2
"905",4189,4,1
"906",4190,4,4
"907",4192,4,4
"908",4193,4,3
"909",4194,4,4
"910",4195,4,1
"911",4196,4,2
"912",4197,4,2
"913",4199,4,3
"914",4200,4,2
"915",4201,4,2
"916",4202,4,2
"917",4204,4,3
"918",4205,4,3
"919",4206,4,4
"920",4209,4,4
"921",4212,4,4
"922",4213,4,2
"923",4214,4,3
"924",4215,4,3
"925",4216,4,2
"926",4217,4,3
"927",4218,4,4
"928",4220,4,3
"929",4221,4,3
"930",4222,4,4
"931",4224,4,2
"932",4225,4,2
"933",4228,4,4
"934",4229,4,1
"935",4230,4,3
"936",4231,4,4
"937",4232,4,4
"938",4234,4,1
"939",4235,4,4
"940",4236,4,2
"941",4238,4,4
"942",4239,4,3
"943",4241,4,4
"944",4242,4,4
"945",4243,4,4
"946",4244,4,1
"947",4246,4,3
"948",4248,4,4
"949",4249,4,2
"950",4250,4,2
"951",4251,4,4
"952",4252,4,4
"953",4253,4,4
"954",4254,4,4
"955",4255,4,4
"956",4256,4,4
"957",4257,4,4
"958",4258,4,4
"959",4259,4,3
"960",4260,4,1
"961",4262,4,4
"962",4263,4,1
"963",4264,4,3
"964",4268,4,2
"965",4269,4,1
"966",4274,4,4
"967",4275,4,2
"968",4276,4,2
"969",4277,4,1
"970",4278,4,1
"971",4279,4,2
"972",4280,4,4
"973",4282,4,1
"974",4284,4,1
"975",4287,4,1
"976",4288,4,2
"977",4289,4,4
"978",4290,4,1
"979",4291,4,4
"980",4292,4,2
"981",4294,4,4
"982",4295,4,1
"983",4297,4,2
"984",4298,4,3
"985",4299,4,1
"986",4300,4,4
"987",4302,4,4
"988",4304,4,3
"989",4306,4,3
"990",4307,4,3
"991",4308,4,3
"992",4309,4,4
"993",4310,4,1
"994",4311,4,4
"995",4312,4,3
"996",4313,4,4
"997",4314,4,4
"998",4317,4,1
"999",4319,4,2
"1000",4320,4,3
"1001",4322,4,3
"1002",4323,4,1
"1003",4324,4,4
"1004",4326,4,3
"1005",4327,4,4
"1006",4328,4,4
"1007",4329,4,3
"1008",4330,4,2
"1009",4333,4,2
"1010",4334,4,4
"1011",4335,4,2
"1012",4336,4,2
"1013",4337,4,4
"1014",4340,4,4
"1015",4341,4,4
"1016",4342,4,1
"1017",4343,4,1
"1018",4344,4,4
"1019",4345,4,4
"1020",4346,4,4
"1021",4347,4,1
"1022",4348,4,4
"1023",4349,4,4
"1024",4350,4,2
"1025",4351,4,4
"1026",4352,4,1
"1027",4353,4,4
"1028",4354,4,4
"1029",4356,4,2
"1030",4357,4,3
"1031",4358,4,2
"1032",4359,4,3
"1033",4360,4,3
"1034",4361,4,4
"1035",4362,4,4
"1036",4363,4,4
"1037",4365,4,4
"1038",4366,4,1
"1039",4368,4,4
"1040",4369,4,4
"1041",4370,4,4
"1042",4371,4,1
"1043",4372,4,3
"1044",4374,4,4
"1045",4375,4,3
"1046",4376,4,4
"1047",4378,4,4
"1048",4380,4,3
"1049",4381,4,4
"1050",4382,4,4
"1051",4383,4,4
"1052",4384,4,3
"1053",4387,4,1
"1054",4389,4,3
"1055",4390,4,4
"1056",4392,4,4
"1057",4393,4,4
"1058",4395,4,4
"1059",4396,4,1
"1060",4397,4,3
"1061",4398,4,4
"1062",4399,4,4
"1063",4401,4,1
"1064",4402,4,3
"1065",4403,4,3
"1066",4404,4,4
"1067",4405,4,4
"1068",4406,4,4
"1069",4407,4,4
"1070",4408,4,4
"1071",4409,4,4
"1072",4410,4,3
"1073",4411,4,2
"1074",4412,4,1
"1075",4413,4,2
"1076",4414,4,4
"1077",4416,4,3
"1078",4417,4,1
"1079",4419,4,2
"1080",4420,4,4
"1081",4422,4,4
"1082",4423,4,2
"1083",4424,4,1
"1084",4427,4,3
"1085",4429,4,1
"1086",4430,4,3
"1087",4431,4,1
"1088",4433,4,4
"1089",4434,4,3
"1090",4435,4,4
"1091",4436,4,3
"1092",4437,4,4
"1093",4438,4,2
"1094",4439,4,3
"1095",4441,4,4
"1096",4442,4,4
"1097",4443,4,2
"1098",4444,4,4
"1099",4445,4,3
"1100",4449,4,4
"1101",4450,4,4
"1102",4451,4,4
"1103",4453,4,4
"1104",4456,4,3
"1105",4458,4,4
"1106",4460,4,2
"1107",4461,4,4
"1108",4463,4,3
"1109",4464,4,4
"1110",4465,4,4
"1111",4467,4,3
"1112",4471,4,1
"1113",4472,4,2
"1114",4473,4,4
"1115",4474,4,1
"1116",4477,4,2
"1117",4479,4,4
"1118",4482,4,2
"1119",4483,4,4
"1120",4484,4,4
"1121",4485,4,3
"1122",4486,4,4
"1123",4489,4,1
"1124",4490,4,1
"1125",4492,4,3
"1126",4493,4,4
"1127",4495,4,4
"1128",4496,4,1
"1129",4498,4,3
"1130",4499,4,4
"1131",4501,4,4
"1132",4502,4,1
"1133",4503,4,2
"1134",4504,4,1
"1135",4507,4,3
"1136",4508,4,3
"1137",4511,4,4
"1138",4512,4,4
"1139",4513,4,4
"1140",4514,4,4
"1141",4515,4,2
"1142",4516,4,4
"1143",4518,4,4
"1144",4519,4,3
"1145",4520,4,4
"1146",4521,4,4
"1147",4525,4,3
"1148",4526,4,3
"1149",4527,4,3
"1150",4528,4,4
"1151",4529,4,1
"1152",4530,4,3
"1153",4531,4,2
"1154",4532,4,2
"1155",4533,4,4
"1156",4535,4,3
"1157",4536,4,2
"1158",4537,4,4
"1159",4540,4,4
"1160",4542,4,1
"1161",4543,4,4
"1162",4544,4,1
"1163",4546,4,2
"1164",4549,4,4
"1165",4550,4,4
"1166",4551,4,4
"1167",4552,4,4
"1168",4553,4,4
"1169",4556,4,2
"1170",4557,4,4
"1171",4558,4,4
"1172",4561,4,3
"1173",4562,4,2
"1174",4564,4,4
"1175",4565,4,3
"1176",4566,4,2
"1177",4567,4,4
"1178",4568,4,3
"1179",4569,4,4
"1180",4570,4,4
"1181",4571,4,4
"1182",4572,4,4
"1183",4574,4,4
"1184",4581,4,2
"1185",4582,4,2
"1186",4584,4,4
"1187",4585,4,1
"1188",4588,4,1
"1189",4589,4,3
"1190",4595,4,1
"1191",4596,4,4
"1192",4597,4,4
"1193",4598,4,1
"1194",4599,4,3
"1195",4600,4,4
"1196",4604,4,1
"1197",4605,4,4
"1198",4606,4,4
"1199",4607,4,4
"1200",4608,4,4
"1201",4609,4,4
"1202",4610,4,1
"1203",4611,4,4
"1204",4612,4,4
"1205",4613,4,4
"1206",4614,4,1
"1207",4615,4,3
"1208",4616,4,4
"1209",4617,4,1
"1210",4618,4,1
"1211",4619,4,4
"1212",4621,4,2
"1213",4622,4,3
"1214",4623,4,2
"1215",4624,4,1
"1216",4625,4,4
"1217",4628,4,4
"1218",4629,4,1
"1219",4630,4,2
"1220",4631,4,4
"1221",4633,4,3
"1222",4634,4,4
"1223",4635,4,2
"1224",4636,4,3
"1225",4638,4,4
"1226",4640,4,2
"1227",4641,4,2
"1228",4643,4,4
"1229",4645,4,4
"1230",4646,4,3
"1231",4647,4,1
"1232",4650,4,4
"1233",4651,4,3
"1234",4652,4,4
"1235",4654,4,1
"1236",4656,4,3
"1237",4657,4,2
"1238",4659,4,4
"1239",4660,4,4
"1240",4662,4,1
"1241",4664,4,3
"1242",4665,4,4
"1243",4666,4,4
"1244",4667,4,4
"1245",4668,4,2
"1246",4670,4,1
"1247",4671,4,4
"1248",4673,4,4
"1249",4674,4,3
"1250",4675,4,4
"1251",4676,4,4
"1252",4677,4,3
"1253",4678,4,1
"1254",4680,4,2
"1255",4682,4,4
"1256",4683,4,3
"1257",4684,4,4
"1258",4685,4,2
"1259",4686,4,1
"1260",4688,4,1
"1261",4690,4,3
"1262",4692,4,1
"1263",4694,4,4
"1264",4695,4,4
"1265",4696,4,1
"1266",4698,4,4
"1267",4699,4,3
"1268",4700,4,4
"1269",4701,4,1
"1270",4702,4,3
"1271",4703,4,3
"1272",4704,4,4
"1273",4705,4,4
"1274",4708,4,4
"1275",4709,4,4
"1276",4710,4,1
"1277",4712,4,4
"1278",4714,4,2
"1279",4715,4,3
"1280",4716,4,2
"1281",4717,4,4
"1282",4718,4,4
"1283",4721,4,4
"1284",4723,4,1
"1285",4724,4,4
"1286",4725,4,1
"1287",4727,4,4
"1288",4728,4,3
"1289",4729,4,4
"1290",4732,4,1
"1291",4733,4,1
"1292",4734,4,3
"1293",4736,4,1
"1294",4737,4,1
"1295",4740,4,3
"1296",4741,4,4
"1297",4744,4,1
"1298",4745,4,4
"1299",4746,4,4
"1300",4747,4,1
"1301",4748,4,3
"1302",4749,4,4
"1303",4750,4,2
"1304",4753,4,3
"1305",4757,4,3
"1306",4759,4,4
"1307",4760,4,4
"1308",4763,4,4
"1309",4764,4,1
"1310",4765,4,4
"1311",4767,4,1
"1312",4768,4,4
"1313",4771,4,1
"1314",4772,4,3
"1315",4773,4,1
"1316",4775,4,4
"1317",4776,4,4
"1318",4777,4,3
"1319",4778,4,4
"1320",4779,4,3
"1321",4781,4,1
"1322",4782,4,4
"1323",4783,4,4
"1324",4784,4,3
"1325",4785,4,4
"1326",4787,4,2
"1327",4788,4,4
"1328",4789,4,2
"1329",4790,4,4
"1330",4792,4,4
"1331",4794,4,4
"1332",4796,4,4
"1333",4797,4,2
"1334",4798,4,1
"1335",4799,4,4
"1336",4800,4,4
"1337",4801,4,3
"1338",4802,4,3
"1339",4803,4,2
"1340",4804,4,4
"1341",4805,4,4
"1342",4806,4,4
"1343",4807,4,1
"1344",4808,4,3
"1345",4809,4,1
"1346",4810,4,2
"1347",4813,4,4
"1348",4814,4,4
"1349",4815,4,4
"1350",4816,4,3
"1351",4817,4,4
"1352",4820,4,4
"1353",4821,4,4
"1354",4822,4,4
"1355",4823,4,1
"1356",4824,4,4
"1357",4827,4,4
"1358",4828,4,4
"1359",4829,4,4
"1360",4830,4,3
"1361",4831,4,4
"1362",4833,4,4
