"","ocean","dimension","type","species","mid","area","...7","...8","...9","mid_long_adjust","...11","...12","...13"
"49","pac","longitude","long_geog_range","Cirrhipathes anguina",159.10714,13.6373877976146,NA,NA,NA,133.1,NA,NA,NA
"50","pac","longitude","long_planar_range","Cirrhipathes anguina",159.10714,13.9384182334931,NA,NA,NA,133.1,NA,NA,NA
"51","pac","longitude","long_range","Cirrhipathes anguina",159.10714,6.97670485692233,3333462.151805,6144279.294335,9477741.44614,133.1,NA,NA,NA
"52","pac","longitude","long_geog_range","Cirrhipathes spiralis",159.660169,13.6487700332021,NA,NA,0,133.66,NA,NA,NA
"53","pac","longitude","long_planar_range","Cirrhipathes spiralis",159.660169,13.9498037896645,NA,NA,0,133.66,NA,NA,NA
"54","pac","longitude","long_range","Cirrhipathes spiralis",159.660169,6.97229573801724,3238283.987176,6143722.696881,9382006.684057,133.66,NA,NA,NA
"55","pac","longitude","long_geog_range","Cupressopathes abies",134.08195,13.0148590868092,NA,NA,0,158.08,NA,NA,NA
"56","pac","longitude","long_planar_range","Cupressopathes abies",134.08195,13.3158903875438,NA,NA,0,158.08,NA,NA,NA
"57","pac","longitude","long_range","Cupressopathes abies",134.08195,6.5846628442624,3436989.278242,405944.000338,3842933.27858,158.08,NA,NA,NA
"58","pac","longitude","long_geog_range","Dendropathes intermedia",170.480855,13.6372037472507,NA,NA,0,122.48,NA,NA,NA
"59","pac","longitude","long_planar_range","Dendropathes intermedia",170.480855,13.9382372432572,NA,NA,0,122.48,NA,NA,NA
"60","pac","longitude","long_range","Dendropathes intermedia",170.480855,6.87389737568315,1335833.889519,6144093.390785,7479927.280304,122.48,NA,NA,NA
"61","pac","longitude","long_geog_range","Leiopathes acanthophora",176.71039,12.0527434329543,NA,NA,NA,116.71,NA,NA,NA
"62","pac","longitude","long_planar_range","Leiopathes acanthophora",176.71039,12.3538090554663,NA,NA,NA,116.71,NA,NA,NA
"63","pac","longitude","long_range","Leiopathes acanthophora",176.71039,6.3609644734314,4075035.530079,1779074.706011,2295960.824068,116.71,NA,NA,NA
"64","pac","longitude","long_geog_range","Leiopathes secunda",169.360148,12.716637328998,NA,NA,0,123.36,NA,NA,NA
"65","pac","longitude","long_planar_range","Leiopathes secunda",169.360148,13.017669159973,NA,NA,0,123.36,NA,NA,NA
"66","pac","longitude","long_range","Leiopathes secunda",169.360148,6.58657932676152,47867.381041,3907796.474198,3859929.093157,123.36,NA,NA,NA
"67","pac","longitude","long_geog_range","Lillipathes lillei",-168.701572,13.4875434123276,NA,NA,NA,99.7,NA,NA,NA
"68","pac","longitude","long_planar_range","Lillipathes lillei",-168.701572,13.7885734660006,NA,NA,NA,99.7,NA,NA,NA
"69","pac","longitude","long_range","Lillipathes lillei",-168.701572,6.8151557435729,8475839.312322,1942191.15587,6533648.156452,99.7,NA,NA,NA
"70","pac","longitude","long_geog_range","Lillipathes wingi",-135.434864,12.4401167049774,NA,NA,NA,66.43,NA,NA,NA
