depth,type,rich
1413,richness1d,14
1413,richness2d,0
1414,richness1d,14
1414,richness2d,0
1418,richness1d,14
1418,richness2d,0
1420,richness1d,14
1420,richness2d,2
1423,richness1d,14
1423,richness2d,3
1424,richness1d,14
1424,richness2d,4
1425,richness1d,14
1425,richness2d,5
1426,richness1d,14
1426,richness2d,3
1428,richness1d,14
1428,richness2d,1
1430,richness1d,14
1430,richness2d,3
1436,richness1d,14
1436,richness2d,2
1438,richness1d,14
1438,richness2d,0
1441,richness1d,14
1441,richness2d,7
1443,richness1d,14
1443,richness2d,5
1445,richness1d,14
1445,richness2d,1
1446,richness1d,14
1446,richness2d,1
1447,richness1d,14
1447,richness2d,0
1449,richness1d,14
1449,richness2d,0
1450,richness1d,14
1450,richness2d,4
1451,richness1d,14
1451,richness2d,1
1455,richness1d,14
1455,richness2d,0
1458,richness1d,14
1458,richness2d,3
1459,richness1d,14
1459,richness2d,6
1460,richness1d,14
1460,richness2d,1
1461,richness1d,14
1461,richness2d,1
1464,richness1d,14
1464,richness2d,0
1465,richness1d,14
1465,richness2d,0
1466,richness1d,14
1466,richness2d,6
1469,richness1d,14
1469,richness2d,0
1472,richness1d,13
1472,richness2d,2
1473,richness1d,13
1473,richness2d,0
1475,richness1d,13
1475,richness2d,2
1476,richness1d,13
1476,richness2d,0
1477,richness1d,13
1477,richness2d,0
1478,richness1d,13
1478,richness2d,3
1480,richness1d,13
1480,richness2d,2
1483,richness1d,13
1483,richness2d,0
1485,richness1d,13
1485,richness2d,4
1486,richness1d,13
1486,richness2d,4
1489,richness1d,13
1489,richness2d,2
1493,richness1d,13
1493,richness2d,0
1495,richness1d,13
1495,richness2d,2
1500,richness1d,13
1500,richness2d,0
1503,richness1d,13
1503,richness2d,1
1504,richness1d,13
1504,richness2d,5
1508,richness1d,13
1508,richness2d,0
1509,richness1d,13
1509,richness2d,4
1513,richness1d,13
1513,richness2d,0
1514,richness1d,13
1514,richness2d,3
1515,richness1d,13
1515,richness2d,1
1516,richness1d,13
1516,richness2d,4
1520,richness1d,13
1520,richness2d,3
1521,richness1d,13
1521,richness2d,1
1524,richness1d,13
1524,richness2d,2
1527,richness1d,13
1527,richness2d,4
1530,richness1d,13
1530,richness2d,0
1531,richness1d,13
1531,richness2d,0
1533,richness1d,13
1533,richness2d,0
1534,richness1d,13
1534,richness2d,0
1538,richness1d,13
1538,richness2d,0
1539,richness1d,13
1539,richness2d,2
1542,richness1d,13
1542,richness2d,1
1543,richness1d,13
1543,richness2d,2
1547,richness1d,13
1547,richness2d,5
1550,richness1d,13
1550,richness2d,4
1552,richness1d,13
1552,richness2d,2
1553,richness1d,13
1553,richness2d,0
1555,richness1d,13
1555,richness2d,1
1558,richness1d,13
1558,richness2d,0
1559,richness1d,13
1559,richness2d,4
1564,richness1d,13
1564,richness2d,2
1565,richness1d,13
1565,richness2d,7
1567,richness1d,13
1567,richness2d,0
1568,richness1d,13
1568,richness2d,5
1569,richness1d,13
1569,richness2d,2
1572,richness1d,13
1572,richness2d,0
1573,richness1d,13
1573,richness2d,0
1574,richness1d,13
1574,richness2d,3
1581,richness1d,13
1581,richness2d,1
1583,richness1d,13
1583,richness2d,4
1586,richness1d,13
1586,richness2d,5
1588,richness1d,13
1588,richness2d,2
1590,richness1d,13
1590,richness2d,0
1591,richness1d,13
1591,richness2d,2
1592,richness1d,13
1592,richness2d,3
1593,richness1d,13
1593,richness2d,1
1594,richness1d,13
1594,richness2d,0
1596,richness1d,13
1596,richness2d,5
1598,richness1d,13
1598,richness2d,1
1602,richness1d,13
1602,richness2d,4
1603,richness1d,13
1603,richness2d,1
1605,richness1d,13
1605,richness2d,2
1606,richness1d,13
1606,richness2d,5
1609,richness1d,13
1609,richness2d,0
1612,richness1d,13
1612,richness2d,1
1614,richness1d,13
1614,richness2d,1
1617,richness1d,13
1617,richness2d,0
1618,richness1d,13
1618,richness2d,0
1619,richness1d,13
1619,richness2d,0
1620,richness1d,13
1620,richness2d,2
1627,richness1d,13
1627,richness2d,3
1631,richness1d,13
1631,richness2d,0
1635,richness1d,13
1635,richness2d,3
1638,richness1d,13
1638,richness2d,2
1639,richness1d,13
1639,richness2d,5
1640,richness1d,13
1640,richness2d,4
1643,richness1d,12
1643,richness2d,0
1644,richness1d,12
1644,richness2d,2
1648,richness1d,12
1648,richness2d,0
1649,richness1d,12
1649,richness2d,2
1650,richness1d,12
1650,richness2d,0
1652,richness1d,12
1652,richness2d,3
1656,richness1d,12
1656,richness2d,4
1658,richness1d,12
1658,richness2d,2
1660,richness1d,12
1660,richness2d,0
1661,richness1d,12
1661,richness2d,0
1662,richness1d,12
1662,richness2d,6
1663,richness1d,12
1663,richness2d,1
1667,richness1d,12
1667,richness2d,2
1668,richness1d,12
1668,richness2d,1
1671,richness1d,12
1671,richness2d,1
1676,richness1d,12
1676,richness2d,0
1678,richness1d,12
1678,richness2d,1
1679,richness1d,12
1679,richness2d,1
1680,richness1d,12
1680,richness2d,0
1682,richness1d,12
1682,richness2d,2
1686,richness1d,12
1686,richness2d,4
1693,richness1d,12
1693,richness2d,4
1694,richness1d,12
1694,richness2d,1
1697,richness1d,12
1697,richness2d,1
1699,richness1d,12
1699,richness2d,0
1702,richness1d,12
1702,richness2d,0
1703,richness1d,12
1703,richness2d,1
1705,richness1d,12
1705,richness2d,2
1707,richness1d,12
1707,richness2d,4
1708,richness1d,12
1708,richness2d,4
1710,richness1d,12
1710,richness2d,3
1711,richness1d,12
1711,richness2d,4
1716,richness1d,12
1716,richness2d,0
1719,richness1d,12
1719,richness2d,2
1725,richness1d,12
1725,richness2d,0
1726,richness1d,12
1726,richness2d,0
1727,richness1d,12
1727,richness2d,4
1729,richness1d,12
1729,richness2d,0
1731,richness1d,12
1731,richness2d,4
1732,richness1d,12
1732,richness2d,4
1734,richness1d,12
1734,richness2d,1
1737,richness1d,12
1737,richness2d,0
1739,richness1d,12
1739,richness2d,0
1741,richness1d,12
1741,richness2d,4
1746,richness1d,12
1746,richness2d,0
1748,richness1d,12
1748,richness2d,5
1750,richness1d,12
1750,richness2d,2
1751,richness1d,12
1751,richness2d,1
1752,richness1d,12
1752,richness2d,0
1753,richness1d,12
1753,richness2d,4
1754,richness1d,12
1754,richness2d,4
1755,richness1d,12
1755,richness2d,1
1756,richness1d,12
1756,richness2d,2
1758,richness1d,12
1758,richness2d,0
1760,richness1d,12
1760,richness2d,0
1761,richness1d,12
1761,richness2d,2
1762,richness1d,12
1762,richness2d,5
1763,richness1d,12
1763,richness2d,3
1767,richness1d,12
1767,richness2d,2
1768,richness1d,12
1768,richness2d,0
1769,richness1d,11
1769,richness2d,0
1773,richness1d,11
1773,richness2d,3
1775,richness1d,11
1775,richness2d,2
1776,richness1d,11
1776,richness2d,3
1777,richness1d,11
1777,richness2d,2
1785,richness1d,11
1785,richness2d,5
1787,richness1d,11
1787,richness2d,0
1789,richness1d,11
1789,richness2d,0
1793,richness1d,11
1793,richness2d,2
1796,richness1d,10
1796,richness2d,3
1797,richness1d,10
1797,richness2d,2
1801,richness1d,10
1801,richness2d,2
1802,richness1d,10
1802,richness2d,0
1803,richness1d,10
1803,richness2d,1
1806,richness1d,10
1806,richness2d,4
1808,richness1d,10
1808,richness2d,1
1812,richness1d,10
1812,richness2d,1
1813,richness1d,10
1813,richness2d,4
1814,richness1d,10
1814,richness2d,0
1818,richness1d,10
1818,richness2d,4
1819,richness1d,10
1819,richness2d,6
1821,richness1d,10
1821,richness2d,3
1822,richness1d,10
1822,richness2d,0
1827,richness1d,10
1827,richness2d,3
1829,richness1d,10
1829,richness2d,4
1830,richness1d,10
1830,richness2d,0
1831,richness1d,10
1831,richness2d,3
1834,richness1d,10
1834,richness2d,1
1835,richness1d,10
1835,richness2d,0
1836,richness1d,10
1836,richness2d,2
1837,richness1d,10
1837,richness2d,4
1838,richness1d,10
1838,richness2d,5
1841,richness1d,10
1841,richness2d,2
1843,richness1d,10
1843,richness2d,0
1844,richness1d,10
1844,richness2d,2
1846,richness1d,10
1846,richness2d,0
1847,richness1d,10
1847,richness2d,0
1848,richness1d,10
1848,richness2d,4
1849,richness1d,10
1849,richness2d,5
1850,richness1d,10
1850,richness2d,1
1852,richness1d,10
1852,richness2d,1
1853,richness1d,10
1853,richness2d,0
1855,richness1d,10
1855,richness2d,0
1856,richness1d,10
1856,richness2d,2
1857,richness1d,10
1857,richness2d,0
1858,richness1d,10
1858,richness2d,0
1859,richness1d,10
1859,richness2d,0
1860,richness1d,10
1860,richness2d,0
1861,richness1d,10
1861,richness2d,4
1862,richness1d,10
1862,richness2d,1
1863,richness1d,10
1863,richness2d,2
1865,richness1d,10
1865,richness2d,1
1867,richness1d,10
1867,richness2d,1
1871,richness1d,10
1871,richness2d,3
1872,richness1d,10
1872,richness2d,1
1875,richness1d,10
1875,richness2d,0
1876,richness1d,10
1876,richness2d,4
1877,richness1d,10
1877,richness2d,2
1880,richness1d,10
1880,richness2d,3
1881,richness1d,10
1881,richness2d,2
1882,richness1d,10
1882,richness2d,1
1885,richness1d,10
1885,richness2d,4
1886,richness1d,10
1886,richness2d,5
1887,richness1d,10
1887,richness2d,4
1893,richness1d,10
1893,richness2d,1
1894,richness1d,10
1894,richness2d,4
1895,richness1d,10
1895,richness2d,5
1896,richness1d,10
1896,richness2d,0
1898,richness1d,10
1898,richness2d,1
1899,richness1d,10
1899,richness2d,0
1900,richness1d,10
1900,richness2d,1
1901,richness1d,10
1901,richness2d,0
1903,richness1d,10
1903,richness2d,1
1904,richness1d,10
1904,richness2d,4
1905,richness1d,10
1905,richness2d,4
1906,richness1d,10
1906,richness2d,2
1908,richness1d,10
1908,richness2d,1
1914,richness1d,10
1914,richness2d,0
1919,richness1d,10
1919,richness2d,3
1921,richness1d,10
1921,richness2d,2
1929,richness1d,10
1929,richness2d,0
1930,richness1d,10
1930,richness2d,0
1932,richness1d,10
1932,richness2d,1
1935,richness1d,10
1935,richness2d,2
1939,richness1d,10
1939,richness2d,3
1940,richness1d,10
1940,richness2d,4
1941,richness1d,10
1941,richness2d,0
1942,richness1d,10
1942,richness2d,2
1943,richness1d,10
1943,richness2d,2
1945,richness1d,10
1945,richness2d,2
1946,richness1d,10
1946,richness2d,4
1947,richness1d,10
1947,richness2d,2
1949,richness1d,10
1949,richness2d,2
1955,richness1d,10
1955,richness2d,2
1956,richness1d,10
1956,richness2d,0
1957,richness1d,10
1957,richness2d,0
1959,richness1d,10
1959,richness2d,1
1960,richness1d,10
1960,richness2d,2
1962,richness1d,10
1962,richness2d,4
1964,richness1d,10
1964,richness2d,2
1969,richness1d,10
1969,richness2d,2
1972,richness1d,10
1972,richness2d,0
1974,richness1d,10
1974,richness2d,1
1975,richness1d,10
1975,richness2d,2
1977,richness1d,10
1977,richness2d,0
1978,richness1d,10
1978,richness2d,2
1979,richness1d,10
1979,richness2d,4
1981,richness1d,10
1981,richness2d,4
1987,richness1d,10
1987,richness2d,5
1990,richness1d,10
1990,richness2d,2
1992,richness1d,10
1992,richness2d,2
1994,richness1d,10
1994,richness2d,0
1995,richness1d,10
1995,richness2d,1
1997,richness1d,10
1997,richness2d,5
1998,richness1d,10
1998,richness2d,0
2001,richness1d,10
2001,richness2d,1
2005,richness1d,10
2005,richness2d,4
2007,richness1d,10
2007,richness2d,2
2010,richness1d,10
2010,richness2d,2
2012,richness1d,10
2012,richness2d,2
2013,richness1d,10
2013,richness2d,2
2014,richness1d,10
2014,richness2d,1
2017,richness1d,10
2017,richness2d,0
2018,richness1d,10
2018,richness2d,2
2019,richness1d,10
2019,richness2d,0
2023,richness1d,10
2023,richness2d,0
2025,richness1d,10
2025,richness2d,0
2026,richness1d,10
2026,richness2d,0
2029,richness1d,10
2029,richness2d,0
2030,richness1d,10
2030,richness2d,0
2031,richness1d,10
2031,richness2d,3
2032,richness1d,10
2032,richness2d,0
2039,richness1d,10
2039,richness2d,1
2040,richness1d,10
2040,richness2d,2
2046,richness1d,10
2046,richness2d,1
2047,richness1d,10
2047,richness2d,0
2048,richness1d,10
2048,richness2d,2
2050,richness1d,10
2050,richness2d,2
2051,richness1d,10
2051,richness2d,2
2054,richness1d,10
2054,richness2d,4
2055,richness1d,10
2055,richness2d,0
2056,richness1d,10
2056,richness2d,0
2057,richness1d,10
2057,richness2d,0
2058,richness1d,10
2058,richness2d,5
2060,richness1d,10
2060,richness2d,0
2062,richness1d,10
2062,richness2d,1
2068,richness1d,10
2068,richness2d,1
2070,richness1d,10
2070,richness2d,1
2072,richness1d,10
2072,richness2d,3
2073,richness1d,10
2073,richness2d,0
2075,richness1d,10
2075,richness2d,2
2077,richness1d,10
2077,richness2d,2
2080,richness1d,10
2080,richness2d,3
2081,richness1d,10
2081,richness2d,4
2084,richness1d,10
2084,richness2d,3
2086,richness1d,10
2086,richness2d,4
2087,richness1d,10
2087,richness2d,3
2088,richness1d,10
2088,richness2d,4
2089,richness1d,10
2089,richness2d,3
2090,richness1d,10
2090,richness2d,1
2091,richness1d,10
2091,richness2d,4
2092,richness1d,10
2092,richness2d,3
2096,richness1d,10
2096,richness2d,0
2101,richness1d,10
2101,richness2d,0
2102,richness1d,10
2102,richness2d,1
2106,richness1d,10
2106,richness2d,1
2108,richness1d,10
2108,richness2d,2
2109,richness1d,10
2109,richness2d,4
2110,richness1d,10
2110,richness2d,2
2111,richness1d,10
2111,richness2d,5
2113,richness1d,10
2113,richness2d,2
2114,richness1d,10
2114,richness2d,1
2115,richness1d,10
2115,richness2d,0
2116,richness1d,10
2116,richness2d,0
2118,richness1d,10
2118,richness2d,0
2119,richness1d,10
2119,richness2d,2
2120,richness1d,10
2120,richness2d,2
2122,richness1d,10
2122,richness2d,2
2127,richness1d,10
2127,richness2d,2
2129,richness1d,10
2129,richness2d,4
2130,richness1d,10
2130,richness2d,0
2132,richness1d,10
2132,richness2d,0
2134,richness1d,10
2134,richness2d,0
2135,richness1d,10
2135,richness2d,2
2137,richness1d,10
2137,richness2d,2
2138,richness1d,10
2138,richness2d,3
2139,richness1d,10
2139,richness2d,2
2142,richness1d,10
2142,richness2d,1
2143,richness1d,10
2143,richness2d,2
2144,richness1d,10
2144,richness2d,3
2146,richness1d,10
2146,richness2d,1
2148,richness1d,10
2148,richness2d,0
2152,richness1d,10
2152,richness2d,2
2153,richness1d,10
2153,richness2d,0
2156,richness1d,10
2156,richness2d,4
2157,richness1d,10
2157,richness2d,2
2160,richness1d,10
2160,richness2d,2
2161,richness1d,10
2161,richness2d,5
2164,richness1d,10
2164,richness2d,4
2165,richness1d,10
2165,richness2d,3
2167,richness1d,9
2167,richness2d,0
2168,richness1d,9
2168,richness2d,4
2172,richness1d,9
2172,richness2d,0
2174,richness1d,8
2174,richness2d,2
2176,richness1d,8
2176,richness2d,3
2177,richness1d,8
2177,richness2d,4
2178,richness1d,8
2178,richness2d,0
2181,richness1d,8
2181,richness2d,0
2187,richness1d,8
2187,richness2d,3
2190,richness1d,8
2190,richness2d,2
2192,richness1d,8
2192,richness2d,4
2193,richness1d,8
2193,richness2d,3
2194,richness1d,8
2194,richness2d,0
2195,richness1d,8
2195,richness2d,1
2197,richness1d,8
2197,richness2d,3
2198,richness1d,8
2198,richness2d,0
2200,richness1d,8
2200,richness2d,4
2202,richness1d,8
2202,richness2d,1
2204,richness1d,8
2204,richness2d,2
2206,richness1d,8
2206,richness2d,2
2207,richness1d,8
2207,richness2d,1
2209,richness1d,8
2209,richness2d,0
2212,richness1d,8
2212,richness2d,1
2214,richness1d,8
2214,richness2d,2
2215,richness1d,8
2215,richness2d,1
2216,richness1d,8
2216,richness2d,1
2217,richness1d,8
2217,richness2d,2
2220,richness1d,8
2220,richness2d,2
2222,richness1d,8
2222,richness2d,3
2224,richness1d,8
2224,richness2d,0
2226,richness1d,8
2226,richness2d,0
2227,richness1d,8
2227,richness2d,3
2228,richness1d,8
2228,richness2d,0
2232,richness1d,8
2232,richness2d,2
2233,richness1d,8
2233,richness2d,0
2234,richness1d,8
2234,richness2d,0
2236,richness1d,8
2236,richness2d,0
2238,richness1d,8
2238,richness2d,1
2240,richness1d,8
2240,richness2d,3
2250,richness1d,8
2250,richness2d,1
2251,richness1d,8
2251,richness2d,1
2252,richness1d,8
2252,richness2d,2
2255,richness1d,8
2255,richness2d,2
2261,richness1d,8
2261,richness2d,4
2265,richness1d,8
2265,richness2d,3
2266,richness1d,8
2266,richness2d,1
2270,richness1d,8
2270,richness2d,2
2271,richness1d,8
2271,richness2d,0
2273,richness1d,8
2273,richness2d,2
2274,richness1d,8
2274,richness2d,1
2277,richness1d,8
2277,richness2d,1
2278,richness1d,8
2278,richness2d,0
2279,richness1d,8
2279,richness2d,0
2282,richness1d,8
2282,richness2d,0
2287,richness1d,8
2287,richness2d,3
2289,richness1d,8
2289,richness2d,1
2291,richness1d,8
2291,richness2d,0
2292,richness1d,8
2292,richness2d,2
2295,richness1d,8
2295,richness2d,2
2296,richness1d,8
2296,richness2d,4
2297,richness1d,8
2297,richness2d,2
2298,richness1d,8
2298,richness2d,0
2299,richness1d,8
2299,richness2d,0
2300,richness1d,8
2300,richness2d,2
2301,richness1d,8
2301,richness2d,2
2306,richness1d,8
2306,richness2d,1
2308,richness1d,8
2308,richness2d,0
2309,richness1d,8
2309,richness2d,0
2310,richness1d,8
2310,richness2d,2
2312,richness1d,7
2312,richness2d,0
2315,richness1d,7
2315,richness2d,2
2316,richness1d,7
2316,richness2d,0
2318,richness1d,7
2318,richness2d,0
2321,richness1d,7
2321,richness2d,0
2323,richness1d,7
2323,richness2d,2
2324,richness1d,7
2324,richness2d,1
2325,richness1d,7
2325,richness2d,3
2328,richness1d,6
2328,richness2d,2
2329,richness1d,6
2329,richness2d,0
2331,richness1d,6
2331,richness2d,2
2333,richness1d,6
2333,richness2d,2
2335,richness1d,6
2335,richness2d,1
2336,richness1d,6
2336,richness2d,3
2337,richness1d,6
2337,richness2d,3
2338,richness1d,6
2338,richness2d,0
2340,richness1d,6
2340,richness2d,2
2341,richness1d,6
2341,richness2d,1
2342,richness1d,6
2342,richness2d,1
2352,richness1d,6
2352,richness2d,0
2354,richness1d,6
2354,richness2d,0
2355,richness1d,6
2355,richness2d,0
2356,richness1d,6
2356,richness2d,3
2358,richness1d,6
2358,richness2d,1
2359,richness1d,6
2359,richness2d,0
2362,richness1d,6
2362,richness2d,1
2363,richness1d,6
2363,richness2d,2
2364,richness1d,6
2364,richness2d,2
2366,richness1d,6
2366,richness2d,1
2367,richness1d,6
2367,richness2d,3
2368,richness1d,6
2368,richness2d,1
2369,richness1d,6
2369,richness2d,0
2371,richness1d,6
2371,richness2d,2
2373,richness1d,6
2373,richness2d,3
2375,richness1d,6
2375,richness2d,3
2376,richness1d,6
2376,richness2d,0
2377,richness1d,6
2377,richness2d,3
2379,richness1d,6
2379,richness2d,0
2380,richness1d,6
2380,richness2d,3
2382,richness1d,6
2382,richness2d,2
2383,richness1d,6
2383,richness2d,0
2384,richness1d,6
2384,richness2d,2
2385,richness1d,6
2385,richness2d,2
2387,richness1d,6
2387,richness2d,2
2389,richness1d,6
2389,richness2d,2
2390,richness1d,6
2390,richness2d,2
2391,richness1d,6
2391,richness2d,1
2392,richness1d,6
2392,richness2d,2
2393,richness1d,6
2393,richness2d,3
2395,richness1d,6
2395,richness2d,4
2396,richness1d,6
2396,richness2d,2
2397,richness1d,6
2397,richness2d,1
2398,richness1d,6
2398,richness2d,3
2400,richness1d,6
2400,richness2d,1
2402,richness1d,6
2402,richness2d,1
2403,richness1d,6
2403,richness2d,1
2404,richness1d,6
2404,richness2d,3
2405,richness1d,6
2405,richness2d,0
2407,richness1d,6
2407,richness2d,0
2409,richness1d,6
2409,richness2d,2
2412,richness1d,6
2412,richness2d,1
2413,richness1d,6
2413,richness2d,4
2414,richness1d,6
2414,richness2d,2
2415,richness1d,6
2415,richness2d,2
2416,richness1d,6
2416,richness2d,3
2419,richness1d,6
2419,richness2d,0
2420,richness1d,6
2420,richness2d,1
2422,richness1d,6
2422,richness2d,1
2423,richness1d,6
2423,richness2d,4
2424,richness1d,6
2424,richness2d,0
2426,richness1d,6
2426,richness2d,1
2427,richness1d,6
2427,richness2d,3
2428,richness1d,6
2428,richness2d,2
2430,richness1d,6
2430,richness2d,3
2431,richness1d,6
2431,richness2d,3
2432,richness1d,6
2432,richness2d,2
2434,richness1d,6
2434,richness2d,2
2435,richness1d,6
2435,richness2d,2
2437,richness1d,6
2437,richness2d,1
2438,richness1d,6
2438,richness2d,4
2439,richness1d,6
2439,richness2d,1
2440,richness1d,6
2440,richness2d,2
2443,richness1d,6
2443,richness2d,2
2445,richness1d,6
2445,richness2d,1
2450,richness1d,5
2450,richness2d,0
2453,richness1d,5
2453,richness2d,2
2454,richness1d,5
2454,richness2d,2
2457,richness1d,5
2457,richness2d,2
2458,richness1d,5
2458,richness2d,2
2459,richness1d,5
2459,richness2d,1
2461,richness1d,5
2461,richness2d,2
2464,richness1d,5
2464,richness2d,2
2465,richness1d,5
2465,richness2d,3
2466,richness1d,5
2466,richness2d,1
2467,richness1d,5
2467,richness2d,2
2468,richness1d,5
2468,richness2d,2
2469,richness1d,5
2469,richness2d,2
2470,richness1d,5
2470,richness2d,2
2472,richness1d,5
2472,richness2d,2
2473,richness1d,5
2473,richness2d,1
2474,richness1d,5
2474,richness2d,2
2475,richness1d,5
2475,richness2d,2
2476,richness1d,5
2476,richness2d,2
2477,richness1d,5
2477,richness2d,0
2479,richness1d,5
2479,richness2d,2
2480,richness1d,5
2480,richness2d,0
2481,richness1d,5
2481,richness2d,3
2483,richness1d,5
2483,richness2d,3
2484,richness1d,5
2484,richness2d,0
2487,richness1d,5
2487,richness2d,2
2489,richness1d,5
2489,richness2d,1
2491,richness1d,5
2491,richness2d,2
2492,richness1d,5
2492,richness2d,2
2493,richness1d,5
2493,richness2d,1
2495,richness1d,5
2495,richness2d,1
2497,richness1d,5
2497,richness2d,0
2498,richness1d,5
2498,richness2d,0
2500,richness1d,5
2500,richness2d,2
2501,richness1d,4
2501,richness2d,2
2502,richness1d,4
2502,richness2d,3
2503,richness1d,4
2503,richness2d,1
2505,richness1d,4
2505,richness2d,2
2506,richness1d,4
2506,richness2d,2
2507,richness1d,4
2507,richness2d,2
2508,richness1d,4
2508,richness2d,2
2509,richness1d,4
2509,richness2d,2
2510,richness1d,4
2510,richness2d,2
2511,richness1d,4
2511,richness2d,2
2512,richness1d,4
2512,richness2d,2
2513,richness1d,4
2513,richness2d,2
2516,richness1d,4
2516,richness2d,2
2517,richness1d,4
2517,richness2d,2
2518,richness1d,4
2518,richness2d,2
2519,richness1d,4
2519,richness2d,2
2522,richness1d,4
2522,richness2d,0
2523,richness1d,4
2523,richness2d,2
2524,richness1d,4
2524,richness2d,2
2525,richness1d,4
2525,richness2d,2
2526,richness1d,4
2526,richness2d,2
2529,richness1d,4
2529,richness2d,2
2530,richness1d,4
2530,richness2d,2
2531,richness1d,4
2531,richness2d,2
2532,richness1d,4
2532,richness2d,2
2533,richness1d,4
2533,richness2d,2
2534,richness1d,4
2534,richness2d,0
2536,richness1d,4
2536,richness2d,2
2541,richness1d,4
2541,richness2d,0
2542,richness1d,4
2542,richness2d,0
2543,richness1d,4
2543,richness2d,2
2544,richness1d,4
2544,richness2d,2
2545,richness1d,4
2545,richness2d,2
2546,richness1d,4
2546,richness2d,1
2548,richness1d,4
2548,richness2d,2
2549,richness1d,4
2549,richness2d,1
2554,richness1d,4
2554,richness2d,1
2556,richness1d,4
2556,richness2d,2
2558,richness1d,4
2558,richness2d,2
2563,richness1d,4
2563,richness2d,2
2565,richness1d,4
2565,richness2d,1
2566,richness1d,4
2566,richness2d,0
2567,richness1d,4
2567,richness2d,2
2569,richness1d,4
2569,richness2d,0
2570,richness1d,4
2570,richness2d,0
2571,richness1d,4
2571,richness2d,0
2572,richness1d,4
2572,richness2d,0
2573,richness1d,4
2573,richness2d,2
2574,richness1d,4
2574,richness2d,1
2577,richness1d,4
2577,richness2d,2
2578,richness1d,4
2578,richness2d,2
2580,richness1d,4
2580,richness2d,2
2581,richness1d,4
2581,richness2d,1
2582,richness1d,4
2582,richness2d,1
2583,richness1d,4
2583,richness2d,2
2584,richness1d,4
2584,richness2d,2
2585,richness1d,4
2585,richness2d,2
2587,richness1d,4
2587,richness2d,2
2588,richness1d,4
2588,richness2d,1
2589,richness1d,4
2589,richness2d,0
2590,richness1d,4
2590,richness2d,3
2591,richness1d,4
2591,richness2d,0
2592,richness1d,4
2592,richness2d,0
2593,richness1d,4
2593,richness2d,2
2595,richness1d,4
2595,richness2d,2
2596,richness1d,4
2596,richness2d,0
2597,richness1d,4
2597,richness2d,0
2600,richness1d,4
2600,richness2d,2
2602,richness1d,4
2602,richness2d,2
2605,richness1d,4
2605,richness2d,2
2606,richness1d,4
2606,richness2d,3
2609,richness1d,4
2609,richness2d,2
2610,richness1d,4
2610,richness2d,2
2611,richness1d,4
2611,richness2d,2
2612,richness1d,4
2612,richness2d,2
2615,richness1d,4
2615,richness2d,0
2616,richness1d,4
2616,richness2d,1
2619,richness1d,4
2619,richness2d,2
2620,richness1d,4
2620,richness2d,0
2621,richness1d,4
2621,richness2d,2
2623,richness1d,4
2623,richness2d,1
2626,richness1d,4
2626,richness2d,0
2627,richness1d,4
2627,richness2d,1
2628,richness1d,4
2628,richness2d,1
2629,richness1d,4
2629,richness2d,2
2630,richness1d,4
2630,richness2d,2
2631,richness1d,4
2631,richness2d,2
2632,richness1d,4
2632,richness2d,2
2633,richness1d,4
2633,richness2d,2
2634,richness1d,4
2634,richness2d,1
2635,richness1d,4
2635,richness2d,2
2637,richness1d,4
2637,richness2d,2
2638,richness1d,4
2638,richness2d,2
2639,richness1d,4
2639,richness2d,1
2641,richness1d,4
2641,richness2d,2
2642,richness1d,4
2642,richness2d,0
2643,richness1d,4
2643,richness2d,1
2644,richness1d,4
2644,richness2d,2
2645,richness1d,4
2645,richness2d,2
2646,richness1d,4
2646,richness2d,2
2647,richness1d,4
2647,richness2d,0
2650,richness1d,4
2650,richness2d,2
2652,richness1d,4
2652,richness2d,0
2654,richness1d,3
2654,richness2d,1
2655,richness1d,3
2655,richness2d,1
2656,richness1d,3
2656,richness2d,0
2659,richness1d,3
2659,richness2d,2
2661,richness1d,3
2661,richness2d,1
2662,richness1d,3
2662,richness2d,0
2663,richness1d,3
2663,richness2d,1
2665,richness1d,3
2665,richness2d,2
2666,richness1d,3
2666,richness2d,2
2667,richness1d,3
2667,richness2d,2
2670,richness1d,3
2670,richness2d,2
2672,richness1d,3
2672,richness2d,0
2674,richness1d,3
2674,richness2d,0
2676,richness1d,3
2676,richness2d,2
2679,richness1d,3
2679,richness2d,2
2680,richness1d,3
2680,richness2d,2
2683,richness1d,3
2683,richness2d,2
2687,richness1d,3
2687,richness2d,1
2688,richness1d,3
2688,richness2d,1
2689,richness1d,3
2689,richness2d,2
2691,richness1d,3
2691,richness2d,2
2692,richness1d,3
2692,richness2d,2
2693,richness1d,3
2693,richness2d,2
2695,richness1d,3
2695,richness2d,2
2696,richness1d,3
2696,richness2d,0
2697,richness1d,3
2697,richness2d,2
2698,richness1d,3
2698,richness2d,2
2699,richness1d,3
2699,richness2d,2
2700,richness1d,3
2700,richness2d,2
2702,richness1d,3
2702,richness2d,1
2703,richness1d,3
2703,richness2d,2
2707,richness1d,3
2707,richness2d,2
2708,richness1d,3
2708,richness2d,1
2709,richness1d,3
2709,richness2d,1
2710,richness1d,3
2710,richness2d,2
2711,richness1d,3
2711,richness2d,0
2712,richness1d,3
2712,richness2d,2
2713,richness1d,3
2713,richness2d,1
2714,richness1d,3
2714,richness2d,2
2715,richness1d,3
2715,richness2d,1
2716,richness1d,3
2716,richness2d,2
2717,richness1d,3
2717,richness2d,2
2718,richness1d,3
2718,richness2d,3
2720,richness1d,3
