"","ocean","dimension","type","species","mid","area","...7","...8","...9","mid_long_adjust","...11","...12","...13"
"84","pac","longitude","long_range","Myriopathes panamensis",-91.5051,3518809.215295,14616249.475115,11097440.25982,3518809.215295,22.5,NA,NA,NA
"85","pac","longitude","long_geog_range","Myriopathes ulex",164.846351,39652055871700,NA,NA,NA,128.84,NA,NA,NA
"86","pac","longitude","long_planar_range","Myriopathes ulex",164.846351,79304191675600,NA,NA,NA,128.84,NA,NA,NA
"87","pac","longitude","long_range","Myriopathes ulex",164.846351,8750165.269318,2606442.572437,6143722.696881,8750165.269318,128.84,NA,NA,NA
"88","pac","longitude","long_geog_range","Parantipathes helicosticha",166.380293,18021090806300,NA,NA,NA,126.38,NA,NA,NA
"89","pac","longitude","long_planar_range","Parantipathes helicosticha",166.380293,36042379310000,NA,NA,NA,126.38,NA,NA,NA
"90","pac","longitude","long_range","Parantipathes helicosticha",166.380293,3446896.378965,3163922.233368,282974.145597,3446896.378965,126.38,NA,NA,NA
"91","pac","longitude","long_geog_range","pseudocirrhipathes mapia",154.331632,19545844789600,NA,NA,0,138.33,NA,NA,NA
"92","pac","longitude","long_planar_range","pseudocirrhipathes mapia",154.331632,19545844789600,NA,NA,0,138.33,NA,NA,NA
"93","pac","longitude","long_range","pseudocirrhipathes mapia",154.331632,9000047.247247,5999229.997831,3000817.249416,9000047.247247,138.33,NA,NA,NA
"94","pac","longitude","long_geog_range","Rhipidipathes reticulata",137.710638,11133824068400,NA,NA,NA,155.71,NA,NA,NA
"95","pac","longitude","long_planar_range","Rhipidipathes reticulata",137.710638,22267648865800,NA,NA,NA,155.71,NA,NA,NA
"96","pac","longitude","long_range","Rhipidipathes reticulata",137.710638,4663106.232358,3290047.550395,1373058.681963,4663106.232358,155.71,NA,NA,NA
"97","pac","longitude","long_geog_range","Schizopathes affinis",-165.382304,1.945779e+14,NA,NA,0,97.38,NA,NA,NA
"98","pac","longitude","long_planar_range","Schizopathes affinis",-165.382304,97288929564800,NA,NA,0,97.38,NA,NA,NA
"99","pac","longitude","long_range","Schizopathes affinis",-165.382304,14432608.494141,2324721.661668,12107886.832473,14432608.494141,97.38,NA,NA,NA
"100","pac","longitude","long_geog_range","Stauropathes staurocrada",-177.296787,24712605675200,NA,NA,NA,108.29,NA,NA,NA
"101","pac","longitude","long_planar_range","Stauropathes staurocrada",-177.296787,12355915653400,NA,NA,NA,108.29,NA,NA,NA
"102","pac","longitude","long_range","Stauropathes staurocrada",-177.296787,4987634.162756,1010224.378949,5997858.541705,4987634.162756,108.29,NA,NA,NA
