"","ocean","dimension","type","species","mid","area","...7","...8","...9","mid_long_adjust","...11","...12","...13"
"71","pac","depth","depth_planar_range","Stichopathes variabilis",549.25,13.4636690111139,NA,NA,NA,NA,NA,NA,NA
"72","pac","depth","depth_range","Stichopathes variabilis",549.25,3.02632893872235,NA,NA,NA,NA,NA,NA,NA
"73","pac","depth","depth_planar_range","Stylopathes columnaris",662,13.5579892963831,NA,NA,NA,NA,NA,NA,NA
"74","pac","depth","depth_range","Stylopathes columnaris",662,3.01029995663981,NA,NA,NA,NA,NA,NA,NA
"75","pac","depth","depth_planar_range","Stylopathes tenuispina",581.25,13.3578481380843,NA,NA,NA,NA,NA,NA,NA
"76","pac","depth","depth_range","Stylopathes tenuispina",581.25,2.99934806920672,NA,NA,NA,NA,NA,NA,NA
"77","pac","depth","depth_planar_range","Trissopathes pseudotristicha",1478.5,14.16934050427,NA,NA,NA,NA,NA,NA,NA
"78","pac","depth","depth_range","Trissopathes pseudotristicha",1478.5,3.39846084960822,NA,NA,NA,NA,NA,NA,NA
"79","pac","depth","depth_planar_range","Trissopathes tetracrada",1345.8,13.4430312880967,NA,NA,NA,NA,NA,NA,NA
"80","pac","depth","depth_range","Trissopathes tetracrada",1345.8,3.28815976332388,NA,NA,NA,NA,NA,NA,NA
"81","pac","depth","depth_planar_range","Trissopathes tristicha",1295.5,13.974358335828,NA,NA,NA,NA,NA,NA,NA
"82","pac","depth","depth_range","Trissopathes tristicha",1295.5,3.32613095671079,NA,NA,NA,NA,NA,NA,NA
