target_fid,rich_2d,x,y,depth
2604,1,44.5,-48.5,4643
2605,1,45.5,-48.5,4065.5
2606,1,46.5,-48.5,4171
2607,1,47.5,-48.5,3950
2608,1,48.5,-48.5,4192.5
2609,1,49.5,-48.5,4353.75
2610,1,50.5,-48.5,4135.5
2611,1,51.5,-48.5,4064.5
2612,1,52.5,-48.5,3994.25
2613,1,53.5,-48.5,4081
2614,1,54.5,-48.5,4245
2615,1,55.5,-48.5,4236.25
2616,1,56.5,-48.5,4217
2617,1,57.5,-48.5,4435.25
2618,1,58.5,-48.5,4406.75
2619,1,59.5,-48.5,4396.75
2620,1,60.5,-48.5,4321.75
2621,1,61.5,-48.5,3593
2622,1,62.5,-48.5,1460.249878
2623,1,63.5,-48.5,2986.5
2624,1,64.5,-48.5,2344
2625,1,65.5,-48.5,1546.75
2626,1,66.5,-48.5,1042
2631,1,71.5,-48.5,1490.999878
2632,1,72.5,-48.5,2091
2633,1,73.5,-48.5,2350.25
2634,1,74.5,-48.5,2580.75
2635,1,75.5,-48.5,2915.75
2636,1,76.5,-48.5,2952.75
2637,1,77.5,-48.5,3250
2638,1,78.5,-48.5,3392.25
2639,1,79.5,-48.5,3367.5
2640,1,80.5,-48.5,3638
2641,1,81.5,-48.5,3622.5
2642,1,82.5,-48.5,3746.25
2643,1,83.5,-48.5,3828.75
2644,1,84.5,-48.5,3950.25
2645,1,85.5,-48.5,3698.25
2646,1,86.5,-48.5,4024.75
2647,1,87.5,-48.5,3800.25
2648,1,88.5,-48.5,3775.25
2649,1,89.5,-48.5,3766.25
2650,1,90.5,-48.5,3606
2651,1,91.5,-48.5,3620.5
2652,1,92.5,-48.5,3471.25
2653,1,93.5,-48.5,2836.75
2654,1,94.5,-48.5,3308.5
2655,1,95.5,-48.5,3372
2656,1,96.5,-48.5,3086.75
2657,1,97.5,-48.5,3349.75
2658,1,98.5,-48.5,3064
2659,1,99.5,-48.5,3123.75
2660,1,100.5,-48.5,3151.75
2661,1,101.5,-48.5,3127.25
2662,1,102.5,-48.5,3161.749756
2663,1,103.5,-48.5,2942
2664,1,104.5,-48.5,2913.75
2665,1,105.5,-48.5,3179.25
2666,1,106.5,-48.5,3152
2667,1,107.5,-48.5,2934.750244
2668,1,108.5,-48.5,3174.25
2669,1,109.5,-48.5,3308.250244
2670,1,110.5,-48.5,3763.25
2671,1,111.5,-48.5,3500
2672,1,112.5,-48.5,3847.25
2673,1,113.5,-48.5,3551.5
2674,1,114.5,-48.5,3561.25
2675,1,115.5,-48.5,3892
2676,1,116.5,-48.5,4116.500488
2677,1,117.5,-48.5,3776.5
2678,1,118.5,-48.5,3918.5
2679,1,119.5,-48.5,3595.5
2680,1,120.5,-48.5,3634.000244
2681,1,121.5,-48.5,4240
2682,1,122.5,-48.5,4312.5
2683,1,123.5,-48.5,4206.5
2684,1,124.5,-48.5,3633.999756
2685,1,125.5,-48.5,4207.499512
2686,1,126.5,-48.5,3645.000244
2687,1,127.5,-48.5,3848.749756
2688,1,128.5,-48.5,3986.25
2689,1,129.5,-48.5,4124
2690,1,130.5,-48.5,4105.25
2691,1,131.5,-48.5,3939.75
2692,1,132.5,-48.5,3872.75
2693,1,133.5,-48.5,3743.75
2694,1,134.5,-48.5,3697.25
2695,1,135.5,-48.5,3603.499756
2696,1,136.5,-48.5,3334.25
2697,1,137.5,-48.5,3506.25
2698,1,138.5,-48.5,3728.25
2699,1,139.5,-48.5,3448.999512
2700,1,140.5,-48.5,4312.75
2701,1,141.5,-48.5,4184.25
2702,1,142.5,-48.5,4197.75
2703,1,143.5,-48.5,4360
2704,1,144.5,-48.5,4253.5
2705,1,145.5,-48.5,4350.999512
2706,1,146.5,-48.5,2379.249756
2718,1,29.5,-47.5,5021.5
2719,1,30.5,-47.5,4624
2720,1,31.5,-47.5,3576.999756
2721,1,32.5,-47.5,1727.749878
2722,1,33.5,-47.5,3620.000488
2723,1,34.5,-47.5,2672.749756
2724,1,35.5,-47.5,3525
2725,1,36.5,-47.5,3640.5
2726,1,37.5,-47.5,3916.25
2727,1,38.5,-47.5,4197.25
2728,1,39.5,-47.5,3880.499756
2729,1,40.5,-47.5,4146
2730,1,41.5,-47.5,3947.5
2731,1,42.5,-47.5,3996.25
2732,1,43.5,-47.5,3693.5
2733,1,44.5,-47.5,3454.5
2734,1,45.5,-47.5,3573.75
2735,1,46.5,-47.5,3477.75
2736,1,47.5,-47.5,3159
2737,1,48.5,-47.5,3720
2738,1,49.5,-47.5,3976.75
2739,1,50.5,-47.5,3743
2740,1,51.5,-47.5,3717.5
2741,1,52.5,-47.5,3874.25
2742,1,53.5,-47.5,3688
2743,1,54.5,-47.5,3857.75
2744,1,55.5,-47.5,4089
2745,1,56.5,-47.5,4332
2746,1,57.5,-47.5,4250
2747,1,58.5,-47.5,4227.5
2748,1,59.5,-47.5,4534.75
2749,1,60.5,-47.5,4306
2750,1,61.5,-47.5,4473.25
2751,1,62.5,-47.5,3759.75
2752,1,63.5,-47.5,3462.25
2753,1,64.5,-47.5,2861.75
2754,1,65.5,-47.5,1256
2755,1,66.5,-47.5,612.75
2760,1,71.5,-47.5,574.749939
2761,1,72.5,-47.5,1795.499878
2762,1,73.5,-47.5,2605.5
2763,1,74.5,-47.5,2051
2764,1,75.5,-47.5,2971.249756
2765,1,76.5,-47.5,3150.5
2766,1,77.5,-47.5,3289.75
2767,1,78.5,-47.5,3134
2768,1,79.5,-47.5,3213.5
2769,1,80.5,-47.5,3298.25
2770,1,81.5,-47.5,3319.25
2771,1,82.5,-47.5,3579.25
2772,1,83.5,-47.5,3720.5
2773,1,84.5,-47.5,3733
2774,1,85.5,-47.5,3947.75
2775,1,86.5,-47.5,3936
2776,1,87.5,-47.5,3771.5
2777,1,88.5,-47.5,3823.5
2778,1,89.5,-47.5,3526
2779,1,90.5,-47.5,3734
2780,1,91.5,-47.5,3608.5
2781,1,92.5,-47.5,3664.25
2782,1,93.5,-47.5,4468.25
2783,1,94.5,-47.5,3289.5
2784,1,95.5,-47.5,3008
2785,1,96.5,-47.5,2986.25
2786,1,97.5,-47.5,2693.75
2787,1,98.5,-47.5,3014.250244
2788,1,99.5,-47.5,3067.5
2789,1,100.5,-47.5,2885.25
2790,1,101.5,-47.5,3000.5
2791,1,102.5,-47.5,2949.250244
2792,1,103.5,-47.5,3247
2793,1,104.5,-47.5,3298.25
2794,1,105.5,-47.5,2971.5
2795,1,106.5,-47.5,3103.499756
2796,1,107.5,-47.5,3320.749756
2797,1,108.5,-47.5,3315.499756
2798,1,109.5,-47.5,3366.499756
2799,1,110.5,-47.5,3686.250244
2800,1,111.5,-47.5,3982.75
2801,1,112.5,-47.5,3920
2802,1,113.5,-47.5,4029
2803,1,114.5,-47.5,3913.5
2804,1,115.5,-47.5,4177.25
2805,1,116.5,-47.5,3793.499756
2806,1,117.5,-47.5,4370.75
2807,1,118.5,-47.5,4283.5
2808,1,119.5,-47.5,3720.750244
2809,1,120.5,-47.5,4455.750488
2810,1,121.5,-47.5,4659.75
2811,1,122.5,-47.5,3877.500244
2812,1,123.5,-47.5,3983.25
2813,1,124.5,-47.5,3893.5
2814,1,125.5,-47.5,4193.25
2815,1,126.5,-47.5,4225
2816,1,127.5,-47.5,3726.25
2817,1,128.5,-47.5,4154.25
2818,1,129.5,-47.5,4151.5
2819,1,130.5,-47.5,4043.750244
2820,1,131.5,-47.5,4063.25
2821,1,132.5,-47.5,4185.5
2822,1,133.5,-47.5,4207.5
2823,1,134.5,-47.5,4106.5
2824,1,135.5,-47.5,3978.75
2825,1,136.5,-47.5,3726.249756
2826,1,137.5,-47.5,3932
2827,1,138.5,-47.5,3809.25
2828,1,139.5,-47.5,4409.75
2829,1,140.5,-47.5,3944.249756
2830,1,141.5,-47.5,4342.25
2831,1,142.5,-47.5,4187
2832,1,143.5,-47.5,4925.5
2833,1,144.5,-47.5,4647
2834,1,145.5,-47.5,3343.75
2835,1,146.5,-47.5,2364
2836,1,147.5,-47.5,1223.5
2837,1,148.5,-47.5,1116.75
2847,1,29.5,-46.5,4982.75
2848,1,30.5,-46.5,4428.999512
2849,1,31.5,-46.5,4431.75
2850,1,32.5,-46.5,4616.25
2851,1,33.5,-46.5,2253.249756
2852,1,34.5,-46.5,3510.75
2853,1,35.5,-46.5,3229
2854,1,36.5,-46.5,3078.75
2855,1,37.5,-46.5,2695.500244
2856,1,38.5,-46.5,3247.5
2857,1,39.5,-46.5,588.0009155
2858,1,40.5,-46.5,3254
2859,1,41.5,-46.5,3177
2860,1,42.5,-46.5,2546.500244
2861,1,43.5,-46.5,3016.75
2862,1,44.5,-46.5,2994
2863,1,45.5,-46.5,2090
2864,1,46.5,-46.5,2271.5
2865,1,47.5,-46.5,2632.500244
2866,1,48.5,-46.5,3127.75
2870,1,52.5,-46.5,2108.249756
2871,1,53.5,-46.5,3612.25
2872,1,54.5,-46.5,3862
2873,1,55.5,-46.5,4076.5
2874,1,56.5,-46.5,4307.25
2875,1,57.5,-46.5,4484.75
2876,1,58.5,-46.5,4805.25
2877,1,59.5,-46.5,4646.5
2878,1,60.5,-46.5,4514
2879,1,61.5,-46.5,4505
2880,1,62.5,-46.5,4483.75
2881,1,63.5,-46.5,3715
2882,1,64.5,-46.5,3740.5
2883,1,65.5,-46.5,2671
2884,1,66.5,-46.5,1238
2885,1,67.5,-46.5,555.7498779
2886,1,68.5,-46.5,1790.749878
2887,1,69.5,-46.5,2957.5
2888,1,70.5,-46.5,2979.25
2889,1,71.5,-46.5,3199.5
2890,1,72.5,-46.5,3164.75
2891,1,73.5,-46.5,3613.5
2892,1,74.5,-46.5,3609.5
2893,1,75.5,-46.5,3506.5
2894,1,76.5,-46.5,3472.75
2895,1,77.5,-46.5,3198
2896,1,78.5,-46.5,3739.25
2897,1,79.5,-46.5,3676.5
2898,1,80.5,-46.5,3477
2899,1,81.5,-46.5,3538
2900,1,82.5,-46.5,3586
2901,1,83.5,-46.5,3434
2902,1,84.5,-46.5,3575
2903,1,85.5,-46.5,3924.000244
2904,1,86.5,-46.5,3489.5
2905,1,87.5,-46.5,3673
2906,1,88.5,-46.5,3647.5
2907,1,89.5,-46.5,3392.500244
2908,1,90.5,-46.5,3259.75
2909,1,91.5,-46.5,3363.25
2910,1,92.5,-46.5,3413
2911,1,93.5,-46.5,3520.25
2912,1,94.5,-46.5,3329
2913,1,95.5,-46.5,3061
2914,1,96.5,-46.5,2986
2915,1,97.5,-46.5,3051.25
2916,1,98.5,-46.5,3279.25
2917,1,99.5,-46.5,3030.000244
2918,1,100.5,-46.5,2879.499756
2919,1,101.5,-46.5,3101.5
2920,1,102.5,-46.5,3219.5
2921,1,103.5,-46.5,3320.75
2922,1,104.5,-46.5,3535.5
2923,1,105.5,-46.5,3683
2924,1,106.5,-46.5,3610.500244
2925,1,107.5,-46.5,3635.5
2926,1,108.5,-46.5,3570.5
2927,1,109.5,-46.5,3726.25
2928,1,110.5,-46.5,3847.5
2929,1,111.5,-46.5,3986.75
2930,1,112.5,-46.5,3837.5
2931,1,113.5,-46.5,3957.5
2932,1,114.5,-46.5,4079
2933,1,115.5,-46.5,4147.5
2934,1,116.5,-46.5,4033.25
2935,1,117.5,-46.5,4028.250244
2936,1,118.5,-46.5,4322.5
2937,1,119.5,-46.5,4132.75
2938,1,120.5,-46.5,4706.5
2939,1,121.5,-46.5,3857.500244
2940,1,122.5,-46.5,4504.5
2941,1,123.5,-46.5,4276
2942,1,124.5,-46.5,5030.5
2943,1,125.5,-46.5,4283.250488
2944,1,126.5,-46.5,4364.75
2945,1,127.5,-46.5,4086.000244
2946,1,128.5,-46.5,3967.5
2947,1,129.5,-46.5,4289.25
2948,1,130.5,-46.5,4213.5
2949,1,131.5,-46.5,4442.25
2950,1,132.5,-46.5,4362.75
2951,1,133.5,-46.5,4218.75
2952,1,134.5,-46.5,4395.5
2953,1,135.5,-46.5,4084.75
2954,1,136.5,-46.5,4163.5
2955,1,137.5,-46.5,4122.25
2956,1,138.5,-46.5,4435.25
2957,1,139.5,-46.5,4726.250488
2958,1,140.5,-46.5,4243.25
2959,1,141.5,-46.5,3990.25
2960,1,142.5,-46.5,4188.5
2961,1,143.5,-46.5,4683.749512
2962,1,144.5,-46.5,4375.25
2963,1,145.5,-46.5,3091.500244
2964,1,146.5,-46.5,1835.750122
2965,1,147.5,-46.5,1645.75
2976,1,29.5,-45.5,5207
2978,1,31.5,-45.5,4897
2979,1,32.5,-45.5,3361.249512
2980,1,33.5,-45.5,3319.250488
2981,1,34.5,-45.5,2067
2982,1,35.5,-45.5,2609.499512
2983,1,36.5,-45.5,2531.499756
2984,1,37.5,-45.5,2564.75
2985,1,38.5,-45.5,2678.5
2986,1,39.5,-45.5,2099.250244
2987,1,40.5,-45.5,2000.500122
2988,1,41.5,-45.5,2230.5
2989,1,42.5,-45.5,1914.750122
2990,1,43.5,-45.5,2243
2991,1,44.5,-45.5,1787.75
2992,1,45.5,-45.5,1394.499878
2993,1,46.5,-45.5,1566.000122
2994,1,47.5,-45.5,1921.999878
2995,1,48.5,-45.5,2803.5
2996,1,49.5,-45.5,1556.75
2997,1,50.5,-45.5,1171.749756
2998,1,51.5,-45.5,2550.75
2999,1,52.5,-45.5,3359
3000,1,53.5,-45.5,3585.5
3001,1,54.5,-45.5,3370.75
3002,1,55.5,-45.5,4205.5
3003,1,56.5,-45.5,4318
3004,1,57.5,-45.5,4461.5
3005,1,58.5,-45.5,4521.25
3006,1,59.5,-45.5,4611
3007,1,60.5,-45.5,4692.25
3008,1,61.5,-45.5,4661.5
3009,1,62.5,-45.5,4572.5
3010,1,63.5,-45.5,4578.25
3011,1,64.5,-45.5,4631.75
3012,1,65.5,-45.5,4245
3013,1,66.5,-45.5,3305.750244
3014,1,67.5,-45.5,2895.5
3015,1,68.5,-45.5,3241.75
3016,1,69.5,-45.5,3184.25
3017,1,70.5,-45.5,3704
3018,1,71.5,-45.5,3756.5
3019,1,72.5,-45.5,3969.5
3020,1,73.5,-45.5,3559.75
3021,1,74.5,-45.5,3382.75
3022,1,75.5,-45.5,3425.75
3023,1,76.5,-45.5,3446.5
3024,1,77.5,-45.5,3405.25
3025,1,78.5,-45.5,3381
3026,1,79.5,-45.5,3550.75
3027,1,80.5,-45.5,3347.5
3028,1,81.5,-45.5,3579.75
3029,1,82.5,-45.5,3600.75
3030,1,83.5,-45.5,3503.75
3031,1,84.5,-45.5,3741.5
3032,1,85.5,-45.5,3468.25
3033,1,86.5,-45.5,3411.25
3034,1,87.5,-45.5,3412.249756
3035,1,88.5,-45.5,3558.5
3036,1,89.5,-45.5,3473.25
3037,1,90.5,-45.5,3414
3038,1,91.5,-45.5,3556.249756
3039,1,92.5,-45.5,3353.75
3040,1,93.5,-45.5,3261.25
3041,1,94.5,-45.5,2963.5
3042,1,95.5,-45.5,3197.75
3043,1,96.5,-45.5,3556.000244
3044,1,97.5,-45.5,3006.25
3045,1,98.5,-45.5,3498
3046,1,99.5,-45.5,3379.75
3047,1,100.5,-45.5,3401.5
3048,1,101.5,-45.5,3740.750244
3049,1,102.5,-45.5,3443.5
3050,1,103.5,-45.5,3640.75
3051,1,104.5,-45.5,3448.249756
3052,1,105.5,-45.5,3721
3053,1,106.5,-45.5,4050.499756
3054,1,107.5,-45.5,3965
3055,1,108.5,-45.5,3507.75
3056,1,109.5,-45.5,4212.75
3057,1,110.5,-45.5,3915.75
3058,1,111.5,-45.5,4068.75
3059,1,112.5,-45.5,4265.5
3060,1,113.5,-45.5,4027.749756
3061,1,114.5,-45.5,3710.749512
3062,1,115.5,-45.5,4160.25
3063,1,116.5,-45.5,4140.25
3064,1,117.5,-45.5,4098
3065,1,118.5,-45.5,4274.25
3066,1,119.5,-45.5,3504.750244
3067,1,120.5,-45.5,4194.25
3068,1,121.5,-45.5,4479
3069,1,122.5,-45.5,4467.5
3070,1,123.5,-45.5,4689.75
3071,1,124.5,-45.5,4053.75
3072,1,125.5,-45.5,4142
3073,1,126.5,-45.5,4514.5
3074,1,127.5,-45.5,4005.25
3075,1,128.5,-45.5,4525.25
3076,1,129.5,-45.5,4694.25
3077,1,130.5,-45.5,4711.25
3078,1,131.5,-45.5,4610.25
3079,1,132.5,-45.5,4531.25
3080,1,133.5,-45.5,4424.75
3081,1,134.5,-45.5,4652.25
3082,1,135.5,-45.5,4329.5
3083,1,136.5,-45.5,4479.5
3084,1,137.5,-45.5,4230.75
3085,1,138.5,-45.5,4205.5
3086,1,139.5,-45.5,4606.750488
3087,1,140.5,-45.5,4570.75
3088,1,141.5,-45.5,4890.75
3089,1,142.5,-45.5,4532.5
3090,1,143.5,-45.5,5081.25
3091,1,144.5,-45.5,4538
3092,1,145.5,-45.5,2245.999756
3093,1,146.5,-45.5,3183.500244
3094,1,147.5,-45.5,3468.749756
3105,1,29.5,-44.5,5304
3106,1,30.5,-44.5,5181.25
3107,1,31.5,-44.5,5140.25
3108,1,32.5,-44.5,5217.5
3109,1,33.5,-44.5,3852.75
3110,1,34.5,-44.5,4258
3111,1,35.5,-44.5,4302.5
3112,1,36.5,-44.5,1748.25
3113,1,37.5,-44.5,1472.500366
3114,1,38.5,-44.5,1905.750244
3115,1,39.5,-44.5,2255.25
3116,1,40.5,-44.5,2278.5
3117,1,41.5,-44.5,2507.750244
3118,1,42.5,-44.5,2290.75
3119,1,43.5,-44.5,2222.5
3120,1,44.5,-44.5,2083
3121,1,45.5,-44.5,1712.75
3122,1,46.5,-44.5,1976.25
3123,1,47.5,-44.5,2461.75
3124,1,48.5,-44.5,2944.5
3125,1,49.5,-44.5,2949
3126,1,50.5,-44.5,3165.25
3127,1,51.5,-44.5,3419.25
3128,1,52.5,-44.5,3466
3129,1,53.5,-44.5,3694
3130,1,54.5,-44.5,3853.25
3131,1,55.5,-44.5,4266
3132,1,56.5,-44.5,4479
3133,1,57.5,-44.5,4626
3134,1,58.5,-44.5,4683
3135,1,59.5,-44.5,4715.25
3136,1,60.5,-44.5,4748
3137,1,61.5,-44.5,4884.25
3138,1,62.5,-44.5,4828
3139,1,63.5,-44.5,4780.5
3140,1,64.5,-44.5,4917
3141,1,65.5,-44.5,4284.5
3142,1,66.5,-44.5,4490.5
3143,1,67.5,-44.5,3809.499756
3144,1,68.5,-44.5,3814.250244
3145,1,69.5,-44.5,3746.5
3146,1,70.5,-44.5,4093
3147,1,71.5,-44.5,3814.5
3148,1,72.5,-44.5,3733.25
3149,1,73.5,-44.5,3541.75
3150,1,74.5,-44.5,3372.999756
3151,1,75.5,-44.5,3513.5
3152,1,76.5,-44.5,3884.75
3153,1,77.5,-44.5,3429.75
3154,1,78.5,-44.5,3469.25
3155,1,79.5,-44.5,3496
3156,1,80.5,-44.5,3550.75
3157,1,81.5,-44.5,3519.5
3158,1,82.5,-44.5,3491.5
3159,1,83.5,-44.5,3289.5
3160,1,84.5,-44.5,3361.75
3161,1,85.5,-44.5,3427.25
3162,1,86.5,-44.5,3489
3163,1,87.5,-44.5,3404
3164,1,88.5,-44.5,3385.5
3165,1,89.5,-44.5,3244
3166,1,90.5,-44.5,3308
3167,1,91.5,-44.5,3080.999756
3168,1,92.5,-44.5,2902.000244
3169,1,93.5,-44.5,3097.5
3170,1,94.5,-44.5,3006.75
3171,1,95.5,-44.5,2709.749756
3172,1,96.5,-44.5,3137.75
3173,1,97.5,-44.5,3595.25
3174,1,98.5,-44.5,3629.5
3175,1,99.5,-44.5,3697
3176,1,100.5,-44.5,3698.5
3177,1,101.5,-44.5,3545.25
3178,1,102.5,-44.5,3531.249756
3179,1,103.5,-44.5,3740.75
3180,1,104.5,-44.5,3571.25
3181,1,105.5,-44.5,3764.249756
3182,1,106.5,-44.5,3909
3183,1,107.5,-44.5,3897.25
3184,1,108.5,-44.5,4037
3185,1,109.5,-44.5,4195.5
3186,1,110.5,-44.5,4066.750244
3187,1,111.5,-44.5,4310
3188,1,112.5,-44.5,3989.750244
3189,1,113.5,-44.5,4112.75
3190,1,114.5,-44.5,4328.25
3191,1,115.5,-44.5,4071.5
3192,1,116.5,-44.5,4282.5
3193,1,117.5,-44.5,4249
3194,1,118.5,-44.5,4191
3195,1,119.5,-44.5,4154.75
3196,1,120.5,-44.5,4465.499512
3197,1,121.5,-44.5,4324
3198,1,122.5,-44.5,4659
3199,1,123.5,-44.5,4436.5
3200,1,124.5,-44.5,4338.25
3201,1,125.5,-44.5,3893.500244
3202,1,126.5,-44.5,4819.25
3203,1,127.5,-44.5,4479
3204,1,128.5,-44.5,4572
3205,1,129.5,-44.5,5172
3206,1,130.5,-44.5,4498.75
3207,1,131.5,-44.5,4554.5
3208,1,132.5,-44.5,4806.25
3209,1,133.5,-44.5,4468.25
3210,1,134.5,-44.5,4609.75
3211,1,135.5,-44.5,4628.5
3212,1,136.5,-44.5,4489.5
3213,1,137.5,-44.5,4392.75
3214,1,138.5,-44.5,4458.5
3215,1,139.5,-44.5,5122.75
3216,1,140.5,-44.5,4343.25
3217,1,141.5,-44.5,4936.75
3218,1,142.5,-44.5,4578.25
3219,1,143.5,-44.5,4743.25
3220,1,144.5,-44.5,4125.5
3221,1,145.5,-44.5,3415.250488
3222,1,146.5,-44.5,2677.000244
3237,1,32.5,-43.5,4270.75
3238,1,33.5,-43.5,5090.25
3239,1,34.5,-43.5,3576.5
3240,1,35.5,-43.5,4307
3241,1,36.5,-43.5,2575.250244
3242,1,37.5,-43.5,3408.25
3243,1,38.5,-43.5,3498.75
3244,1,39.5,-43.5,1796.000244
3245,1,40.5,-43.5,2731.000244
3246,1,41.5,-43.5,3505.749268
3247,1,42.5,-43.5,2882.249756
3248,1,43.5,-43.5,2788.5
3249,1,44.5,-43.5,2678.25
3250,1,45.5,-43.5,2694.25
3251,1,46.5,-43.5,2528
3252,1,47.5,-43.5,2524.5
3253,1,48.5,-43.5,2507.5
3254,1,49.5,-43.5,2331
3255,1,50.5,-43.5,2908.25
3256,1,51.5,-43.5,3010.75
3257,1,52.5,-43.5,3582.25
3258,1,53.5,-43.5,3787.5
3259,1,54.5,-43.5,4017.75
3260,1,55.5,-43.5,4337.75
3261,1,56.5,-43.5,4573.25
3262,1,57.5,-43.5,4689.75
3263,1,58.5,-43.5,4504.75
3264,1,59.5,-43.5,4821
3265,1,60.5,-43.5,5001
3266,1,61.5,-43.5,5042.25
3267,1,62.5,-43.5,4952.5
3268,1,63.5,-43.5,4949.5
3269,1,64.5,-43.5,5282.75
3270,1,65.5,-43.5,4622.25
3271,1,66.5,-43.5,4564.75
3272,1,67.5,-43.5,4236.75
3273,1,68.5,-43.5,4211.75
3274,1,69.5,-43.5,3922.75
3275,1,70.5,-43.5,3957.75
3276,1,71.5,-43.5,3645.500244
3277,1,72.5,-43.5,3704.25
3278,1,73.5,-43.5,3523.5
3279,1,74.5,-43.5,3490.75
3280,1,75.5,-43.5,3405.25
3281,1,76.5,-43.5,3257.25
3282,1,77.5,-43.5,3303.499756
3283,1,78.5,-43.5,3215.25
3284,1,79.5,-43.5,3314.75
3285,1,80.5,-43.5,3237.5
3286,1,81.5,-43.5,3202.25
3287,1,82.5,-43.5,3230.749756
3288,1,83.5,-43.5,3245.25
3289,1,84.5,-43.5,3172
3290,1,85.5,-43.5,3216.5
3291,1,86.5,-43.5,3366.75
3292,1,87.5,-43.5,3057.5
3293,1,88.5,-43.5,3100.75
3294,1,89.5,-43.5,3104
3295,1,90.5,-43.5,2940.25
3296,1,91.5,-43.5,2899.75
3297,1,92.5,-43.5,2551.5
3298,1,93.5,-43.5,2960.25
3299,1,94.5,-43.5,3096
3300,1,95.5,-43.5,3171.000244
3301,1,96.5,-43.5,3325.75
3302,1,97.5,-43.5,3338.75
3303,1,98.5,-43.5,3814.25
3304,1,99.5,-43.5,3691.25
3305,1,100.5,-43.5,3846.25
3306,1,101.5,-43.5,3915.75
3307,1,102.5,-43.5,4014.75
3308,1,103.5,-43.5,3907.25
3309,1,104.5,-43.5,3573
3310,1,105.5,-43.5,4000.75
3311,1,106.5,-43.5,3935.75
3312,1,107.5,-43.5,4157.5
3313,1,108.5,-43.5,4041.5
3314,1,109.5,-43.5,3959.749756
3315,1,110.5,-43.5,4086.75
3316,1,111.5,-43.5,4214
3317,1,112.5,-43.5,4342
3318,1,113.5,-43.5,4231.75
3319,1,114.5,-43.5,4386.25
3320,1,115.5,-43.5,4309.25
3321,1,116.5,-43.5,4481.75
3322,1,117.5,-43.5,4278.25
3323,1,118.5,-43.5,4506
3324,1,119.5,-43.5,4549.5
3325,1,120.5,-43.5,4294.750488
3326,1,121.5,-43.5,4541.75
3327,1,122.5,-43.5,4659.75
3328,1,123.5,-43.5,4658.5
3329,1,124.5,-43.5,4966.5
3330,1,125.5,-43.5,4673.25
3331,1,126.5,-43.5,4628.75
3332,1,127.5,-43.5,4916.75
3333,1,128.5,-43.5,4438.749512
3334,1,129.5,-43.5,4977.5
3335,1,130.5,-43.5,4666.75
3336,1,131.5,-43.5,4813.5
3337,1,132.5,-43.5,4788.5
3338,1,133.5,-43.5,4725
3339,1,134.5,-43.5,4798.5
3340,1,135.5,-43.5,4756
3341,1,136.5,-43.5,4765.5
3342,1,137.5,-43.5,4675.75
3343,1,138.5,-43.5,4672
3344,1,139.5,-43.5,4922.75
3345,1,140.5,-43.5,4104.75
3346,1,141.5,-43.5,4660
3347,1,142.5,-43.5,4529
3348,1,143.5,-43.5,4646.25
3349,1,144.5,-43.5,3584.750244
3350,1,145.5,-43.5,1175.250122
3363,1,29.5,-42.5,4906
3364,1,30.5,-42.5,4899.5
3365,1,31.5,-42.5,5055.75
3366,1,32.5,-42.5,4967.5
3367,1,33.5,-42.5,4531
3368,1,34.5,-42.5,4624.25
3369,1,35.5,-42.5,4107.75
3370,1,36.5,-42.5,4917
3371,1,37.5,-42.5,3817.25
3372,1,38.5,-42.5,3283.750244
3373,1,39.5,-42.5,2662.499512
3374,1,40.5,-42.5,2485.750244
3375,1,41.5,-42.5,2274.500244
3376,1,42.5,-42.5,4835
3377,1,43.5,-42.5,3172.000244
3378,1,44.5,-42.5,3012
3379,1,45.5,-42.5,3521
3380,1,46.5,-42.5,3247.25
3381,1,47.5,-42.5,2952.75
3382,1,48.5,-42.5,2901.5
3383,1,49.5,-42.5,2875.75
3384,1,50.5,-42.5,3022.5
3385,1,51.5,-42.5,3572.25
3386,1,52.5,-42.5,3557
3387,1,53.5,-42.5,3542.749756
3388,1,54.5,-42.5,4294.25
3389,1,55.5,-42.5,4385
3390,1,56.5,-42.5,4509.25
3391,1,57.5,-42.5,4674.5
3392,1,58.5,-42.5,4790.75
3393,1,59.5,-42.5,4837.5
3394,1,60.5,-42.5,4704.25
3395,1,61.5,-42.5,5090.5
3396,1,62.5,-42.5,5125
3397,1,63.5,-42.5,4904.25
3398,1,64.5,-42.5,5050.5
3399,1,65.5,-42.5,4794.5
3400,1,66.5,-42.5,4264.75
3401,1,67.5,-42.5,4552.75
3402,1,68.5,-42.5,4200.5
3403,1,69.5,-42.5,3732
3404,1,70.5,-42.5,3933.75
3405,1,71.5,-42.5,4074.75
3406,1,72.5,-42.5,3963.5
3407,1,73.5,-42.5,3686.5
3408,1,74.5,-42.5,3523.75
3409,1,75.5,-42.5,3413.5
3410,1,76.5,-42.5,3220.75
3411,1,77.5,-42.5,2914.25
3412,1,78.5,-42.5,3017.25
3413,1,79.5,-42.5,2936.5
3414,1,80.5,-42.5,3037.75
3415,1,81.5,-42.5,2881.5
3416,1,82.5,-42.5,2619.250244
3417,1,83.5,-42.5,2669
3418,1,84.5,-42.5,3309.5
3419,1,85.5,-42.5,3007.5
3420,1,86.5,-42.5,2759.75
3421,1,87.5,-42.5,2875.75
3422,1,88.5,-42.5,2793.25
3423,1,89.5,-42.5,2863
3424,1,90.5,-42.5,2806.75
3425,1,91.5,-42.5,2987.25
3426,1,92.5,-42.5,2966.5
