target_fid,rich_2d,x,y,depth
4845,1,92.5,-31.5,4341.25
4846,1,93.5,-31.5,4359.75
4847,1,94.5,-31.5,4017.25
4848,1,95.5,-31.5,1247.25
4849,1,96.5,-31.5,2531.75
4850,1,97.5,-31.5,2614
4851,1,98.5,-31.5,2205
4852,1,99.5,-31.5,2590.5
4853,1,100.5,-31.5,3347.5
4854,1,101.5,-31.5,3095.749756
4855,1,102.5,-31.5,5056.749512
4856,1,103.5,-31.5,5202.75
4857,1,104.5,-31.5,4802.75
4858,1,105.5,-31.5,5174
4859,1,106.5,-31.5,5204
4860,1,107.5,-31.5,5282.5
4861,1,108.5,-31.5,5200.25
4862,1,109.5,-31.5,5237.5
4863,1,110.5,-31.5,5113.75
4864,1,111.5,-31.5,5135.75
4865,1,112.5,-31.5,4935.75
4866,1,113.5,-31.5,4888.5
4867,1,114.5,-31.5,3484.500732
4915,1,33.5,-30.5,2965
4916,1,34.5,-30.5,2871.25
4917,1,35.5,-30.5,1719.25
4918,1,36.5,-30.5,2075.75
4919,1,37.5,-30.5,4926.25
4920,1,38.5,-30.5,4983.25
4921,1,39.5,-30.5,4950.5
4922,1,40.5,-30.5,4868.25
4923,1,41.5,-30.5,4616.5
4924,1,42.5,-30.5,3951.75
4925,1,43.5,-30.5,1751.500122
4926,1,44.5,-30.5,2310.5
4927,1,45.5,-30.5,1969.5
4928,1,46.5,-30.5,2293.25
4929,1,47.5,-30.5,3133.25
4930,2,48.5,-30.5,4383.25
4930,2,48.5,-30.5,4383.25
4931,2,49.5,-30.5,4834.5
4931,2,49.5,-30.5,4834.5
4932,2,50.5,-30.5,4769
4932,2,50.5,-30.5,4769
4933,2,51.5,-30.5,4974.75
4933,2,51.5,-30.5,4974.75
4934,2,52.5,-30.5,4735
4934,2,52.5,-30.5,4735
4935,2,53.5,-30.5,4407.750488
4935,2,53.5,-30.5,4407.750488
4936,1,54.5,-30.5,4342.5
4937,1,55.5,-30.5,4513.25
4938,1,56.5,-30.5,4306.75
4939,1,57.5,-30.5,4220.500488
4940,1,58.5,-30.5,4900.75
4941,1,59.5,-30.5,3944.25
4942,1,60.5,-30.5,4286.75
4943,1,61.5,-30.5,4806.5
4944,1,62.5,-30.5,4811.5
4945,1,63.5,-30.5,4829.25
4946,1,64.5,-30.5,4417.25
4947,1,65.5,-30.5,4579.25
4948,1,66.5,-30.5,3929.75
4949,1,67.5,-30.5,4528.500488
4950,1,68.5,-30.5,4499.75
4951,1,69.5,-30.5,4187.249512
4952,1,70.5,-30.5,4161
4953,1,71.5,-30.5,4263.25
4954,1,72.5,-30.5,4411.5
4955,1,73.5,-30.5,3902.749756
4956,1,74.5,-30.5,3578.250244
4957,1,75.5,-30.5,2836.75
4958,1,76.5,-30.5,2669.500488
4959,1,77.5,-30.5,3476.75
4960,1,78.5,-30.5,3794.5
4961,1,79.5,-30.5,3937.75
4962,1,80.5,-30.5,4046.25
4963,1,81.5,-30.5,3919.25
4964,1,82.5,-30.5,3971.75
4965,1,83.5,-30.5,4253.25
4966,1,84.5,-30.5,3774.750244
4967,1,85.5,-30.5,3323.500244
4968,1,86.5,-30.5,3020.750977
4969,1,87.5,-30.5,2514.999756
4970,1,88.5,-30.5,1888.250122
4971,1,89.5,-30.5,1874.75
4972,1,90.5,-30.5,1835.500122
4973,1,91.5,-30.5,2640.25
4974,1,92.5,-30.5,2106
4975,1,93.5,-30.5,2175.25
4976,1,94.5,-30.5,1753.25
4977,1,95.5,-30.5,2122.75
4978,1,96.5,-30.5,2469.750244
4979,1,97.5,-30.5,3125.25
4980,1,98.5,-30.5,2566.000244
4981,1,99.5,-30.5,2536.75
4982,1,100.5,-30.5,3936
4983,1,101.5,-30.5,4243.5
4984,1,102.5,-30.5,4765.25
4985,1,103.5,-30.5,4935
4986,1,104.5,-30.5,4611.5
4988,1,106.5,-30.5,5186.75
4989,1,107.5,-30.5,5234.25
4990,1,108.5,-30.5,5207.75
4991,1,109.5,-30.5,5291
4992,1,110.5,-30.5,5143.5
4993,1,111.5,-30.5,5223.5
4994,1,112.5,-30.5,5020
4995,1,113.5,-30.5,4994
4996,1,114.5,-30.5,796.0002441
5044,1,33.5,-29.5,2331
5045,1,34.5,-29.5,2560
5046,1,35.5,-29.5,1920.25
5047,1,36.5,-29.5,3320.749756
5048,1,37.5,-29.5,4976
5049,1,38.5,-29.5,4880.5
5050,1,39.5,-29.5,4907
5051,1,40.5,-29.5,4897
5052,1,41.5,-29.5,4976
5053,1,42.5,-29.5,4248.75
5054,1,43.5,-29.5,3173.500244
5055,1,44.5,-29.5,2248.25
5056,1,45.5,-29.5,2839.25
5057,1,46.5,-29.5,2585.5
5058,1,47.5,-29.5,3123.75
5059,2,48.5,-29.5,3542.5
5059,2,48.5,-29.5,3542.5
5060,2,49.5,-29.5,4286.750488
5060,2,49.5,-29.5,4286.750488
5061,2,50.5,-29.5,4774
5061,2,50.5,-29.5,4774
5062,2,51.5,-29.5,5230.75
5062,2,51.5,-29.5,5230.75
5063,2,52.5,-29.5,5215.75
5063,2,52.5,-29.5,5215.75
5064,2,53.5,-29.5,4487.75
5064,2,53.5,-29.5,4487.75
5065,2,54.5,-29.5,4870.25
5065,2,54.5,-29.5,4870.25
5066,2,55.5,-29.5,4606.75
5066,2,55.5,-29.5,4606.75
5067,1,56.5,-29.5,4639
5068,1,57.5,-29.5,4583.75
5069,1,58.5,-29.5,4666.499512
5070,1,59.5,-29.5,4006.250244
5071,1,60.5,-29.5,2558.249512
5072,1,61.5,-29.5,3112.5
5073,1,62.5,-29.5,4788
5074,1,63.5,-29.5,4496.499512
5075,1,64.5,-29.5,4775.25
5076,1,65.5,-29.5,4529.75
5077,1,66.5,-29.5,4393.75
5078,1,67.5,-29.5,4232.5
5079,1,68.5,-29.5,4063.000244
5080,1,69.5,-29.5,3942.499756
5081,1,70.5,-29.5,3783.000244
5082,1,71.5,-29.5,4486.25
5083,1,72.5,-29.5,4004.5
5084,1,73.5,-29.5,3891.5
5085,1,74.5,-29.5,3153.500244
5086,1,75.5,-29.5,3455.75
5087,1,76.5,-29.5,3543.249756
5088,1,77.5,-29.5,3594.249756
5089,1,78.5,-29.5,3211.500244
5090,1,79.5,-29.5,3929
5091,1,80.5,-29.5,3656
5092,1,81.5,-29.5,4169.75
5093,1,82.5,-29.5,4317.75
5094,1,83.5,-29.5,4197.25
5095,1,84.5,-29.5,3796.750244
5096,1,85.5,-29.5,3788.750244
5097,1,86.5,-29.5,3913.250244
5098,1,87.5,-29.5,2113.750244
5099,1,88.5,-29.5,2255
5100,1,89.5,-29.5,3090.999756
5101,1,90.5,-29.5,2779.75
5102,1,91.5,-29.5,3158.75
5103,1,92.5,-29.5,3523.000244
5104,1,93.5,-29.5,2214
5105,1,94.5,-29.5,2694.75
5106,1,95.5,-29.5,2846.75
5107,1,96.5,-29.5,3065.75
5108,1,97.5,-29.5,3578
5109,1,98.5,-29.5,2813.25
5110,1,99.5,-29.5,3195.499756
5111,1,100.5,-29.5,4167.75
5112,1,101.5,-29.5,4476.5
5113,1,102.5,-29.5,4940.25
5114,1,103.5,-29.5,4914.5
5115,1,104.5,-29.5,4926.5
5116,1,105.5,-29.5,4983.749512
5117,1,106.5,-29.5,5102.5
5118,1,107.5,-29.5,5158.75
5119,1,108.5,-29.5,5205.25
5120,1,109.5,-29.5,5318.5
5123,1,112.5,-29.5,5179.5
5124,1,113.5,-29.5,2511.250244
5174,1,34.5,-28.5,2048.5
5174,1,34.5,-28.5,2048.5
5175,1,35.5,-28.5,2471.75
5175,1,35.5,-28.5,2471.75
5176,1,36.5,-28.5,2529.75
5177,1,37.5,-28.5,4452.749512
5178,1,38.5,-28.5,4989.75
5179,1,39.5,-28.5,4792.75
5180,1,40.5,-28.5,4710.75
5181,1,41.5,-28.5,4675.25
5182,1,42.5,-28.5,4609
5183,1,43.5,-28.5,3963.25
5184,1,44.5,-28.5,2507.75
5185,1,45.5,-28.5,2773.500244
5186,1,46.5,-28.5,3372.75
5187,1,47.5,-28.5,2755.25
5188,1,48.5,-28.5,2302.75
5189,2,49.5,-28.5,3864.749512
5189,2,49.5,-28.5,3864.749512
5191,2,51.5,-28.5,4946.75
5191,2,51.5,-28.5,4946.75
5192,2,52.5,-28.5,5003
5192,2,52.5,-28.5,5003
5193,2,53.5,-28.5,5128.25
5193,2,53.5,-28.5,5128.25
5194,2,54.5,-28.5,5000.5
5194,2,54.5,-28.5,5000.5
5195,2,55.5,-28.5,4850
5195,2,55.5,-28.5,4850
5196,2,56.5,-28.5,5242.75
5196,2,56.5,-28.5,5242.75
5198,1,58.5,-28.5,4510.5
5199,1,59.5,-28.5,4277.75
5200,1,60.5,-28.5,4007
5201,1,61.5,-28.5,3410.999756
5202,1,62.5,-28.5,3522.749756
5203,1,63.5,-28.5,3930.999756
5204,1,64.5,-28.5,4653.75
5205,1,65.5,-28.5,4201
5206,1,66.5,-28.5,4087.500244
5207,1,67.5,-28.5,4174.5
5208,1,68.5,-28.5,4460.75
5209,1,69.5,-28.5,4117.75
5210,1,70.5,-28.5,3905.500488
5211,1,71.5,-28.5,3968.500244
5212,1,72.5,-28.5,3434.75
5213,1,73.5,-28.5,3409.25
5214,1,74.5,-28.5,2584.25
5215,1,75.5,-28.5,3303.75
5216,1,76.5,-28.5,3455.5
5217,1,77.5,-28.5,3827.999756
5218,1,78.5,-28.5,3857.5
5219,1,79.5,-28.5,4395
5220,1,80.5,-28.5,3945.5
5221,1,81.5,-28.5,4442.75
5222,1,82.5,-28.5,4276.75
5223,1,83.5,-28.5,4291.25
5224,1,84.5,-28.5,4258
5225,1,85.5,-28.5,3957.25
5226,1,86.5,-28.5,3725.75
5227,1,87.5,-28.5,3613.499756
5228,1,88.5,-28.5,2810.5
5229,1,89.5,-28.5,4074.5
5230,1,90.5,-28.5,3859.249756
5231,1,91.5,-28.5,4091.000244
5232,1,92.5,-28.5,4174
5233,1,93.5,-28.5,3490.000244
5234,1,94.5,-28.5,3028.5
5235,1,95.5,-28.5,3175.749756
5236,1,96.5,-28.5,4172.5
5237,1,97.5,-28.5,4064.25
5238,1,98.5,-28.5,1575.500122
5239,1,99.5,-28.5,3722.999756
5240,1,100.5,-28.5,4224.25
5241,1,101.5,-28.5,4733
5242,1,102.5,-28.5,3800.251221
5243,1,103.5,-28.5,4504.249512
5244,1,104.5,-28.5,4682.5
5245,1,105.5,-28.5,4813.5
5246,1,106.5,-28.5,5110
5247,1,107.5,-28.5,5254.75
5250,1,110.5,-28.5,5248.75
5252,1,112.5,-28.5,2914.249512
5304,1,35.5,-27.5,1670.25
5304,1,35.5,-27.5,1670.25
5305,1,36.5,-27.5,1540.75
5305,1,36.5,-27.5,1540.75
5306,1,37.5,-27.5,4537.5
5306,1,37.5,-27.5,4537.5
5307,1,38.5,-27.5,4858.5
5307,1,38.5,-27.5,4858.5
5308,1,39.5,-27.5,4627
5308,1,39.5,-27.5,4627
5309,1,40.5,-27.5,4557.5
5310,1,41.5,-27.5,4460.75
5311,1,42.5,-27.5,4368.25
5312,1,43.5,-27.5,4063.25
5313,1,44.5,-27.5,833.5001221
5314,1,45.5,-27.5,1431.749878
5315,1,46.5,-27.5,973.0003052
5316,1,47.5,-27.5,2169.75
5317,1,48.5,-27.5,2941.75
5318,1,49.5,-27.5,4875.5
5319,2,50.5,-27.5,5251.75
5319,2,50.5,-27.5,5251.75
5321,2,52.5,-27.5,5290.75
5321,2,52.5,-27.5,5290.75
5322,2,53.5,-27.5,5096.25
5322,2,53.5,-27.5,5096.25
5323,2,54.5,-27.5,5106.5
5323,2,54.5,-27.5,5106.5
5324,2,55.5,-27.5,5190
5324,2,55.5,-27.5,5190
5325,2,56.5,-27.5,5114.5
5325,2,56.5,-27.5,5114.5
5326,2,57.5,-27.5,5262.5
5326,2,57.5,-27.5,5262.5
5328,1,59.5,-27.5,4560.5
5329,1,60.5,-27.5,4851.5
5330,1,61.5,-27.5,4273.75
5331,1,62.5,-27.5,3693.000488
5332,1,63.5,-27.5,3871.750244
5333,1,64.5,-27.5,3703.499756
5334,1,65.5,-27.5,3870.749512
5335,1,66.5,-27.5,3320.749268
5336,1,67.5,-27.5,3391.499756
5337,1,68.5,-27.5,3750.25
5338,1,69.5,-27.5,3661
5339,1,70.5,-27.5,3614.249756
5340,1,71.5,-27.5,3400.499756
5341,1,72.5,-27.5,3060.750244
5342,1,73.5,-27.5,2773.749756
5343,1,74.5,-27.5,3261.25
5344,1,75.5,-27.5,3874.499756
5345,1,76.5,-27.5,3739
5346,1,77.5,-27.5,3595.749756
5347,1,78.5,-27.5,3917.999512
5348,1,79.5,-27.5,4252
5349,1,80.5,-27.5,4035.000244
5350,1,81.5,-27.5,3982.25
5351,1,82.5,-27.5,4532.75
5352,1,83.5,-27.5,4181.25
5353,1,84.5,-27.5,4444.5
5354,1,85.5,-27.5,3887.5
5355,1,86.5,-27.5,4023.5
5356,1,87.5,-27.5,1878.499878
5357,1,88.5,-27.5,2551.999512
5358,1,89.5,-27.5,4419
5359,1,90.5,-27.5,4965.5
5360,1,91.5,-27.5,4273.5
5361,1,92.5,-27.5,3843.25
5362,1,93.5,-27.5,4339.500488
5363,1,94.5,-27.5,4349
5364,1,95.5,-27.5,4331.5
5365,1,96.5,-27.5,4545
5366,1,97.5,-27.5,4120
5367,1,98.5,-27.5,3065.25
5368,1,99.5,-27.5,4634
5369,1,100.5,-27.5,4609
5370,1,101.5,-27.5,4839.75
5371,1,102.5,-27.5,4134
5372,1,103.5,-27.5,4398.499512
5373,1,104.5,-27.5,4783
5374,1,105.5,-27.5,4803.75
5377,1,108.5,-27.5,5260.25
5380,1,111.5,-27.5,3620.000244
5381,1,112.5,-27.5,831.750061
5434,1,36.5,-26.5,1910.749878
5434,1,36.5,-26.5,1910.749878
5435,1,37.5,-26.5,4375.75
5435,1,37.5,-26.5,4375.75
5436,1,38.5,-26.5,4910
5436,1,38.5,-26.5,4910
5437,1,39.5,-26.5,4507.5
5437,1,39.5,-26.5,4507.5
5438,1,40.5,-26.5,4419.25
5438,1,40.5,-26.5,4419.25
5439,1,41.5,-26.5,4306
5439,1,41.5,-26.5,4306
5440,1,42.5,-26.5,4236.5
5440,1,42.5,-26.5,4236.5
5441,1,43.5,-26.5,3361.75
5441,1,43.5,-26.5,3361.75
5442,1,44.5,-26.5,2573.25
5443,1,45.5,-26.5,1652.5
5444,1,46.5,-26.5,2201.75
5445,1,47.5,-26.5,2635.5
5446,1,48.5,-26.5,4556
5447,1,49.5,-26.5,5130.5
5448,1,50.5,-26.5,5241
5451,1,53.5,-26.5,5316.25
5451,1,53.5,-26.5,5316.25
5452,2,54.5,-26.5,5193.5
5452,2,54.5,-26.5,5193.5
5453,2,55.5,-26.5,5243
5453,2,55.5,-26.5,5243
5454,2,56.5,-26.5,5222.5
5454,2,56.5,-26.5,5222.5
5455,2,57.5,-26.5,5278.5
5455,2,57.5,-26.5,5278.5
5456,2,58.5,-26.5,5253.75
5456,2,58.5,-26.5,5253.75
5460,1,62.5,-26.5,4316.999512
5461,1,63.5,-26.5,4791.5
5462,1,64.5,-26.5,4638.75
5463,1,65.5,-26.5,4520.25
5464,1,66.5,-26.5,3629.749756
5465,1,67.5,-26.5,3476.749756
5466,1,68.5,-26.5,3386.5
5467,1,69.5,-26.5,3458
5468,1,70.5,-26.5,3383.250244
5469,1,71.5,-26.5,3390.750244
5470,1,72.5,-26.5,2944.499512
5471,1,73.5,-26.5,3115.75
5472,1,74.5,-26.5,3457.499512
5473,1,75.5,-26.5,3652.749756
5474,1,76.5,-26.5,3700.250244
5475,1,77.5,-26.5,4025
5476,1,78.5,-26.5,4399.75
5477,1,79.5,-26.5,3828.5
5478,1,80.5,-26.5,3930.25
5479,1,81.5,-26.5,4029.5
5480,1,82.5,-26.5,4369.75
5481,1,83.5,-26.5,4594.5
5482,1,84.5,-26.5,4648
5483,1,85.5,-26.5,4552
5484,1,86.5,-26.5,3606.750244
5485,1,87.5,-26.5,2102.500244
5486,1,88.5,-26.5,3471.749756
5487,1,89.5,-26.5,4776
5488,1,90.5,-26.5,5100.5
5489,1,91.5,-26.5,4509
5490,1,92.5,-26.5,4391.999512
5491,1,93.5,-26.5,4650.499512
5492,1,94.5,-26.5,4614.25
5493,1,95.5,-26.5,4642.25
5494,1,96.5,-26.5,4990.75
5495,1,97.5,-26.5,5177.5
5496,1,98.5,-26.5,5042.25
5497,1,99.5,-26.5,4632
5498,1,100.5,-26.5,4636.25
5499,1,101.5,-26.5,4885.5
5500,1,102.5,-26.5,5138
5501,1,103.5,-26.5,4814.5
5502,1,104.5,-26.5,4755.5
5503,1,105.5,-26.5,4877.25
5504,1,106.5,-26.5,5125.75
5507,1,109.5,-26.5,5123.25
5508,1,110.5,-26.5,4408.25
5509,1,111.5,-26.5,1640.750244
5510,1,112.5,-26.5,489.0001221
5564,1,37.5,-25.5,3518.249756
5564,1,37.5,-25.5,3518.249756
5565,1,38.5,-25.5,3843
5565,1,38.5,-25.5,3843
5566,1,39.5,-25.5,3908
5566,1,39.5,-25.5,3908
5567,1,40.5,-25.5,4211.25
5567,1,40.5,-25.5,4211.25
5568,1,41.5,-25.5,4070
5568,1,41.5,-25.5,4070
5569,1,42.5,-25.5,4054.75
5569,1,42.5,-25.5,4054.75
5570,1,43.5,-25.5,3594.5
5570,1,43.5,-25.5,3594.5
5571,1,44.5,-25.5,51.99998856
5571,1,44.5,-25.5,51.99998856
5573,1,46.5,-25.5,74.49992371
5573,1,46.5,-25.5,74.49992371
5574,1,47.5,-25.5,3207.999756
5574,1,47.5,-25.5,3207.999756
5575,1,48.5,-25.5,4646.25
5576,1,49.5,-25.5,4833.5
5577,1,50.5,-25.5,5070
5578,1,51.5,-25.5,5136.75
5579,2,52.5,-25.5,5080.5
5579,2,52.5,-25.5,5080.5
5580,2,53.5,-25.5,5153.5
5580,2,53.5,-25.5,5153.5
5581,2,54.5,-25.5,5011.25
5581,2,54.5,-25.5,5011.25
5582,2,55.5,-25.5,4837.75
5582,2,55.5,-25.5,4837.75
5583,2,56.5,-25.5,5122
5583,2,56.5,-25.5,5122
5584,2,57.5,-25.5,5128
5584,2,57.5,-25.5,5128
5585,2,58.5,-25.5,5253.5
5585,2,58.5,-25.5,5253.5
5586,2,59.5,-25.5,5119.25
5586,2,59.5,-25.5,5119.25
5587,2,60.5,-25.5,5026.25
5587,2,60.5,-25.5,5026.25
5588,2,61.5,-25.5,5057.5
5588,2,61.5,-25.5,5057.5
5589,2,62.5,-25.5,5273.750488
5589,2,62.5,-25.5,5273.750488
5590,1,63.5,-25.5,4652.499512
5591,1,64.5,-25.5,4413.500488
5592,1,65.5,-25.5,4288.25
5593,1,66.5,-25.5,4338.999512
5594,1,67.5,-25.5,4099.499512
5595,1,68.5,-25.5,3776.999756
5596,1,69.5,-25.5,3415.750244
5597,1,70.5,-25.5,3048.499756
5598,1,71.5,-25.5,3169.500488
5599,1,72.5,-25.5,3412.499756
5600,1,73.5,-25.5,3451.749756
5601,1,74.5,-25.5,3956.75
5602,1,75.5,-25.5,3897.75
5603,1,76.5,-25.5,4282
5604,1,77.5,-25.5,3743.000244
5605,1,78.5,-25.5,4055.750488
5606,1,79.5,-25.5,4390.75
5607,1,80.5,-25.5,3863.25
5608,1,81.5,-25.5,3918.5
5609,1,82.5,-25.5,4260.5
5610,1,83.5,-25.5,4363
5611,1,84.5,-25.5,4491.25
5612,1,85.5,-25.5,4484
5613,1,86.5,-25.5,3914
5614,1,87.5,-25.5,1834.25
5615,1,88.5,-25.5,2375.25
5616,1,89.5,-25.5,5090.5
5617,1,90.5,-25.5,4828.500488
5618,1,91.5,-25.5,4403
5619,1,92.5,-25.5,4729.75
5620,1,93.5,-25.5,5258.5
5621,1,94.5,-25.5,5207.500488
5622,1,95.5,-25.5,5184
5626,1,99.5,-25.5,5056
5627,1,100.5,-25.5,2084.75
5628,1,101.5,-25.5,4396
5629,1,102.5,-25.5,5262.25
5631,1,104.5,-25.5,5112.5
5632,1,105.5,-25.5,4659.25
5634,1,107.5,-25.5,4664.25
5635,1,108.5,-25.5,4803.500488
5636,1,109.5,-25.5,4120.25
5637,1,110.5,-25.5,3433.500244
5638,1,111.5,-25.5,1286.750122
5693,1,37.5,-24.5,3408.75
5693,1,37.5,-24.5,3408.75
5694,1,38.5,-24.5,3362.5
5694,1,38.5,-24.5,3362.5
5695,1,39.5,-24.5,3452.5
5695,1,39.5,-24.5,3452.5
5696,1,40.5,-24.5,3407.75
5696,1,40.5,-24.5,3407.75
5697,1,41.5,-24.5,3651.5
5697,1,41.5,-24.5,3651.5
5698,1,42.5,-24.5,3599.5
5698,1,42.5,-24.5,3599.5
5699,1,43.5,-24.5,2409.000488
5699,1,43.5,-24.5,2409.000488
5704,1,48.5,-24.5,4135.5
5704,1,48.5,-24.5,4135.5
5705,1,49.5,-24.5,4639
5705,1,49.5,-24.5,4639
5706,1,50.5,-24.5,4919
5706,1,50.5,-24.5,4919
5707,1,51.5,-24.5,5002.75
5707,1,51.5,-24.5,5002.75
5708,1,52.5,-24.5,5004.5
5709,2,53.5,-24.5,4941.25
5709,2,53.5,-24.5,4941.25
5710,2,54.5,-24.5,4407
5710,2,54.5,-24.5,4407
5711,2,55.5,-24.5,4790.75
5711,2,55.5,-24.5,4790.75
5712,2,56.5,-24.5,4730.5
5712,2,56.5,-24.5,4730.5
5713,2,57.5,-24.5,4933.25
5713,2,57.5,-24.5,4933.25
5714,2,58.5,-24.5,4912.25
5714,2,58.5,-24.5,4912.25
5715,2,59.5,-24.5,4919.75
5715,2,59.5,-24.5,4919.75
5716,2,60.5,-24.5,5208.75
5716,2,60.5,-24.5,5208.75
5717,2,61.5,-24.5,4834
5717,2,61.5,-24.5,4834
5718,2,62.5,-24.5,4838.5
5718,2,62.5,-24.5,4838.5
5719,2,63.5,-24.5,4567.5
5719,2,63.5,-24.5,4567.5
5720,2,64.5,-24.5,4234
5720,2,64.5,-24.5,4234
5721,1,65.5,-24.5,4018.25
5722,1,66.5,-24.5,4504.25
5723,1,67.5,-24.5,4193.5
5724,1,68.5,-24.5,3326.500488
5725,1,69.5,-24.5,2766.500244
5726,1,70.5,-24.5,2791.5
5727,1,71.5,-24.5,3224.499756
5728,1,72.5,-24.5,3403.25
5729,1,73.5,-24.5,4689.25
5730,1,74.5,-24.5,3227.75
5731,1,75.5,-24.5,4449.75
5732,1,76.5,-24.5,4266.75
5733,1,77.5,-24.5,4322.75
5734,1,78.5,-24.5,4135.75
5735,1,79.5,-24.5,4151
5736,1,80.5,-24.5,4145
5737,1,81.5,-24.5,4374.5
5738,1,82.5,-24.5,4330.25
5739,1,83.5,-24.5,4616
5740,1,84.5,-24.5,4883.500488
5741,1,85.5,-24.5,4716.25
5742,1,86.5,-24.5,4283.75
5743,1,87.5,-24.5,2286.5
5744,1,88.5,-24.5,2507.500977
5745,1,89.5,-24.5,5286.75
5746,1,90.5,-24.5,4650.499512
5747,1,91.5,-24.5,4885.499512
5748,1,92.5,-24.5,4804.749512
5749,1,93.5,-24.5,4963.75
5750,1,94.5,-24.5,5201.75
5751,1,95.5,-24.5,5271.25
5757,1,101.5,-24.5,4464.75
5758,1,102.5,-24.5,5305.75
5760,1,104.5,-24.5,5068.25
5761,1,105.5,-24.5,3908.500244
5763,1,107.5,-24.5,2993.250244
5764,1,108.5,-24.5,2881.25
5765,1,109.5,-24.5,3921.75
5766,1,110.5,-24.5,3695.500488
5767,1,111.5,-24.5,1120.75
5820,1,35.5,-23.5,45.25
5823,1,38.5,-23.5,3024.75
5823,1,38.5,-23.5,3024.75
5824,1,39.5,-23.5,3341.5
5824,1,39.5,-23.5,3341.5
5825,1,40.5,-23.5,3158.25
5825,1,40.5,-23.5,3158.25
5826,1,41.5,-23.5,3925.25
5826,1,41.5,-23.5,3925.25
5827,1,42.5,-23.5,3229.5
5827,1,42.5,-23.5,3229.5
5828,1,43.5,-23.5,1019.500122
5828,1,43.5,-23.5,1019.500122
5833,1,48.5,-23.5,3617
5833,1,48.5,-23.5,3617
5834,1,49.5,-23.5,3690.75
5834,1,49.5,-23.5,3690.75
5835,1,50.5,-23.5,4760.5
5835,1,50.5,-23.5,4760.5
5836,1,51.5,-23.5,4841
5836,1,51.5,-23.5,4841
5838,1,53.5,-23.5,4568.25
5838,1,53.5,-23.5,4568.25
5839,2,54.5,-23.5,3971.75
5839,2,54.5,-23.5,3971.75
5839,2,54.5,-23.5,3971.75
5840,2,55.5,-23.5,4435
5840,2,55.5,-23.5,4435
5840,2,55.5,-23.5,4435
5841,2,56.5,-23.5,4887
5841,2,56.5,-23.5,4887
5842,2,57.5,-23.5,5097.5
5842,2,57.5,-23.5,5097.5
5843,2,58.5,-23.5,4885.5
5843,2,58.5,-23.5,4885.5
5844,2,59.5,-23.5,4259.5
5844,2,59.5,-23.5,4259.5
5845,2,60.5,-23.5,4155.25
5845,2,60.5,-23.5,4155.25
5846,2,61.5,-23.5,4015.749756
5846,2,61.5,-23.5,4015.749756
5847,2,62.5,-23.5,4282.499512
5847,2,62.5,-23.5,4282.499512
5848,2,63.5,-23.5,4395.5
5848,2,63.5,-23.5,4395.5
5849,2,64.5,-23.5,3815.999756
5849,2,64.5,-23.5,3815.999756
5850,2,65.5,-23.5,4121.25
5850,2,65.5,-23.5,4121.25
5851,1,66.5,-23.5,4268.25
5852,1,67.5,-23.5,4105.75
5853,1,68.5,-23.5,2685.250244
5854,1,69.5,-23.5,2649.25
5855,1,70.5,-23.5,3436.000244
5856,1,71.5,-23.5,3740.750244
5857,1,72.5,-23.5,4267.25
5858,1,73.5,-23.5,3788.5
5859,1,74.5,-23.5,3931.5
5860,1,75.5,-23.5,4369.75
5861,1,76.5,-23.5,4025.75
5862,1,77.5,-23.5,4446.25
5863,1,78.5,-23.5,4219.25
5864,1,79.5,-23.5,4715.25
5865,1,80.5,-23.5,4073
5866,1,81.5,-23.5,4483.25
5867,1,82.5,-23.5,4614.25
5868,1,83.5,-23.5,4587.5
5869,1,84.5,-23.5,3978.249756
5870,1,85.5,-23.5,4380.5
5871,1,86.5,-23.5,4136.5
5872,1,87.5,-23.5,3183.000488
5873,1,88.5,-23.5,4699.250488
5874,1,89.5,-23.5,5321
5875,1,90.5,-23.5,5144.999512
5876,1,91.5,-23.5,5168.999512
5877,1,92.5,-23.5,5083.75
5878,1,93.5,-23.5,4777.25
5879,1,94.5,-23.5,5310.25
5880,1,95.5,-23.5,4671.25
5882,1,97.5,-23.5,5117.499512
5886,1,101.5,-23.5,4400.249512
5887,1,102.5,-23.5,5161.75
5889,1,104.5,-23.5,2895.499268
5890,1,105.5,-23.5,5101.999512
5891,1,106.5,-23.5,5249
5892,1,107.5,-23.5,3556
5893,1,108.5,-23.5,2179.25
5894,1,109.5,-23.5,3446.000244
5895,1,110.5,-23.5,4863.75
5896,1,111.5,-23.5,3131.250244
5897,1,112.5,-23.5,873.500061
5953,1,39.5,-22.5,2906.75
5953,1,39.5,-22.5,2906.75
5954,1,40.5,-22.5,3071.249756
5954,1,40.5,-22.5,3071.249756
5955,1,41.5,-22.5,2994.25
5955,1,41.5,-22.5,2994.25
5956,1,42.5,-22.5,2680.250244
5956,1,42.5,-22.5,2680.250244
5962,1,48.5,-22.5,3026.5
5962,1,48.5,-22.5,3026.5
5963,1,49.5,-22.5,4118.749512
5963,1,49.5,-22.5,4118.749512
5964,1,50.5,-22.5,4873.75
5964,1,50.5,-22.5,4873.75
5965,1,51.5,-22.5,4986.5
5965,1,51.5,-22.5,4986.5
5967,1,53.5,-22.5,4396
5967,1,53.5,-22.5,4396
5968,1,54.5,-22.5,4315.75
5968,1,54.5,-22.5,4315.75
5969,2,55.5,-22.5,4285.5
5969,2,55.5,-22.5,4285.5
5969,2,55.5,-22.5,4285.5
