rich_geog,x_exact,y_exact,depth_geog
NA,148.5,-52.5,3975.75
NA,20.5,-51.5,3342
NA,21.5,-51.5,4000.25
NA,22.5,-51.5,3723.25
NA,23.5,-51.5,3687.5
NA,24.5,-51.5,3737
NA,25.5,-51.5,4163
1,26.5,-51.5,3894.499512
1,27.5,-51.5,3316.000244
1,28.5,-51.5,5149.499512
1,29.5,-51.5,4510.250488
1,30.5,-51.5,4267
1,31.5,-51.5,4749
1,32.5,-51.5,5463.5
1,33.5,-51.5,5013.25
1,34.5,-51.5,4937.25
1,35.5,-51.5,4760.25
1,36.5,-51.5,4855.5
1,37.5,-51.5,4374.5
1,38.5,-51.5,4192.75
1,39.5,-51.5,3401.75
1,40.5,-51.5,3373
1,41.5,-51.5,3114
1,42.5,-51.5,2986.5
1,43.5,-51.5,2859.75
1,44.5,-51.5,3088
1,45.5,-51.5,3763
1,46.5,-51.5,4027
1,47.5,-51.5,4326.75
1,48.5,-51.5,4548.5
1,49.5,-51.5,4618.75
1,50.5,-51.5,4754.5
1,51.5,-51.5,4673
1,52.5,-51.5,4444.25
1,53.5,-51.5,4466.25
1,54.5,-51.5,4052.750244
1,55.5,-51.5,3940.75
1,56.5,-51.5,4268.25
1,57.5,-51.5,4614.5
1,58.5,-51.5,4826
1,59.5,-51.5,4556.25
1,60.5,-51.5,4706.75
1,61.5,-51.5,4418.5
1,62.5,-51.5,4199.25
1,63.5,-51.5,4404.5
1,64.5,-51.5,4193
1,65.5,-51.5,3705.25
1,66.5,-51.5,3281.750244
1,67.5,-51.5,2547.250244
1,68.5,-51.5,2786.5
1,69.5,-51.5,2112.500244
1,70.5,-51.5,382.7499695
1,71.5,-51.5,1333.000122
1,72.5,-51.5,749.25
1,73.5,-51.5,521.75
1,74.5,-51.5,365.7499695
1,75.5,-51.5,644.249939
1,76.5,-51.5,3260.749756
1,77.5,-51.5,3045.25
1,78.5,-51.5,3538
1,79.5,-51.5,3763
1,80.5,-51.5,3868.75
1,81.5,-51.5,3927.25
1,82.5,-51.5,4125
1,83.5,-51.5,4204
1,84.5,-51.5,4279.5
1,85.5,-51.5,4125
1,86.5,-51.5,4368
1,87.5,-51.5,4674
1,88.5,-51.5,4183.25
1,89.5,-51.5,3982
1,90.5,-51.5,3747
1,91.5,-51.5,3773.25
1,92.5,-51.5,3960.000244
1,93.5,-51.5,3963.999756
1,94.5,-51.5,4071
1,95.5,-51.5,3850
1,96.5,-51.5,3661.250244
1,97.5,-51.5,3657.75
1,98.5,-51.5,3724.75
1,99.5,-51.5,3839.250244
1,100.5,-51.5,3510.5
1,101.5,-51.5,3526.249756
1,102.5,-51.5,3583.25
1,103.5,-51.5,3320
1,104.5,-51.5,3401.499756
1,105.5,-51.5,3283.250244
1,106.5,-51.5,3425.75
1,107.5,-51.5,3379
1,108.5,-51.5,3420.25
1,109.5,-51.5,3254.5
1,110.5,-51.5,3427.25
1,111.5,-51.5,3613
1,112.5,-51.5,3540.25
1,113.5,-51.5,3727
1,114.5,-51.5,3595
1,115.5,-51.5,3680.250244
1,116.5,-51.5,3765.25
1,117.5,-51.5,3926
1,118.5,-51.5,3880.5
1,119.5,-51.5,3572
1,120.5,-51.5,4139.25
1,121.5,-51.5,4459.75
1,122.5,-51.5,4525.749512
1,123.5,-51.5,4027.250244
1,124.5,-51.5,4081.5
1,125.5,-51.5,4064.250488
1,126.5,-51.5,3482.750244
1,127.5,-51.5,3851.75
1,128.5,-51.5,3698
1,129.5,-51.5,3616.25
1,130.5,-51.5,3285.75
1,131.5,-51.5,3440.75
1,132.5,-51.5,3411
1,133.5,-51.5,3251.25
1,134.5,-51.5,3287.5
1,135.5,-51.5,3263.500244
1,136.5,-51.5,3255.750244
1,137.5,-51.5,3187.75
1,138.5,-51.5,2374.250488
1,139.5,-51.5,2337.25
1,140.5,-51.5,3662.499756
1,141.5,-51.5,3505.000244
1,142.5,-51.5,3469
1,143.5,-51.5,3713.5
NA,144.5,-51.5,3466.75
NA,145.5,-51.5,3407.5
NA,146.5,-51.5,4108.750488
NA,147.5,-51.5,4174.25
NA,148.5,-51.5,4266
NA,20.5,-50.5,4100
NA,21.5,-50.5,4084.499756
NA,22.5,-50.5,4663
NA,23.5,-50.5,4066.75
NA,24.5,-50.5,4221.75
NA,25.5,-50.5,3229.25
1,26.5,-50.5,3721.75
1,27.5,-50.5,5134.25
1,28.5,-50.5,3734.5
1,29.5,-50.5,4575.250488
1,30.5,-50.5,4558.750488
1,31.5,-50.5,5027.249512
1,32.5,-50.5,5127.75
1,33.5,-50.5,4746.75
1,34.5,-50.5,5421
1,35.5,-50.5,4331.5
1,36.5,-50.5,4696.75
1,37.5,-50.5,3544
1,38.5,-50.5,4138.25
1,39.5,-50.5,4188.75
1,40.5,-50.5,3750.75
1,41.5,-50.5,3678.75
1,42.5,-50.5,4027
1,43.5,-50.5,3682.25
1,44.5,-50.5,4065
1,45.5,-50.5,4171.25
1,46.5,-50.5,4400.75
1,47.5,-50.5,4535.75
1,48.5,-50.5,4416.5
1,49.5,-50.5,4838.25
1,50.5,-50.5,4630
1,51.5,-50.5,4639
1,52.5,-50.5,4918.75
1,53.5,-50.5,4650.25
1,54.5,-50.5,4324
1,55.5,-50.5,4362.25
1,56.5,-50.5,4316.25
1,57.5,-50.5,4603.75
1,58.5,-50.5,4604
1,59.5,-50.5,4855.25
1,60.5,-50.5,4675.75
1,61.5,-50.5,4488.75
1,62.5,-50.5,4538.25
1,63.5,-50.5,4336.75
1,64.5,-50.5,2033.250122
1,65.5,-50.5,2739.75
1,66.5,-50.5,2303.25
1,67.5,-50.5,1704.25
1,68.5,-50.5,1672.250122
1,69.5,-50.5,254.2500153
1,70.5,-50.5,771.250061
1,71.5,-50.5,595.25
1,72.5,-50.5,447.2500305
1,73.5,-50.5,566.5
1,74.5,-50.5,772.75
1,75.5,-50.5,692.4996338
1,76.5,-50.5,3076.249756
1,77.5,-50.5,3480.25
1,78.5,-50.5,3324.75
1,79.5,-50.5,3617.75
1,80.5,-50.5,3865.75
1,81.5,-50.5,3925.75
1,82.5,-50.5,4081.75
1,83.5,-50.5,4148.5
1,84.5,-50.5,4268.25
1,85.5,-50.5,4184
1,86.5,-50.5,4328.75
1,87.5,-50.5,4181
1,88.5,-50.5,3960.5
1,89.5,-50.5,4195.5
1,90.5,-50.5,3939.25
1,91.5,-50.5,3581.249756
1,92.5,-50.5,3795
1,93.5,-50.5,3721
1,94.5,-50.5,3608
1,95.5,-50.5,2532.75
1,96.5,-50.5,3590
1,97.5,-50.5,3764.75
1,98.5,-50.5,3390
1,99.5,-50.5,3588.999756
1,100.5,-50.5,3330.75
1,101.5,-50.5,3434.75
1,102.5,-50.5,3285
1,103.5,-50.5,2970.75
1,104.5,-50.5,3152.5
1,105.5,-50.5,3206.250244
1,106.5,-50.5,3363
1,107.5,-50.5,2866.5
1,108.5,-50.5,3124.75
1,109.5,-50.5,3371.25
1,110.5,-50.5,3192.250244
1,111.5,-50.5,3477.5
1,112.5,-50.5,3108.75
1,113.5,-50.5,3341.5
1,114.5,-50.5,3358.249756
1,115.5,-50.5,4100
1,116.5,-50.5,3941.5
1,117.5,-50.5,3571.25
1,118.5,-50.5,3615.25
1,119.5,-50.5,2871.25
1,120.5,-50.5,3365.5
1,121.5,-50.5,3771.75
1,122.5,-50.5,3172.5
1,123.5,-50.5,3919.5
1,124.5,-50.5,3364.250244
1,125.5,-50.5,4243.75
1,126.5,-50.5,4323.5
1,127.5,-50.5,3456.25
1,128.5,-50.5,3367
1,129.5,-50.5,3551.75
1,130.5,-50.5,3577.25
1,131.5,-50.5,3112.25
1,132.5,-50.5,3153.75
1,133.5,-50.5,3139
1,134.5,-50.5,3074.499756
1,135.5,-50.5,2828.5
1,136.5,-50.5,3105.25
1,137.5,-50.5,3017.499756
1,138.5,-50.5,2743.75
1,139.5,-50.5,3614.750244
1,140.5,-50.5,4325.25
1,141.5,-50.5,4095.5
1,142.5,-50.5,3793.25
1,143.5,-50.5,3590
1,144.5,-50.5,3912.250244
NA,145.5,-50.5,3858.749756
NA,146.5,-50.5,4049.249756
NA,147.5,-50.5,4036
NA,148.5,-50.5,4519.75
NA,20.5,-49.5,4446
NA,21.5,-49.5,4674.5
NA,22.5,-49.5,4161.5
NA,23.5,-49.5,4584.5
NA,24.5,-49.5,4983.75
NA,25.5,-49.5,4860.5
1,26.5,-49.5,5497.25
1,27.5,-49.5,4728.75
1,28.5,-49.5,3839.750244
1,29.5,-49.5,4218.25
1,30.5,-49.5,3547.999756
1,31.5,-49.5,3906.5
1,32.5,-49.5,3994.5
1,33.5,-49.5,4410.75
1,34.5,-49.5,3521.749756
1,35.5,-49.5,4557
1,36.5,-49.5,3937
1,37.5,-49.5,5103.5
1,38.5,-49.5,4480.75
1,39.5,-49.5,4438.25
1,40.5,-49.5,4438.75
1,41.5,-49.5,4375.5
1,42.5,-49.5,3976
1,43.5,-49.5,4591
1,44.5,-49.5,4813.25
1,45.5,-49.5,4417.75
1,46.5,-49.5,4339.75
1,47.5,-49.5,4282
1,48.5,-49.5,4235
1,49.5,-49.5,4368.25
1,50.5,-49.5,4522.75
1,51.5,-49.5,4498.75
1,52.5,-49.5,4475.75
1,53.5,-49.5,4520.75
1,54.5,-49.5,4484.25
1,55.5,-49.5,4366.25
1,56.5,-49.5,4303
1,57.5,-49.5,4476.75
1,58.5,-49.5,4623.25
1,59.5,-49.5,4605.5
1,60.5,-49.5,4761
1,61.5,-49.5,2780.500488
1,62.5,-49.5,3311
1,63.5,-49.5,1827.249878
1,64.5,-49.5,1871
1,65.5,-49.5,1929.5
1,66.5,-49.5,1731.75
1,67.5,-49.5,212.2500153
1,68.5,-49.5,150.9999847
1,69.5,-49.5,0
1,70.5,-49.5,18.99995613
1,71.5,-49.5,585
1,72.5,-49.5,1316.499878
1,73.5,-49.5,2212.25
1,74.5,-49.5,2409.25
1,75.5,-49.5,2664.5
1,76.5,-49.5,2950.25
1,77.5,-49.5,3480.25
1,78.5,-49.5,3724.25
1,79.5,-49.5,3676.25
1,80.5,-49.5,3839.25
1,81.5,-49.5,3738
1,82.5,-49.5,3951.25
1,83.5,-49.5,4077.75
1,84.5,-49.5,4170.5
1,85.5,-49.5,4171.75
1,86.5,-49.5,4061.25
1,87.5,-49.5,4304.5
1,88.5,-49.5,3989.500244
1,89.5,-49.5,3880.5
1,90.5,-49.5,3699
1,91.5,-49.5,3844
1,92.5,-49.5,3890
1,93.5,-49.5,3608
1,94.5,-49.5,3572
1,95.5,-49.5,3620.75
1,96.5,-49.5,3701.25
1,97.5,-49.5,3442.25
1,98.5,-49.5,3121
1,99.5,-49.5,3234
1,100.5,-49.5,3430.25
1,101.5,-49.5,3245.75
1,102.5,-49.5,3386.749756
1,103.5,-49.5,3185.5
1,104.5,-49.5,2832.749756
1,105.5,-49.5,3158.25
1,106.5,-49.5,3003.25
1,107.5,-49.5,3391.250244
1,108.5,-49.5,3305.5
1,109.5,-49.5,3243
1,110.5,-49.5,3229.25
1,111.5,-49.5,3198.5
1,112.5,-49.5,3533.500244
1,113.5,-49.5,3553
1,114.5,-49.5,3477.249756
1,115.5,-49.5,4118.25
1,116.5,-49.5,3644.250488
1,117.5,-49.5,3606.999756
1,118.5,-49.5,3544.75
1,119.5,-49.5,3444.750244
1,120.5,-49.5,3346.500732
1,121.5,-49.5,3792.750488
1,122.5,-49.5,3378
1,123.5,-49.5,3069.250244
1,124.5,-49.5,4457.75
1,125.5,-49.5,3713.499756
1,126.5,-49.5,4243.250488
1,127.5,-49.5,3592.500488
1,128.5,-49.5,4374.5
1,129.5,-49.5,3770.5
1,130.5,-49.5,3735
1,131.5,-49.5,3646.75
1,132.5,-49.5,3612.75
1,133.5,-49.5,3317.75
1,134.5,-49.5,3377.5
1,135.5,-49.5,3279.5
1,136.5,-49.5,3451.5
1,137.5,-49.5,3142.25
1,138.5,-49.5,3327.75
1,139.5,-49.5,2614.249756
1,140.5,-49.5,3982.5
1,141.5,-49.5,3739.75
1,142.5,-49.5,3833.5
1,143.5,-49.5,3580.999756
1,144.5,-49.5,3685.750488
1,145.5,-49.5,4501
NA,146.5,-49.5,4064.999756
NA,147.5,-49.5,4397.75
NA,148.5,-49.5,4185.25
NA,20.5,-48.5,4295
NA,21.5,-48.5,4442
NA,22.5,-48.5,5060.5
NA,23.5,-48.5,5136.25
NA,24.5,-48.5,5129.749512
NA,25.5,-48.5,5237.5
NA,26.5,-48.5,4622.25
1,27.5,-48.5,4522.25
1,28.5,-48.5,5325.5
1,29.5,-48.5,3728.750244
1,30.5,-48.5,4776.5
1,31.5,-48.5,4985.500488
1,32.5,-48.5,4585.75
1,33.5,-48.5,4788.75
1,34.5,-48.5,4143.5
1,35.5,-48.5,4431.75
1,36.5,-48.5,4463.75
1,37.5,-48.5,4389.25
1,38.5,-48.5,4242.25
1,39.5,-48.5,4421.75
1,40.5,-48.5,4426
1,41.5,-48.5,4371
1,42.5,-48.5,4162.75
1,43.5,-48.5,4370.5
1,44.5,-48.5,4643
1,45.5,-48.5,4065.5
1,46.5,-48.5,4171
1,47.5,-48.5,3950
1,48.5,-48.5,4192.5
1,49.5,-48.5,4353.75
1,50.5,-48.5,4135.5
1,51.5,-48.5,4064.5
1,52.5,-48.5,3994.25
1,53.5,-48.5,4081
1,54.5,-48.5,4245
1,55.5,-48.5,4236.25
1,56.5,-48.5,4217
1,57.5,-48.5,4435.25
1,58.5,-48.5,4406.75
1,59.5,-48.5,4396.75
1,60.5,-48.5,4321.75
1,61.5,-48.5,3593
1,62.5,-48.5,1460.249878
1,63.5,-48.5,2986.5
1,64.5,-48.5,2344
1,65.5,-48.5,1546.75
1,66.5,-48.5,1042
1,67.5,-48.5,161.4999695
1,68.5,-48.5,120.2500153
1,69.5,-48.5,52.99997711
1,70.5,-48.5,52.99996567
1,71.5,-48.5,1490.999878
1,72.5,-48.5,2091
1,73.5,-48.5,2350.25
1,74.5,-48.5,2580.75
1,75.5,-48.5,2915.75
1,76.5,-48.5,2952.75
1,77.5,-48.5,3250
1,78.5,-48.5,3392.25
1,79.5,-48.5,3367.5
1,80.5,-48.5,3638
1,81.5,-48.5,3622.5
1,82.5,-48.5,3746.25
1,83.5,-48.5,3828.75
1,84.5,-48.5,3950.25
1,85.5,-48.5,3698.25
1,86.5,-48.5,4024.75
1,87.5,-48.5,3800.25
1,88.5,-48.5,3775.25
1,89.5,-48.5,3766.25
1,90.5,-48.5,3606
1,91.5,-48.5,3620.5
1,92.5,-48.5,3471.25
1,93.5,-48.5,2836.75
1,94.5,-48.5,3308.5
1,95.5,-48.5,3372
1,96.5,-48.5,3086.75
1,97.5,-48.5,3349.75
1,98.5,-48.5,3064
1,99.5,-48.5,3123.75
1,100.5,-48.5,3151.75
1,101.5,-48.5,3127.25
1,102.5,-48.5,3161.749756
1,103.5,-48.5,2942
1,104.5,-48.5,2913.75
1,105.5,-48.5,3179.25
1,106.5,-48.5,3152
1,107.5,-48.5,2934.750244
1,108.5,-48.5,3174.25
1,109.5,-48.5,3308.250244
1,110.5,-48.5,3763.25
1,111.5,-48.5,3500
1,112.5,-48.5,3847.25
1,113.5,-48.5,3551.5
1,114.5,-48.5,3561.25
1,115.5,-48.5,3892
1,116.5,-48.5,4116.500488
1,117.5,-48.5,3776.5
1,118.5,-48.5,3918.5
1,119.5,-48.5,3595.5
1,120.5,-48.5,3634.000244
1,121.5,-48.5,4240
1,122.5,-48.5,4312.5
1,123.5,-48.5,4206.5
1,124.5,-48.5,3633.999756
1,125.5,-48.5,4207.499512
1,126.5,-48.5,3645.000244
1,127.5,-48.5,3848.749756
1,128.5,-48.5,3986.25
1,129.5,-48.5,4124
1,130.5,-48.5,4105.25
1,131.5,-48.5,3939.75
1,132.5,-48.5,3872.75
1,133.5,-48.5,3743.75
1,134.5,-48.5,3697.25
1,135.5,-48.5,3603.499756
1,136.5,-48.5,3334.25
1,137.5,-48.5,3506.25
1,138.5,-48.5,3728.25
1,139.5,-48.5,3448.999512
1,140.5,-48.5,4312.75
1,141.5,-48.5,4184.25
1,142.5,-48.5,4197.75
1,143.5,-48.5,4360
1,144.5,-48.5,4253.5
1,145.5,-48.5,4350.999512
1,146.5,-48.5,2379.249756
NA,147.5,-48.5,2701
NA,148.5,-48.5,2505.500244
NA,20.5,-47.5,5123
NA,21.5,-47.5,5309
NA,22.5,-47.5,4549.5
NA,23.5,-47.5,5000.749512
NA,24.5,-47.5,5528.75
NA,25.5,-47.5,5514.25
NA,26.5,-47.5,5268.75
1,27.5,-47.5,5543.249512
1,28.5,-47.5,5473.75
1,29.5,-47.5,5021.5
1,30.5,-47.5,4624
1,31.5,-47.5,3576.999756
1,32.5,-47.5,1727.749878
1,33.5,-47.5,3620.000488
1,34.5,-47.5,2672.749756
1,35.5,-47.5,3525
1,36.5,-47.5,3640.5
1,37.5,-47.5,3916.25
1,38.5,-47.5,4197.25
1,39.5,-47.5,3880.499756
1,40.5,-47.5,4146
1,41.5,-47.5,3947.5
1,42.5,-47.5,3996.25
1,43.5,-47.5,3693.5
1,44.5,-47.5,3454.5
1,45.5,-47.5,3573.75
1,46.5,-47.5,3477.75
1,47.5,-47.5,3159
1,48.5,-47.5,3720
1,49.5,-47.5,3976.75
1,50.5,-47.5,3743
1,51.5,-47.5,3717.5
1,52.5,-47.5,3874.25
1,53.5,-47.5,3688
1,54.5,-47.5,3857.75
1,55.5,-47.5,4089
1,56.5,-47.5,4332
1,57.5,-47.5,4250
1,58.5,-47.5,4227.5
1,59.5,-47.5,4534.75
1,60.5,-47.5,4306
1,61.5,-47.5,4473.25
1,62.5,-47.5,3759.75
1,63.5,-47.5,3462.25
1,64.5,-47.5,2861.75
1,65.5,-47.5,1256
1,66.5,-47.5,612.75
1,67.5,-47.5,436.9999695
1,68.5,-47.5,232.7498779
1,69.5,-47.5,233.9999847
1,70.5,-47.5,391.000061
1,71.5,-47.5,574.749939
1,72.5,-47.5,1795.499878
1,73.5,-47.5,2605.5
1,74.5,-47.5,2051
1,75.5,-47.5,2971.249756
1,76.5,-47.5,3150.5
1,77.5,-47.5,3289.75
1,78.5,-47.5,3134
1,79.5,-47.5,3213.5
1,80.5,-47.5,3298.25
1,81.5,-47.5,3319.25
1,82.5,-47.5,3579.25
1,83.5,-47.5,3720.5
1,84.5,-47.5,3733
1,85.5,-47.5,3947.75
1,86.5,-47.5,3936
1,87.5,-47.5,3771.5
1,88.5,-47.5,3823.5
1,89.5,-47.5,3526
1,90.5,-47.5,3734
1,91.5,-47.5,3608.5
1,92.5,-47.5,3664.25
1,93.5,-47.5,4468.25
1,94.5,-47.5,3289.5
1,95.5,-47.5,3008
1,96.5,-47.5,2986.25
1,97.5,-47.5,2693.75
1,98.5,-47.5,3014.250244
1,99.5,-47.5,3067.5
1,100.5,-47.5,2885.25
1,101.5,-47.5,3000.5
1,102.5,-47.5,2949.250244
1,103.5,-47.5,3247
1,104.5,-47.5,3298.25
1,105.5,-47.5,2971.5
1,106.5,-47.5,3103.499756
1,107.5,-47.5,3320.749756
1,108.5,-47.5,3315.499756
1,109.5,-47.5,3366.499756
1,110.5,-47.5,3686.250244
1,111.5,-47.5,3982.75
1,112.5,-47.5,3920
1,113.5,-47.5,4029
1,114.5,-47.5,3913.5
1,115.5,-47.5,4177.25
1,116.5,-47.5,3793.499756
1,117.5,-47.5,4370.75
1,118.5,-47.5,4283.5
1,119.5,-47.5,3720.750244
1,120.5,-47.5,4455.750488
1,121.5,-47.5,4659.75
1,122.5,-47.5,3877.500244
1,123.5,-47.5,3983.25
1,124.5,-47.5,3893.5
1,125.5,-47.5,4193.25
1,126.5,-47.5,4225
1,127.5,-47.5,3726.25
1,128.5,-47.5,4154.25
1,129.5,-47.5,4151.5
1,130.5,-47.5,4043.750244
1,131.5,-47.5,4063.25
1,132.5,-47.5,4185.5
1,133.5,-47.5,4207.5
1,134.5,-47.5,4106.5
1,135.5,-47.5,3978.75
1,136.5,-47.5,3726.249756
1,137.5,-47.5,3932
1,138.5,-47.5,3809.25
1,139.5,-47.5,4409.75
1,140.5,-47.5,3944.249756
1,141.5,-47.5,4342.25
1,142.5,-47.5,4187
1,143.5,-47.5,4925.5
1,144.5,-47.5,4647
1,145.5,-47.5,3343.75
1,146.5,-47.5,2364
1,147.5,-47.5,1223.5
1,148.5,-47.5,1116.75
NA,20.5,-46.5,5061.5
NA,21.5,-46.5,4717.25
NA,22.5,-46.5,5215.25
NA,23.5,-46.5,5286.25
NA,24.5,-46.5,5196.25
NA,25.5,-46.5,5061.5
NA,26.5,-46.5,5547
1,27.5,-46.5,6110.75
1,28.5,-46.5,5401
1,29.5,-46.5,4982.75
1,30.5,-46.5,4428.999512
1,31.5,-46.5,4431.75
1,32.5,-46.5,4616.25
1,33.5,-46.5,2253.249756
1,34.5,-46.5,3510.75
1,35.5,-46.5,3229
1,36.5,-46.5,3078.75
1,37.5,-46.5,2695.500244
1,38.5,-46.5,3247.5
1,39.5,-46.5,588.0009155
1,40.5,-46.5,3254
1,41.5,-46.5,3177
1,42.5,-46.5,2546.500244
1,43.5,-46.5,3016.75
1,44.5,-46.5,2994
1,45.5,-46.5,2090
1,46.5,-46.5,2271.5
1,47.5,-46.5,2632.500244
1,48.5,-46.5,3127.75
1,49.5,-46.5,24.50007629
1,50.5,-46.5,228.4997406
1,51.5,-46.5,230.0000916
1,52.5,-46.5,2108.249756
1,53.5,-46.5,3612.25
1,54.5,-46.5,3862
1,55.5,-46.5,4076.5
1,56.5,-46.5,4307.25
1,57.5,-46.5,4484.75
1,58.5,-46.5,4805.25
1,59.5,-46.5,4646.5
1,60.5,-46.5,4514
1,61.5,-46.5,4505
1,62.5,-46.5,4483.75
1,63.5,-46.5,3715
1,64.5,-46.5,3740.5
1,65.5,-46.5,2671
1,66.5,-46.5,1238
1,67.5,-46.5,555.7498779
1,68.5,-46.5,1790.749878
1,69.5,-46.5,2957.5
1,70.5,-46.5,2979.25
1,71.5,-46.5,3199.5
1,72.5,-46.5,3164.75
1,73.5,-46.5,3613.5
1,74.5,-46.5,3609.5
1,75.5,-46.5,3506.5
1,76.5,-46.5,3472.75
1,77.5,-46.5,3198
1,78.5,-46.5,3739.25
1,79.5,-46.5,3676.5
1,80.5,-46.5,3477
1,81.5,-46.5,3538
1,82.5,-46.5,3586
1,83.5,-46.5,3434
1,84.5,-46.5,3575
1,85.5,-46.5,3924.000244
1,86.5,-46.5,3489.5
1,87.5,-46.5,3673
1,88.5,-46.5,3647.5
1,89.5,-46.5,3392.500244
1,90.5,-46.5,3259.75
1,91.5,-46.5,3363.25
1,92.5,-46.5,3413
1,93.5,-46.5,3520.25
1,94.5,-46.5,3329
1,95.5,-46.5,3061
1,96.5,-46.5,2986
1,97.5,-46.5,3051.25
1,98.5,-46.5,3279.25
1,99.5,-46.5,3030.000244
1,100.5,-46.5,2879.499756
1,101.5,-46.5,3101.5
1,102.5,-46.5,3219.5
1,103.5,-46.5,3320.75
1,104.5,-46.5,3535.5
1,105.5,-46.5,3683
1,106.5,-46.5,3610.500244
1,107.5,-46.5,3635.5
1,108.5,-46.5,3570.5
1,109.5,-46.5,3726.25
1,110.5,-46.5,3847.5
1,111.5,-46.5,3986.75
1,112.5,-46.5,3837.5
1,113.5,-46.5,3957.5
1,114.5,-46.5,4079
1,115.5,-46.5,4147.5
1,116.5,-46.5,4033.25
1,117.5,-46.5,4028.250244
1,118.5,-46.5,4322.5
1,119.5,-46.5,4132.75
1,120.5,-46.5,4706.5
1,121.5,-46.5,3857.500244
1,122.5,-46.5,4504.5
1,123.5,-46.5,4276
1,124.5,-46.5,5030.5
1,125.5,-46.5,4283.250488
1,126.5,-46.5,4364.75
1,127.5,-46.5,4086.000244
1,128.5,-46.5,3967.5
1,129.5,-46.5,4289.25
1,130.5,-46.5,4213.5
1,131.5,-46.5,4442.25
1,132.5,-46.5,4362.75
1,133.5,-46.5,4218.75
1,134.5,-46.5,4395.5
1,135.5,-46.5,4084.75
1,136.5,-46.5,4163.5
1,137.5,-46.5,4122.25
1,138.5,-46.5,4435.25
1,139.5,-46.5,4726.250488
1,140.5,-46.5,4243.25
1,141.5,-46.5,3990.25
1,142.5,-46.5,4188.5
1,143.5,-46.5,4683.749512
1,144.5,-46.5,4375.25
1,145.5,-46.5,3091.500244
1,146.5,-46.5,1835.750122
1,147.5,-46.5,1645.75
NA,148.5,-46.5,2294.999756
NA,20.5,-45.5,4583
NA,21.5,-45.5,4705.5
NA,22.5,-45.5,5031
NA,23.5,-45.5,4935
NA,24.5,-45.5,5445.25
NA,25.5,-45.5,5693
NA,26.5,-45.5,5553
NA,27.5,-45.5,5512
1,28.5,-45.5,5452
1,29.5,-45.5,5207
1,30.5,-45.5,5421
1,31.5,-45.5,4897
1,32.5,-45.5,3361.249512
1,33.5,-45.5,3319.250488
1,34.5,-45.5,2067
1,35.5,-45.5,2609.499512
1,36.5,-45.5,2531.499756
1,37.5,-45.5,2564.75
1,38.5,-45.5,2678.5
1,39.5,-45.5,2099.250244
1,40.5,-45.5,2000.500122
1,41.5,-45.5,2230.5
1,42.5,-45.5,1914.750122
1,43.5,-45.5,2243
1,44.5,-45.5,1787.75
1,45.5,-45.5,1394.499878
1,46.5,-45.5,1566.000122
1,47.5,-45.5,1921.999878
1,48.5,-45.5,2803.5
1,49.5,-45.5,1556.75
1,50.5,-45.5,1171.749756
1,51.5,-45.5,2550.75
1,52.5,-45.5,3359
1,53.5,-45.5,3585.5
1,54.5,-45.5,3370.75
1,55.5,-45.5,4205.5
1,56.5,-45.5,4318
1,57.5,-45.5,4461.5
1,58.5,-45.5,4521.25
1,59.5,-45.5,4611
1,60.5,-45.5,4692.25
1,61.5,-45.5,4661.5
1,62.5,-45.5,4572.5
1,63.5,-45.5,4578.25
1,64.5,-45.5,4631.75
1,65.5,-45.5,4245
1,66.5,-45.5,3305.750244
1,67.5,-45.5,2895.5
1,68.5,-45.5,3241.75
1,69.5,-45.5,3184.25
1,70.5,-45.5,3704
1,71.5,-45.5,3756.5
1,72.5,-45.5,3969.5
1,73.5,-45.5,3559.75
1,74.5,-45.5,3382.75
1,75.5,-45.5,3425.75
1,76.5,-45.5,3446.5
1,77.5,-45.5,3405.25
1,78.5,-45.5,3381
1,79.5,-45.5,3550.75
1,80.5,-45.5,3347.5
1,81.5,-45.5,3579.75
1,82.5,-45.5,3600.75
1,83.5,-45.5,3503.75
1,84.5,-45.5,3741.5
1,85.5,-45.5,3468.25
1,86.5,-45.5,3411.25
1,87.5,-45.5,3412.249756
1,88.5,-45.5,3558.5
1,89.5,-45.5,3473.25
1,90.5,-45.5,3414
1,91.5,-45.5,3556.249756
1,92.5,-45.5,3353.75
1,93.5,-45.5,3261.25
1,94.5,-45.5,2963.5
1,95.5,-45.5,3197.75
1,96.5,-45.5,3556.000244
1,97.5,-45.5,3006.25
1,98.5,-45.5,3498
1,99.5,-45.5,3379.75
1,100.5,-45.5,3401.5
1,101.5,-45.5,3740.750244
1,102.5,-45.5,3443.5
1,103.5,-45.5,3640.75
1,104.5,-45.5,3448.249756
1,105.5,-45.5,3721
1,106.5,-45.5,4050.499756
1,107.5,-45.5,3965
1,108.5,-45.5,3507.75
1,109.5,-45.5,4212.75
1,110.5,-45.5,3915.75
1,111.5,-45.5,4068.75
1,112.5,-45.5,4265.5
1,113.5,-45.5,4027.749756
1,114.5,-45.5,3710.749512
1,115.5,-45.5,4160.25
1,116.5,-45.5,4140.25
1,117.5,-45.5,4098
1,118.5,-45.5,4274.25
1,119.5,-45.5,3504.750244
1,120.5,-45.5,4194.25
1,121.5,-45.5,4479
1,122.5,-45.5,4467.5
1,123.5,-45.5,4689.75
1,124.5,-45.5,4053.75
1,125.5,-45.5,4142
1,126.5,-45.5,4514.5
1,127.5,-45.5,4005.25
