TARGET_FID,richness,depth,x,y
-5069,4,4600.25,165.5,4.5
-5069,4,4601.5,164.5,4.5
-5068,4,4486.75,163.5,4.5
-5068,4,4601.5,164.5,4.5
-5068,4,4601.5,164.5,4.5
-5068,4,4486.75,163.5,4.5
-5067,4,4486.75,163.5,4.5
-5067,4,4313,162.5,4.5
-5067,4,4313,162.5,4.5
-5067,4,4486.75,163.5,4.5
-5066,4,4313,162.5,4.5
-5066,4,3537.5,161.5,4.5
-5066,4,3537.5,161.5,4.5
-5066,4,4313,162.5,4.5
-5065,4,3537.5,161.5,4.5
-5065,4,3815.75,160.5,4.5
-5065,4,3815.75,160.5,4.5
-5065,4,3537.5,161.5,4.5
-5064,3,3815.75,160.5,4.5
-5064,3,3902.25,159.5,4.5
-5064,3,3902.25,159.5,4.5
-5063,2,3140.25,158.5,4.5
-5063,2,3902.25,159.5,4.5
-5062,3,3140.25,158.5,4.5
-5062,3,3140.25,158.5,4.5
-5062,3,2870.750244,157.5,4.5
-5061,3,3515.75,156.5,4.5
-5061,3,2870.750244,157.5,4.5
-5061,3,2870.750244,157.5,4.5
-5060,3,3391.499756,155.5,4.5
-5060,3,3515.75,156.5,4.5
-5060,3,3515.75,156.5,4.5
-5059,3,3391.499756,155.5,4.5
-5059,3,3391.499756,155.5,4.5
-5059,3,3360,154.5,4.5
-5058,3,4052.750244,153.5,4.5
-5058,3,3360,154.5,4.5
-5058,3,3360,154.5,4.5
-5057,2,4052.750244,153.5,4.5
-5057,2,4052.750244,153.5,4.5
-5056,3,4741.5,152.5,4.5
-5056,3,4741.5,152.5,4.5
-5056,3,4741.5,152.5,4.5
-5055,3,4619.25,151.5,4.5
-5055,3,4619.25,151.5,4.5
-5055,3,4619.25,151.5,4.5
-5054,3,3984.749756,150.5,4.5
-5054,3,3984.749756,150.5,4.5
-5054,3,3984.749756,150.5,4.5
-5053,5,1700.499634,148.5,4.5
-5053,5,5023.5,149.5,4.5
-5053,5,1700.499634,148.5,4.5
-5053,5,5023.5,149.5,4.5
-5053,5,1700.499634,148.5,4.5
-5052,5,1700.499634,148.5,4.5
-5052,5,3903.5,147.5,4.5
-5052,5,1700.499634,148.5,4.5
-5052,5,1700.499634,148.5,4.5
-5052,5,1700.499634,148.5,4.5
-5051,3,3903.5,147.5,4.5
-5051,3,3903.5,147.5,4.5
-5051,3,4815.75,146.5,4.5
-5050,3,4361.25,145.5,4.5
-5050,3,4815.75,146.5,4.5
-5050,3,4815.75,146.5,4.5
-5049,3,4361.25,145.5,4.5
-5049,3,4220.25,144.5,4.5
-5049,3,4361.25,145.5,4.5
-5048,4,4220.25,144.5,4.5
-5048,4,4220.25,144.5,4.5
-5048,4,3446.25,143.5,4.5
-5048,4,3446.25,143.5,4.5
-5047,3,3446.25,143.5,4.5
-5047,3,2742.250244,142.5,4.5
-5047,3,2742.250244,142.5,4.5
-5046,3,2417.250244,141.5,4.5
-5046,3,2417.250244,141.5,4.5
-5046,3,2742.250244,142.5,4.5
-5045,4,2417.250244,141.5,4.5
-5045,4,3970.5,140.5,4.5
-5045,4,3970.5,140.5,4.5
-5045,4,3970.5,140.5,4.5
-5044,3,4195.5,139.5,4.5
-5044,3,4195.5,139.5,4.5
-5044,3,4195.5,139.5,4.5
-5043,3,4317.5,138.5,4.5
-5043,3,4317.5,138.5,4.5
-5043,3,4317.5,138.5,4.5
-5042,3,4699,137.5,4.5
-5042,3,4699,137.5,4.5
-5042,3,4699,137.5,4.5
-5041,2,4760.75,136.5,4.5
-5041,2,4760.75,136.5,4.5
-5040,1,4624.5,135.5,4.5
-5039,1,4388.5,134.5,4.5
-5038,1,3161.250244,133.5,4.5
-5037,1,3360.749756,132.5,4.5
-5036,1,4725.5,131.5,4.5
-5035,1,4781.5,130.5,4.5
-5034,1,5258.5,129.5,4.5
-5032,3,1939.750244,127.5,4.5
-5032,3,1939.750244,127.5,4.5
-5032,3,1939.750244,127.5,4.5
-5031,1,3544.500244,126.5,4.5
-5030,2,1363.25061,125.5,4.5
-5030,2,1363.25061,125.5,4.5
-5020,1,5360.75,178.5,3.5
-5019,1,5488.75,177.5,3.5
-5018,4,4153.249512,176.5,3.5
-5018,4,4153.249512,176.5,3.5
-5018,4,4153.249512,176.5,3.5
-5018,4,4153.249512,176.5,3.5
-5017,2,5205.75,175.5,3.5
-5017,2,5205.75,175.5,3.5
-5016,3,4945.25,174.5,3.5
-5016,3,4945.25,174.5,3.5
-5016,3,4945.25,174.5,3.5
-5015,5,4132.750488,172.5,3.5
-5015,5,4829.5,173.5,3.5
-5015,5,4829.5,173.5,3.5
-5015,5,4829.5,173.5,3.5
-5015,5,4829.5,173.5,3.5
-5014,4,4132.750488,172.5,3.5
-5014,4,4290.5,171.5,3.5
-5014,4,4132.750488,172.5,3.5
-5014,4,4132.750488,172.5,3.5
-5013,4,4290.5,171.5,3.5
-5013,4,4290.5,171.5,3.5
-5013,4,4284.5,170.5,3.5
-5013,4,4290.5,171.5,3.5
-5012,4,4284.5,170.5,3.5
-5012,4,4284.5,170.5,3.5
-5012,4,4134,169.5,3.5
-5012,4,4284.5,170.5,3.5
-5011,4,4134,169.5,3.5
-5011,4,4134,169.5,3.5
-5011,4,4401.5,168.5,3.5
-5011,4,4134,169.5,3.5
-5010,4,4401.5,168.5,3.5
-5010,4,4401.5,168.5,3.5
-5010,4,4401.5,168.5,3.5
-5010,4,4596,167.5,3.5
-5009,4,4596,167.5,3.5
-5009,4,4596,167.5,3.5
-5009,4,4493.25,166.5,3.5
-5009,4,4596,167.5,3.5
-5008,4,4493.25,166.5,3.5
-5008,4,4493.25,166.5,3.5
-5008,4,4371.75,165.5,3.5
-5008,4,4493.25,166.5,3.5
-5007,4,4371.75,165.5,3.5
-5007,4,4371.75,165.5,3.5
-5007,4,4440.5,164.5,3.5
-5007,4,4371.75,165.5,3.5
-5006,4,4440.5,164.5,3.5
-5006,4,4440.5,164.5,3.5
-5006,4,4440.5,164.5,3.5
-5006,4,4432.25,163.5,3.5
-5005,4,4432.25,163.5,3.5
-5005,4,4432.25,163.5,3.5
-5005,4,4432.25,163.5,3.5
-5005,4,4028,162.5,3.5
-5004,4,4028,162.5,3.5
-5004,4,4028,162.5,3.5
-5004,4,4028,162.5,3.5
-5004,4,3511,161.5,3.5
-5003,4,3511,161.5,3.5
-5003,4,3583.75,160.5,3.5
-5003,4,3511,161.5,3.5
-5003,4,3511,161.5,3.5
-5002,3,3613.25,159.5,3.5
-5002,3,3583.75,160.5,3.5
-5002,3,3583.75,160.5,3.5
-5001,3,3613.25,159.5,3.5
-5001,3,3104.249756,158.5,3.5
-5001,3,3613.25,159.5,3.5
-5000,3,3104.249756,158.5,3.5
-5000,3,3104.249756,158.5,3.5
-5000,3,2896.25,157.5,3.5
-4999,4,2677,156.5,3.5
-4999,4,2896.25,157.5,3.5
-4999,4,2896.25,157.5,3.5
-4999,4,2677,156.5,3.5
-4998,3,2677,156.5,3.5
-4998,3,2892,155.5,3.5
-4998,3,2677,156.5,3.5
-4997,3,2892,155.5,3.5
-4997,3,2892,155.5,3.5
-4997,3,2874.25,154.5,3.5
-4996,2,2874.25,154.5,3.5
-4996,2,2874.25,154.5,3.5
-4995,3,3860.25,153.5,3.5
-4995,3,3860.25,153.5,3.5
-4995,3,3860.25,153.5,3.5
-4994,3,4197.25,152.5,3.5
-4994,3,4197.25,152.5,3.5
-4994,3,4197.25,152.5,3.5
-4993,3,4571.5,151.5,3.5
-4993,3,4571.5,151.5,3.5
-4993,3,4571.5,151.5,3.5
-4991,3,4704.249512,149.5,3.5
-4991,3,4704.249512,149.5,3.5
-4991,3,4704.249512,149.5,3.5
-4990,4,4440.25,148.5,3.5
-4990,4,4440.25,148.5,3.5
-4990,4,4403.75,147.5,3.5
-4990,4,4440.25,148.5,3.5
-4989,3,4403.75,147.5,3.5
-4989,3,4579.000488,146.5,3.5
-4989,3,4403.75,147.5,3.5
-4988,3,4537.25,145.5,3.5
-4988,3,4579.000488,146.5,3.5
-4988,3,4579.000488,146.5,3.5
-4987,3,4537.25,145.5,3.5
-4987,3,4414,144.5,3.5
-4987,3,4537.25,145.5,3.5
-4986,4,4414,144.5,3.5
-4986,4,4414,144.5,3.5
-4986,4,4093.75,143.5,3.5
-4986,4,4093.75,143.5,3.5
-4985,3,3017.75,142.5,3.5
-4985,3,4093.75,143.5,3.5
-4985,3,3017.75,142.5,3.5
-4984,4,3017.75,142.5,3.5
-4984,4,2622.499756,141.5,3.5
-4984,4,2622.499756,141.5,3.5
-4984,4,2622.499756,141.5,3.5
-4983,3,4040.25,140.5,3.5
-4983,3,4040.25,140.5,3.5
-4983,3,4040.25,140.5,3.5
-4982,3,4191.25,139.5,3.5
-4982,3,4191.25,139.5,3.5
-4982,3,4191.25,139.5,3.5
-4981,3,4394.75,138.5,3.5
-4981,3,4394.75,138.5,3.5
-4981,3,4394.75,138.5,3.5
-4980,2,4330.75,137.5,3.5
-4980,2,4330.75,137.5,3.5
-4979,3,4697.5,136.5,3.5
-4979,3,4330.75,137.5,3.5
-4979,3,4697.5,136.5,3.5
-4978,2,4728.75,135.5,3.5
-4978,2,4728.75,135.5,3.5
-4977,1,4913.75,134.5,3.5
-4976,1,3976.749512,133.5,3.5
-4975,1,3805.250244,132.5,3.5
-4974,1,4598.5,131.5,3.5
-4973,1,3598.500244,130.5,3.5
-4972,1,4109.749512,129.5,3.5
-4971,1,2793.249512,128.5,3.5
-4970,1,3071.249756,127.5,3.5
-4969,1,2348.249756,126.5,3.5
-4967,1,4595,124.5,3.5
-4958,1,5553.25,178.5,2.5
-4957,1,5551.25,177.5,2.5
-4955,3,5043.25,175.5,2.5
-4955,3,5043.25,175.5,2.5
-4955,3,5043.25,175.5,2.5
-4954,4,4584.25,174.5,2.5
-4954,4,4584.25,174.5,2.5
-4954,4,4584.25,174.5,2.5
-4954,4,4584.25,174.5,2.5
-4953,5,4507.5,173.5,2.5
-4953,5,4507.5,173.5,2.5
-4953,5,4507.5,173.5,2.5
-4953,5,4429.25,172.5,2.5
-4953,5,4507.5,173.5,2.5
-4952,4,4429.25,172.5,2.5
-4952,4,4429.25,172.5,2.5
-4952,4,4143.75,171.5,2.5
-4952,4,4429.25,172.5,2.5
-4951,4,4143.75,171.5,2.5
-4951,4,4143.75,171.5,2.5
-4951,4,4019.5,170.5,2.5
-4951,4,4143.75,171.5,2.5
-4950,4,4019.5,170.5,2.5
-4950,4,4019.5,170.5,2.5
-4950,4,4019.5,170.5,2.5
-4950,4,4284.5,169.5,2.5
-4949,4,4284.5,169.5,2.5
-4949,4,4284.5,169.5,2.5
-4949,4,4284.5,169.5,2.5
-4949,4,4429.5,168.5,2.5
-4948,4,4429.5,168.5,2.5
-4948,4,4429.5,168.5,2.5
-4948,4,4429.5,168.5,2.5
-4948,4,4420.25,167.5,2.5
-4947,4,4420.25,167.5,2.5
-4947,4,4130.75,166.5,2.5
-4947,4,4420.25,167.5,2.5
-4947,4,4420.25,167.5,2.5
-4946,4,4130.75,166.5,2.5
-4946,4,4213.75,165.5,2.5
-4946,4,4130.75,166.5,2.5
-4946,4,4130.75,166.5,2.5
-4945,4,4213.75,165.5,2.5
-4945,4,4242,164.5,2.5
-4945,4,4213.75,165.5,2.5
-4945,4,4213.75,165.5,2.5
-4944,4,4242,164.5,2.5
-4944,4,4432.5,163.5,2.5
-4944,4,4242,164.5,2.5
-4944,4,4242,164.5,2.5
-4943,4,4432.5,163.5,2.5
-4943,4,4432.5,163.5,2.5
-4943,4,4432.5,163.5,2.5
-4943,4,4241.75,162.5,2.5
-4942,4,4241.75,162.5,2.5
-4942,4,4241.75,162.5,2.5
-4942,4,4241.75,162.5,2.5
-4942,4,3732,161.5,2.5
-4941,4,3732,161.5,2.5
-4941,4,3732,161.5,2.5
-4941,4,3732,161.5,2.5
-4941,4,3416.5,160.5,2.5
-4940,5,3416.5,160.5,2.5
-4940,5,3416.5,160.5,2.5
-4940,5,3416.5,160.5,2.5
-4940,5,2721.5,159.5,2.5
-4940,5,2721.5,159.5,2.5
-4939,4,2721.5,159.5,2.5
-4939,4,2721.5,159.5,2.5
-4939,4,2703.25,158.5,2.5
-4939,4,2703.25,158.5,2.5
-4938,3,2703.25,158.5,2.5
-4938,3,2703.25,158.5,2.5
-4938,3,2815.25,157.5,2.5
-4937,4,2541.25,156.5,2.5
-4937,4,2815.25,157.5,2.5
-4937,4,2815.25,157.5,2.5
-4937,4,2541.25,156.5,2.5
-4936,4,2541.25,156.5,2.5
-4936,4,2699.5,155.5,2.5
-4936,4,2699.5,155.5,2.5
-4936,4,2541.25,156.5,2.5
-4935,2,2699.5,155.5,2.5
-4935,2,2699.5,155.5,2.5
-4934,3,2834,154.5,2.5
-4934,3,2834,154.5,2.5
-4934,3,2834,154.5,2.5
-4933,3,3914.25,153.5,2.5
-4933,3,3914.25,153.5,2.5
-4933,3,3914.25,153.5,2.5
-4932,3,4026.500244,152.5,2.5
-4932,3,4026.500244,152.5,2.5
-4932,3,4026.500244,152.5,2.5
-4931,3,4809.25,151.5,2.5
-4931,3,4809.25,151.5,2.5
-4931,3,4809.25,151.5,2.5
-4930,2,4973.749512,150.5,2.5
-4930,2,4973.749512,150.5,2.5
-4929,3,4534.5,149.5,2.5
-4929,3,4534.5,149.5,2.5
-4929,3,4534.5,149.5,2.5
-4928,2,4623.5,147.5,2.5
-4928,2,5185.75,148.5,2.5
-4927,3,4623.5,147.5,2.5
-4927,3,4623.5,147.5,2.5
-4927,3,4522.25,146.5,2.5
-4926,3,4636,145.5,2.5
-4926,3,4522.25,146.5,2.5
-4926,3,4522.25,146.5,2.5
-4925,4,4636,145.5,2.5
-4925,4,4589,144.5,2.5
-4925,4,4589,144.5,2.5
-4925,4,4636,145.5,2.5
-4924,3,4589,144.5,2.5
-4924,3,4328.75,143.5,2.5
-4924,3,4328.75,143.5,2.5
-4923,3,4328.75,143.5,2.5
-4923,3,3133.499756,142.5,2.5
-4923,3,3133.499756,142.5,2.5
-4922,4,2689.750244,141.5,2.5
-4922,4,2689.750244,141.5,2.5
-4922,4,2689.750244,141.5,2.5
-4922,4,3133.499756,142.5,2.5
-4921,3,3800.5,140.5,2.5
-4921,3,3800.5,140.5,2.5
-4921,3,3800.5,140.5,2.5
-4920,3,4340.5,139.5,2.5
-4920,3,4340.5,139.5,2.5
-4920,3,4340.5,139.5,2.5
-4919,2,4690.25,138.5,2.5
-4919,2,4690.25,138.5,2.5
-4918,3,4690.25,138.5,2.5
-4918,3,4546,137.5,2.5
-4918,3,4546,137.5,2.5
-4917,2,4335,136.5,2.5
-4917,2,4335,136.5,2.5
-4916,2,4086.75,135.5,2.5
-4916,2,4086.75,135.5,2.5
-4915,2,4162.5,134.5,2.5
-4915,2,4162.5,134.5,2.5
-4914,1,3849.999756,133.5,2.5
-4913,1,3365.999512,132.5,2.5
-4912,1,3241.750977,131.5,2.5
-4911,1,4416.999512,130.5,2.5
-4910,1,3101.250732,129.5,2.5
-4908,1,2806.75,127.5,2.5
-4907,2,1680.249878,126.5,2.5
-4907,2,1680.249878,126.5,2.5
-4906,2,1350.499634,125.5,2.5
-4906,2,1350.499634,125.5,2.5
-4905,1,4376,124.5,2.5
-4904,1,5107,123.5,2.5
-4896,1,5492.5,178.5,1.5
-4895,2,5662,177.5,1.5
-4895,2,4864.000977,176.5,1.5
-4894,3,4864.000977,176.5,1.5
-4894,3,4864.000977,176.5,1.5
-4894,3,4864.000977,176.5,1.5
-4893,3,5066.25,175.5,1.5
-4893,3,5066.25,175.5,1.5
-4893,3,5066.25,175.5,1.5
-4892,4,4397.25,174.5,1.5
-4892,4,4397.25,174.5,1.5
-4892,4,4397.25,174.5,1.5
-4892,4,4397.25,174.5,1.5
-4891,5,2992.000977,173.5,1.5
-4891,5,2992.000977,173.5,1.5
-4891,5,4070.250244,172.5,1.5
-4891,5,2992.000977,173.5,1.5
-4891,5,2992.000977,173.5,1.5
-4890,4,4070.250244,172.5,1.5
-4890,4,4070.250244,172.5,1.5
-4890,4,4070.250244,172.5,1.5
-4890,4,4506.75,171.5,1.5
-4889,4,4506.75,171.5,1.5
-4889,4,4506.75,171.5,1.5
-4889,4,4506.75,171.5,1.5
-4889,4,4415.75,170.5,1.5
-4888,4,4415.75,170.5,1.5
-4888,4,4415.75,170.5,1.5
-4888,4,4415.75,170.5,1.5
-4888,4,4446.25,169.5,1.5
-4887,4,4446.25,169.5,1.5
-4887,4,4446.25,169.5,1.5
-4887,4,4446.25,169.5,1.5
-4887,4,4253,168.5,1.5
-4886,4,4253,168.5,1.5
-4886,4,4414,167.5,1.5
-4886,4,4253,168.5,1.5
-4886,4,4253,168.5,1.5
-4885,4,4414,167.5,1.5
-4885,4,4319.25,166.5,1.5
-4885,4,4414,167.5,1.5
-4885,4,4414,167.5,1.5
-4884,4,4319.25,166.5,1.5
-4884,4,4256,165.5,1.5
-4884,4,4319.25,166.5,1.5
-4884,4,4319.25,166.5,1.5
-4883,4,4256,165.5,1.5
-4883,4,4256,165.5,1.5
-4883,4,4298.25,164.5,1.5
-4883,4,4256,165.5,1.5
-4882,4,4298.25,164.5,1.5
-4882,4,4298.25,164.5,1.5
-4882,4,4350.25,163.5,1.5
-4882,4,4298.25,164.5,1.5
-4881,4,4350.25,163.5,1.5
-4881,4,4350.25,163.5,1.5
-4881,4,4133.25,162.5,1.5
-4881,4,4350.25,163.5,1.5
-4880,4,4133.25,162.5,1.5
-4880,4,4133.25,162.5,1.5
-4880,4,4133.25,162.5,1.5
-4880,4,3767.75,161.5,1.5
-4879,4,3767.75,161.5,1.5
-4879,4,3767.75,161.5,1.5
-4879,4,3767.75,161.5,1.5
-4879,4,3341.5,160.5,1.5
-4878,5,3341.5,160.5,1.5
-4878,5,3341.5,160.5,1.5
-4878,5,2693.5,159.5,1.5
-4878,5,2693.5,159.5,1.5
-4878,5,3341.5,160.5,1.5
-4877,4,2693.5,159.5,1.5
-4877,4,2693.5,159.5,1.5
-4877,4,2610.25,158.5,1.5
-4877,4,2610.25,158.5,1.5
-4876,4,2387.25,157.5,1.5
-4876,4,2610.25,158.5,1.5
-4876,4,2610.25,158.5,1.5
-4876,4,2387.25,157.5,1.5
-4875,5,2304.25,156.5,1.5
-4875,5,2387.25,157.5,1.5
-4875,5,2304.25,156.5,1.5
-4875,5,2304.25,156.5,1.5
-4875,5,2387.25,157.5,1.5
-4874,4,2304.25,156.5,1.5
-4874,4,2304.25,156.5,1.5
-4874,4,2276,155.5,1.5
-4874,4,2276,155.5,1.5
-4873,3,2276,155.5,1.5
-4873,3,2276,155.5,1.5
-4873,3,2276,155.5,1.5
-4872,3,3082.25,154.5,1.5
-4872,3,3082.25,154.5,1.5
-4872,3,3082.25,154.5,1.5
-4871,3,3669.5,153.5,1.5
-4871,3,3669.5,153.5,1.5
-4871,3,3669.5,153.5,1.5
-4870,3,4114.250488,152.5,1.5
-4870,3,4114.250488,152.5,1.5
-4870,3,4114.250488,152.5,1.5
-4869,3,4791.5,151.5,1.5
-4869,3,4791.5,151.5,1.5
-4869,3,4791.5,151.5,1.5
-4867,3,4422,149.5,1.5
-4867,3,4422,149.5,1.5
-4867,3,4422,149.5,1.5
-4866,3,4668.25,148.5,1.5
-4866,3,4668.25,148.5,1.5
-4866,3,4668.25,148.5,1.5
-4865,3,4322,147.5,1.5
-4865,3,4322,147.5,1.5
-4865,3,4322,147.5,1.5
-4864,4,4496.75,146.5,1.5
-4864,4,4496.75,146.5,1.5
-4864,4,4507,145.5,1.5
-4864,4,4496.75,146.5,1.5
-4863,3,4437.5,144.5,1.5
-4863,3,4507,145.5,1.5
-4863,3,4507,145.5,1.5
-4862,3,4437.5,144.5,1.5
-4862,3,3847.25,143.5,1.5
-4862,3,4437.5,144.5,1.5
-4861,3,3847.25,143.5,1.5
-4861,3,3847.25,143.5,1.5
-4861,3,2991.75,142.5,1.5
-4860,4,2991.75,142.5,1.5
-4860,4,2991.75,142.5,1.5
-4860,4,3045.25,141.5,1.5
-4860,4,3045.25,141.5,1.5
-4859,3,3045.25,141.5,1.5
-4859,3,3669.250244,140.5,1.5
-4859,3,3669.250244,140.5,1.5
-4858,2,3669.250244,140.5,1.5
-4858,2,4148.750488,139.5,1.5
-4857,3,4218.5,138.5,1.5
-4857,3,4148.750488,139.5,1.5
-4857,3,4148.750488,139.5,1.5
-4856,2,4218.5,138.5,1.5
-4856,2,4407.25,137.5,1.5
-4855,1,4407.25,137.5,1.5
-4854,2,3715.500244,136.5,1.5
-4854,2,3715.500244,136.5,1.5
-4853,2,4233.25,135.5,1.5
-4853,2,4233.25,135.5,1.5
-4852,2,4433.75,134.5,1.5
-4852,2,4433.75,134.5,1.5
-4851,1,3843.499756,133.5,1.5
-4850,1,2908.499756,132.5,1.5
-4849,1,2904.500244,131.5,1.5
-4848,1,3533.249512,130.5,1.5
-4847,1,4751.25,129.5,1.5
-4846,3,101.7502594,127.5,1.5
-4846,3,101.7502594,127.5,1.5
-4846,3,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4845,7,101.7502594,127.5,1.5
-4844,2,1437.249634,126.5,1.5
-4844,2,1437.249634,126.5,1.5
-4843,1,2398.749512,125.5,1.5
-4842,2,3013.499756,123.5,1.5
-4842,2,1388.25,124.5,1.5
-4841,1,3099.999756,122.5,1.5
-4834,1,5454,178.5,0.5
-4833,1,5437.75,177.5,0.5
-4832,1,5372.75,176.5,0.5
-4831,4,4895,175.5,0.5
-4831,4,4895,175.5,0.5
-4831,4,4895,175.5,0.5
-4831,4,4895,175.5,0.5
-4830,4,4760,174.5,0.5
-4830,4,4760,174.5,0.5
-4830,4,4760,174.5,0.5
-4830,4,4760,174.5,0.5
-4829,4,3761.500244,173.5,0.5
-4829,4,3761.500244,173.5,0.5
-4829,4,3761.500244,173.5,0.5
-4829,4,3761.500244,173.5,0.5
-4828,4,4426.25,172.5,0.5
-4828,4,4426.25,172.5,0.5
-4828,4,4426.25,172.5,0.5
-4828,4,4426.25,172.5,0.5
-4827,4,4407.5,171.5,0.5
-4827,4,4407.5,171.5,0.5
-4827,4,4407.5,171.5,0.5
-4827,4,4407.5,171.5,0.5
-4826,4,4081,170.5,0.5
-4826,4,4081,170.5,0.5
-4826,4,4081,170.5,0.5
-4826,4,4081,170.5,0.5
-4825,4,4378.75,169.5,0.5
-4825,4,4378.75,169.5,0.5
-4825,4,4378.75,169.5,0.5
-4825,4,4378.75,169.5,0.5
-4824,4,4218,168.5,0.5
-4824,4,4218,168.5,0.5
-4824,4,4218,168.5,0.5
-4824,4,4218,168.5,0.5
-4823,4,4374,167.5,0.5
-4823,4,4374,167.5,0.5
-4823,4,4374,167.5,0.5
-4823,4,4374,167.5,0.5
-4822,4,4326.5,166.5,0.5
-4822,4,4326.5,166.5,0.5
-4822,4,4326.5,166.5,0.5
-4822,4,4326.5,166.5,0.5
-4821,4,4361.25,165.5,0.5
-4821,4,4361.25,165.5,0.5
-4821,4,4361.25,165.5,0.5
-4821,4,4361.25,165.5,0.5
-4820,4,4363.75,164.5,0.5
-4820,4,4363.75,164.5,0.5
-4820,4,4363.75,164.5,0.5
-4820,4,4363.75,164.5,0.5
-4819,4,4408.25,163.5,0.5
-4819,4,4408.25,163.5,0.5
-4819,4,4408.25,163.5,0.5
-4819,4,4408.25,163.5,0.5
-4818,4,4294,162.5,0.5
-4818,4,4294,162.5,0.5
-4818,4,4294,162.5,0.5
-4818,4,4294,162.5,0.5
-4817,4,3901,161.5,0.5
-4817,4,3901,161.5,0.5
-4817,4,3901,161.5,0.5
-4817,4,3901,161.5,0.5
-4816,5,2627,159.5,0.5
-4816,5,2852,160.5,0.5
-4816,5,2852,160.5,0.5
-4816,5,2852,160.5,0.5
-4816,5,2852,160.5,0.5
-4815,6,2627,159.5,0.5
-4815,6,2627,159.5,0.5
-4815,6,2270,158.5,0.5
-4815,6,2627,159.5,0.5
-4815,6,2627,159.5,0.5
-4815,6,2270,158.5,0.5
-4814,5,2270,158.5,0.5
-4814,5,2270,158.5,0.5
-4814,5,2238.25,157.5,0.5
-4814,5,2238.25,157.5,0.5
-4814,5,2270,158.5,0.5
-4813,5,2238.25,157.5,0.5
-4813,5,2238.25,157.5,0.5
-4813,5,2067.5,156.5,0.5
-4813,5,2238.25,157.5,0.5
-4813,5,2067.5,156.5,0.5
-4812,4,2067.5,156.5,0.5
-4812,4,2067.5,156.5,0.5
-4812,4,2067.5,156.5,0.5
-4812,4,2067.5,156.5,0.5
-4811,4,2696.25,155.5,0.5
-4811,4,2696.25,155.5,0.5
-4811,4,2696.25,155.5,0.5
-4811,4,2696.25,155.5,0.5
-4810,3,2953.25,154.5,0.5
-4810,3,2953.25,154.5,0.5
-4810,3,2953.25,154.5,0.5
-4809,3,3828,153.5,0.5
-4809,3,3828,153.5,0.5
-4809,3,3828,153.5,0.5
-4808,3,4430.5,152.5,0.5
-4808,3,4430.5,152.5,0.5
-4808,3,4430.5,152.5,0.5
-4807,3,4655.250488,151.5,0.5
-4807,3,4655.250488,151.5,0.5
-4807,3,4655.250488,151.5,0.5
-4806,3,4871,150.5,0.5
-4806,3,4871,150.5,0.5
-4806,3,4871,150.5,0.5
-4805,3,3914.25,149.5,0.5
-4805,3,3914.25,149.5,0.5
-4805,3,3914.25,149.5,0.5
-4804,3,4200.25,148.5,0.5
-4804,3,4200.25,148.5,0.5
-4804,3,4200.25,148.5,0.5
-4803,3,4497.5,147.5,0.5
-4803,3,4497.5,147.5,0.5
-4803,3,4497.5,147.5,0.5
-4802,3,4094.499756,146.5,0.5
-4802,3,4094.499756,146.5,0.5
-4802,3,4094.499756,146.5,0.5
-4801,3,3750.999756,145.5,0.5
-4801,3,3750.999756,145.5,0.5
-4801,3,3750.999756,145.5,0.5
-4800,3,3745,144.5,0.5
-4800,3,3745,144.5,0.5
-4800,3,3745,144.5,0.5
-4799,3,3243.499512,143.5,0.5
-4799,3,3243.499512,143.5,0.5
-4799,3,3243.499512,143.5,0.5
-4798,3,3035,142.5,0.5
-4798,3,3035,142.5,0.5
-4798,3,3035,142.5,0.5
-4797,3,3410.75,141.5,0.5
-4797,3,3410.75,141.5,0.5
-4797,3,3410.75,141.5,0.5
-4796,3,3363.25,140.5,0.5
-4796,3,3363.25,140.5,0.5
-4796,3,3363.25,140.5,0.5
-4795,2,3362,139.5,0.5
-4795,2,3362,139.5,0.5
-4794,2,3997,138.5,0.5
-4794,2,3997,138.5,0.5
-4793,2,3737.250244,137.5,0.5
-4793,2,3737.250244,137.5,0.5
-4792,2,4281.5,136.5,0.5
-4792,2,4281.5,136.5,0.5
-4791,1,4985,135.5,0.5
-4790,2,4791.75,134.5,0.5
-4790,2,4791.75,134.5,0.5
-4789,2,3738.999756,133.5,0.5
-4789,2,3738.999756,133.5,0.5
-4788,1,3612.749756,132.5,0.5
-4787,3,901.7501831,130.5,0.5
-4787,3,2110.249268,131.5,0.5
-4787,3,2110.249268,131.5,0.5
-4786,4,901.7501831,130.5,0.5
-4786,4,976.0001221,129.5,0.5
-4786,4,901.7501831,130.5,0.5
-4786,4,901.7501831,130.5,0.5
-4785,3,976.0001221,129.5,0.5
-4785,3,976.0001221,129.5,0.5
-4785,3,976.0001221,129.5,0.5
-4784,2,36.24988174,127.5,0.5
-4784,2,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
-4783,8,36.24988174,127.5,0.5
