TARGET_FID,richness,depth,x,y
-4170,7,106.5,134.5,-9.5
-4170,7,114.5000076,133.5,-9.5
-4170,7,114.5000076,133.5,-9.5
-4170,7,106.5,134.5,-9.5
-4170,7,106.5,134.5,-9.5
-4169,4,114.5000076,133.5,-9.5
-4169,4,114.5000076,133.5,-9.5
-4169,4,221.5,132.5,-9.5
-4169,4,221.5,132.5,-9.5
-4168,4,221.5,132.5,-9.5
-4168,4,221.5,132.5,-9.5
-4168,4,136.9999542,131.5,-9.5
-4168,4,136.9999542,131.5,-9.5
-4167,3,320.2500305,130.5,-9.5
-4167,3,320.2500305,130.5,-9.5
-4167,3,136.9999542,131.5,-9.5
-4166,2,320.2500305,130.5,-9.5
-4166,2,320.2500305,130.5,-9.5
-4165,3,419,129.5,-9.5
-4165,3,419,129.5,-9.5
-4165,3,78.75003052,128.5,-9.5
-4164,1,78.75003052,128.5,-9.5
-4163,1,1109.999878,127.5,-9.5
-4162,1,2883.25,126.5,-9.5
-4161,1,1315.250122,125.5,-9.5
-4159,2,2206.000244,123.5,-9.5
-4159,2,3254.75,122.5,-9.5
-4152,3,4743.75,178.5,-10.5
-4152,3,4743.75,178.5,-10.5
-4152,3,4743.75,178.5,-10.5
-4151,4,4871,177.5,-10.5
-4151,4,4871,177.5,-10.5
-4151,4,4871,177.5,-10.5
-4151,4,4871,177.5,-10.5
-4150,4,4899,176.5,-10.5
-4150,4,4899,176.5,-10.5
-4150,4,4899,176.5,-10.5
-4150,4,4899,176.5,-10.5
-4149,4,4638.75,175.5,-10.5
-4149,4,4638.75,175.5,-10.5
-4149,4,4638.75,175.5,-10.5
-4149,4,4638.75,175.5,-10.5
-4148,4,4710.749023,174.5,-10.5
-4148,4,4710.749023,174.5,-10.5
-4148,4,4710.749023,174.5,-10.5
-4148,4,4710.749023,174.5,-10.5
-4147,4,4806.25,173.5,-10.5
-4147,4,4806.25,173.5,-10.5
-4147,4,4806.25,173.5,-10.5
-4147,4,4806.25,173.5,-10.5
-4146,4,3787.75,172.5,-10.5
-4146,4,3787.75,172.5,-10.5
-4146,4,3787.75,172.5,-10.5
-4146,4,3787.75,172.5,-10.5
-4145,4,3808.750244,171.5,-10.5
-4145,4,3808.750244,171.5,-10.5
-4145,4,3808.750244,171.5,-10.5
-4145,4,3808.750244,171.5,-10.5
-4144,1,5614,170.5,-10.5
-4143,4,3648.25,169.5,-10.5
-4143,4,3648.25,169.5,-10.5
-4143,4,3648.25,169.5,-10.5
-4143,4,3648.25,169.5,-10.5
-4142,4,3573.499756,168.5,-10.5
-4142,4,3573.499756,168.5,-10.5
-4142,4,3573.499756,168.5,-10.5
-4142,4,3573.499756,168.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4141,6,2047.249878,167.5,-10.5
-4140,5,2707.749756,166.5,-10.5
-4140,5,2707.749756,166.5,-10.5
-4140,5,2707.749756,166.5,-10.5
-4140,5,2707.749756,166.5,-10.5
-4140,5,2707.749756,166.5,-10.5
-4139,4,2988.500732,165.5,-10.5
-4139,4,2988.500732,165.5,-10.5
-4139,4,2988.500732,165.5,-10.5
-4139,4,2988.500732,165.5,-10.5
-4138,5,2563.5,164.5,-10.5
-4138,5,2563.5,164.5,-10.5
-4138,5,2563.5,164.5,-10.5
-4138,5,2563.5,164.5,-10.5
-4138,5,2563.5,164.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4137,6,2113.749756,163.5,-10.5
-4136,4,3304.000244,162.5,-10.5
-4136,4,3304.000244,162.5,-10.5
-4136,4,3304.000244,162.5,-10.5
-4136,4,3304.000244,162.5,-10.5
-4134,4,4776.749512,160.5,-10.5
-4134,4,4776.749512,160.5,-10.5
-4134,4,4776.749512,160.5,-10.5
-4134,4,4776.749512,160.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4133,6,2121.750488,159.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4132,6,2231.5,158.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4131,8,1026,157.5,-10.5
-4130,4,2773.000244,156.5,-10.5
-4130,4,2773.000244,156.5,-10.5
-4130,4,2773.000244,156.5,-10.5
-4130,4,2773.000244,156.5,-10.5
-4129,4,2818.999268,155.5,-10.5
-4129,4,2818.999268,155.5,-10.5
-4129,4,2818.999268,155.5,-10.5
-4129,4,2818.999268,155.5,-10.5
-4128,4,3068.749512,154.5,-10.5
-4128,4,3068.749512,154.5,-10.5
-4128,4,3068.749512,154.5,-10.5
-4128,4,3068.749512,154.5,-10.5
-4127,3,2898.999756,153.5,-10.5
-4127,3,2898.999756,153.5,-10.5
-4127,3,2898.999756,153.5,-10.5
-4126,5,1635.75061,152.5,-10.5
-4126,5,1635.75061,152.5,-10.5
-4126,5,1635.75061,152.5,-10.5
-4126,5,1635.75061,152.5,-10.5
-4126,5,1635.75061,152.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4125,11,45.2499733,151.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4123,10,134.2502136,149.5,-10.5
-4122,5,1955.25,148.5,-10.5
-4122,5,1955.25,148.5,-10.5
-4122,5,1955.25,148.5,-10.5
-4122,5,1955.25,148.5,-10.5
-4122,5,1955.25,148.5,-10.5
-4121,2,2511,147.5,-10.5
-4121,2,2511,147.5,-10.5
-4120,4,1679.75,146.5,-10.5
-4120,4,1679.75,146.5,-10.5
-4120,4,1679.75,146.5,-10.5
-4120,4,1679.75,146.5,-10.5
-4119,5,1059.25,145.5,-10.5
-4119,5,1059.25,145.5,-10.5
-4119,5,1059.25,145.5,-10.5
-4119,5,1059.25,145.5,-10.5
-4119,5,1059.25,145.5,-10.5
-4118,4,926.7494507,144.5,-10.5
-4118,4,926.7494507,144.5,-10.5
-4118,4,926.7494507,144.5,-10.5
-4118,4,926.7494507,144.5,-10.5
-4117,5,5,143.5,-10.5
-4117,5,5,143.5,-10.5
-4117,5,5,143.5,-10.5
-4117,5,5,143.5,-10.5
-4117,5,5,143.5,-10.5
-4116,5,5,142.5,-10.5
-4116,5,5,142.5,-10.5
-4116,5,5,142.5,-10.5
-4116,5,5,142.5,-10.5
-4116,5,5,142.5,-10.5
-4115,5,12,141.5,-10.5
-4115,5,12,141.5,-10.5
-4115,5,12,141.5,-10.5
-4115,5,12,141.5,-10.5
-4115,5,12,141.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4114,6,23.25000191,140.5,-10.5
-4113,5,36,139.5,-10.5
-4113,5,36,139.5,-10.5
-4113,5,36,139.5,-10.5
-4113,5,36,139.5,-10.5
-4113,5,36,139.5,-10.5
-4112,5,45.25000381,138.5,-10.5
-4112,5,45.25000381,138.5,-10.5
-4112,5,45.25000381,138.5,-10.5
-4112,5,45.25000381,138.5,-10.5
-4112,5,45.25000381,138.5,-10.5
-4111,5,52.5,137.5,-10.5
-4111,5,52.5,137.5,-10.5
-4111,5,52.5,137.5,-10.5
-4111,5,52.5,137.5,-10.5
-4111,5,52.5,137.5,-10.5
-4110,5,54.00000763,136.5,-10.5
-4110,5,54.00000763,136.5,-10.5
-4110,5,54.00000763,136.5,-10.5
-4110,5,54.00000763,136.5,-10.5
-4110,5,54.00000763,136.5,-10.5
-4109,5,52.00000381,135.5,-10.5
-4109,5,52.00000381,135.5,-10.5
-4109,5,52.00000381,135.5,-10.5
-4109,5,52.00000381,135.5,-10.5
-4109,5,52.00000381,135.5,-10.5
-4108,5,49.50000763,134.5,-10.5
-4108,5,49.50000763,134.5,-10.5
-4108,5,58.24999619,133.5,-10.5
-4108,5,49.50000763,134.5,-10.5
-4108,5,49.50000763,134.5,-10.5
-4107,3,58.24999619,133.5,-10.5
-4107,3,58.24999619,133.5,-10.5
-4107,3,56.24999619,132.5,-10.5
-4106,2,56.24999619,132.5,-10.5
-4106,2,56.24999619,132.5,-10.5
-4105,2,77.49999237,131.5,-10.5
-4105,2,77.49999237,131.5,-10.5
-4104,3,79.75,130.5,-10.5
-4104,3,79.75,130.5,-10.5
-4104,3,55.99998093,129.5,-10.5
-4103,2,103.0000153,128.5,-10.5
-4103,2,55.99998093,129.5,-10.5
-4102,2,103.0000153,128.5,-10.5
-4102,2,54.00001144,127.5,-10.5
-4101,2,180.2500916,126.5,-10.5
-4101,2,54.00001144,127.5,-10.5
-4100,1,180.2500916,126.5,-10.5
-4099,2,843.750061,125.5,-10.5
-4099,2,843.750061,125.5,-10.5
-4098,2,203.9999084,123.5,-10.5
-4098,2,2147.75,124.5,-10.5
-4097,3,203.9999084,123.5,-10.5
-4097,3,203.9999084,123.5,-10.5
-4097,3,1160,122.5,-10.5
-4090,5,2135.499756,178.5,-11.5
-4090,5,2135.499756,178.5,-11.5
-4090,5,2135.499756,178.5,-11.5
-4090,5,2135.499756,178.5,-11.5
-4090,5,2135.499756,178.5,-11.5
-4089,4,3033.250244,177.5,-11.5
-4089,4,3033.250244,177.5,-11.5
-4089,4,3033.250244,177.5,-11.5
-4089,4,3033.250244,177.5,-11.5
-4088,4,2899.999756,176.5,-11.5
-4088,4,2899.999756,176.5,-11.5
-4088,4,2899.999756,176.5,-11.5
-4088,4,2899.999756,176.5,-11.5
-4087,5,171.999939,175.5,-11.5
-4087,5,171.999939,175.5,-11.5
-4087,5,171.999939,175.5,-11.5
-4087,5,171.999939,175.5,-11.5
-4087,5,171.999939,175.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4086,6,2084.750732,174.5,-11.5
-4085,4,2832.999756,173.5,-11.5
-4085,4,2832.999756,173.5,-11.5
-4085,4,2832.999756,173.5,-11.5
-4085,4,2832.999756,173.5,-11.5
-4084,4,3869.750244,172.5,-11.5
-4084,4,3869.750244,172.5,-11.5
-4084,4,3869.750244,172.5,-11.5
-4084,4,3869.750244,172.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4083,6,2153.000244,171.5,-11.5
-4082,4,2919.249756,170.5,-11.5
-4082,4,2919.249756,170.5,-11.5
-4082,4,2919.249756,170.5,-11.5
-4082,4,2919.249756,170.5,-11.5
-4081,4,3179.25,169.5,-11.5
-4081,4,3179.25,169.5,-11.5
-4081,4,3179.25,169.5,-11.5
-4081,4,3179.25,169.5,-11.5
-4080,4,3422.749756,168.5,-11.5
-4080,4,3422.749756,168.5,-11.5
-4080,4,3422.749756,168.5,-11.5
-4080,4,3422.749756,168.5,-11.5
-4079,4,3011.750977,167.5,-11.5
-4079,4,3011.750977,167.5,-11.5
-4079,4,3011.750977,167.5,-11.5
-4079,4,3011.750977,167.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4078,7,934.4998779,166.5,-11.5
-4076,4,4289.25,164.5,-11.5
-4076,4,4289.25,164.5,-11.5
-4076,4,4289.25,164.5,-11.5
-4076,4,4289.25,164.5,-11.5
-4075,4,3798.249756,163.5,-11.5
-4075,4,3798.249756,163.5,-11.5
-4075,4,3798.249756,163.5,-11.5
-4075,4,3798.249756,163.5,-11.5
-4073,4,4218,161.5,-11.5
-4073,4,4218,161.5,-11.5
-4073,4,4218,161.5,-11.5
-4073,4,4218,161.5,-11.5
-4072,4,2955.249756,160.5,-11.5
-4072,4,2955.249756,160.5,-11.5
-4072,4,2955.249756,160.5,-11.5
-4072,4,2955.249756,160.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4071,6,1942.750366,159.5,-11.5
-4070,4,3248.5,158.5,-11.5
-4070,4,3248.5,158.5,-11.5
-4070,4,3248.5,158.5,-11.5
-4070,4,3248.5,158.5,-11.5
-4069,4,2564.999756,157.5,-11.5
-4069,4,2564.999756,157.5,-11.5
-4069,4,2564.999756,157.5,-11.5
-4069,4,2564.999756,157.5,-11.5
-4068,5,2287.750244,156.5,-11.5
-4068,5,2287.750244,156.5,-11.5
-4068,5,2287.750244,156.5,-11.5
-4068,5,2287.750244,156.5,-11.5
-4068,5,2287.750244,156.5,-11.5
-4067,4,3992.25,155.5,-11.5
-4067,4,3992.25,155.5,-11.5
-4067,4,3992.25,155.5,-11.5
-4067,4,3992.25,155.5,-11.5
-4066,5,1648.249878,154.5,-11.5
-4066,5,1648.249878,154.5,-11.5
-4066,5,1648.249878,154.5,-11.5
-4066,5,1648.249878,154.5,-11.5
-4066,5,1648.249878,154.5,-11.5
-4064,5,1865.750244,152.5,-11.5
-4064,5,1865.750244,152.5,-11.5
-4064,5,1865.750244,152.5,-11.5
-4064,5,1865.750244,152.5,-11.5
-4064,5,1865.750244,152.5,-11.5
-4063,3,2726,151.5,-11.5
-4063,3,2726,151.5,-11.5
-4063,3,2726,151.5,-11.5
-4062,3,3283,150.5,-11.5
-4062,3,3283,150.5,-11.5
-4062,3,3283,150.5,-11.5
-4061,3,2445,149.5,-11.5
-4061,3,2445,149.5,-11.5
-4061,3,2445,149.5,-11.5
-4060,4,2159.75,148.5,-11.5
-4060,4,2159.75,148.5,-11.5
-4060,4,2159.75,148.5,-11.5
-4060,4,2159.75,148.5,-11.5
-4059,2,2700.75,147.5,-11.5
-4059,2,2700.75,147.5,-11.5
-4058,3,2196.25,146.5,-11.5
-4058,3,2196.25,146.5,-11.5
-4058,3,2196.25,146.5,-11.5
-4057,4,1755.499878,145.5,-11.5
-4057,4,1755.499878,145.5,-11.5
-4057,4,1755.499878,145.5,-11.5
-4057,4,1755.499878,145.5,-11.5
-4056,4,2017.249878,144.5,-11.5
-4056,4,2017.249878,144.5,-11.5
-4056,4,2017.249878,144.5,-11.5
-4056,4,2017.249878,144.5,-11.5
-4055,5,5,143.5,-11.5
-4055,5,5,143.5,-11.5
-4055,5,5,143.5,-11.5
-4055,5,5,143.5,-11.5
-4055,5,5,143.5,-11.5
-4053,5,11.50000381,141.5,-11.5
-4053,5,11.50000381,141.5,-11.5
-4053,5,11.50000381,141.5,-11.5
-4053,5,11.50000381,141.5,-11.5
-4053,5,11.50000381,141.5,-11.5
-4052,5,27.25000191,140.5,-11.5
-4052,5,27.25000191,140.5,-11.5
-4052,5,27.25000191,140.5,-11.5
-4052,5,27.25000191,140.5,-11.5
-4052,5,27.25000191,140.5,-11.5
-4051,5,39,139.5,-11.5
-4051,5,39,139.5,-11.5
-4051,5,39,139.5,-11.5
-4051,5,39,139.5,-11.5
-4051,5,39,139.5,-11.5
-4050,5,41,138.5,-11.5
-4050,5,41,138.5,-11.5
-4050,5,41,138.5,-11.5
-4050,5,41,138.5,-11.5
-4050,5,41,138.5,-11.5
-4049,5,24.49999619,137.5,-11.5
-4049,5,24.49999619,137.5,-11.5
-4049,5,24.49999619,137.5,-11.5
-4049,5,24.49999619,137.5,-11.5
-4049,5,24.49999619,137.5,-11.5
-4047,4,15.49999905,135.5,-11.5
-4047,4,15.49999905,135.5,-11.5
-4047,4,21.5,134.5,-11.5
-4047,4,15.49999905,135.5,-11.5
-4046,2,21.5,134.5,-11.5
-4046,2,21.5,134.5,-11.5
-4043,1,5.249992847,131.5,-11.5
-4041,2,47.50001144,129.5,-11.5
-4041,2,47.50001144,129.5,-11.5
-4040,3,42,128.5,-11.5
-4040,3,42,128.5,-11.5
-4040,3,159,127.5,-11.5
-4039,1,159,127.5,-11.5
-4038,2,69,126.5,-11.5
-4038,2,69,126.5,-11.5
-4037,2,101.5000305,125.5,-11.5
-4037,2,101.5000305,125.5,-11.5
-4036,3,99.99990845,124.5,-11.5
-4036,3,99.99990845,124.5,-11.5
-4036,3,322.0000916,123.5,-11.5
-4028,3,3925.75,178.5,-12.5
-4028,3,3925.75,178.5,-12.5
-4028,3,3925.75,178.5,-12.5
-4027,5,2596.500488,177.5,-12.5
-4027,5,2596.500488,177.5,-12.5
-4027,5,2596.500488,177.5,-12.5
-4027,5,2596.500488,177.5,-12.5
-4027,5,2596.500488,177.5,-12.5
-4026,4,3294.25,176.5,-12.5
-4026,4,3294.25,176.5,-12.5
-4026,4,3294.25,176.5,-12.5
-4026,4,3294.25,176.5,-12.5
-4025,5,2690.5,175.5,-12.5
-4025,5,2690.5,175.5,-12.5
-4025,5,2690.5,175.5,-12.5
-4025,5,2690.5,175.5,-12.5
-4025,5,2690.5,175.5,-12.5
-4024,4,3125.250244,174.5,-12.5
-4024,4,3125.250244,174.5,-12.5
-4024,4,3125.250244,174.5,-12.5
-4024,4,3125.250244,174.5,-12.5
-4023,4,3152.249756,173.5,-12.5
-4023,4,3152.249756,173.5,-12.5
-4023,4,3152.249756,173.5,-12.5
-4023,4,3152.249756,173.5,-12.5
-4022,5,2366.5,172.5,-12.5
-4022,5,2366.5,172.5,-12.5
-4022,5,2366.5,172.5,-12.5
-4022,5,2366.5,172.5,-12.5
-4022,5,2366.5,172.5,-12.5
-4021,4,3607.5,171.5,-12.5
-4021,4,3607.5,171.5,-12.5
-4021,4,3607.5,171.5,-12.5
-4021,4,3607.5,171.5,-12.5
-4020,4,3502.5,170.5,-12.5
-4020,4,3502.5,170.5,-12.5
-4020,4,3502.5,170.5,-12.5
-4020,4,3502.5,170.5,-12.5
-4019,5,2729.499756,169.5,-12.5
-4019,5,2729.499756,169.5,-12.5
-4019,5,2729.499756,169.5,-12.5
-4019,5,2729.499756,169.5,-12.5
-4019,5,2729.499756,169.5,-12.5
-4018,4,3207.25,168.5,-12.5
-4018,4,3207.25,168.5,-12.5
-4018,4,3207.25,168.5,-12.5
-4018,4,3207.25,168.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4017,6,1980.5,167.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4016,6,1880.50061,166.5,-12.5
-4015,4,4802.75,165.5,-12.5
-4015,4,4802.75,165.5,-12.5
-4015,4,4802.75,165.5,-12.5
-4015,4,4802.75,165.5,-12.5
-4014,4,4043.25,164.5,-12.5
-4014,4,4043.25,164.5,-12.5
-4014,4,4043.25,164.5,-12.5
-4014,4,4043.25,164.5,-12.5
-4013,4,4247.5,163.5,-12.5
-4013,4,4247.5,163.5,-12.5
-4013,4,4247.5,163.5,-12.5
-4013,4,4247.5,163.5,-12.5
-4012,4,4218.999512,162.5,-12.5
-4012,4,4218.999512,162.5,-12.5
-4012,4,4218.999512,162.5,-12.5
-4012,4,4218.999512,162.5,-12.5
-4011,4,3436.999756,161.5,-12.5
-4011,4,3436.999756,161.5,-12.5
-4011,4,3436.999756,161.5,-12.5
-4011,4,3436.999756,161.5,-12.5
-4010,5,2399.999512,160.5,-12.5
-4010,5,2399.999512,160.5,-12.5
-4010,5,2399.999512,160.5,-12.5
-4010,5,2399.999512,160.5,-12.5
-4010,5,2399.999512,160.5,-12.5
-4009,4,4169,159.5,-12.5
-4009,4,4169,159.5,-12.5
-4009,4,4169,159.5,-12.5
-4009,4,4169,159.5,-12.5
-4008,4,2792.250244,158.5,-12.5
-4008,4,2792.250244,158.5,-12.5
-4008,4,2792.250244,158.5,-12.5
-4008,4,2792.250244,158.5,-12.5
-4007,5,2131.5,157.5,-12.5
-4007,5,2131.5,157.5,-12.5
-4007,5,2131.5,157.5,-12.5
-4007,5,2131.5,157.5,-12.5
-4007,5,2131.5,157.5,-12.5
-4006,5,1969.499756,156.5,-12.5
-4006,5,1969.499756,156.5,-12.5
-4006,5,1969.499756,156.5,-12.5
-4006,5,1969.499756,156.5,-12.5
-4006,5,1969.499756,156.5,-12.5
-4005,5,1967,155.5,-12.5
-4005,5,1967,155.5,-12.5
-4005,5,1967,155.5,-12.5
-4005,5,1967,155.5,-12.5
-4005,5,1967,155.5,-12.5
-4004,4,3425.999756,154.5,-12.5
-4004,4,3425.999756,154.5,-12.5
-4004,4,3425.999756,154.5,-12.5
-4004,4,3425.999756,154.5,-12.5
-4003,4,4067.5,153.5,-12.5
-4003,4,4067.5,153.5,-12.5
-4003,4,4067.5,153.5,-12.5
-4003,4,4067.5,153.5,-12.5
-4002,3,4423.25,152.5,-12.5
-4002,3,4423.25,152.5,-12.5
-4002,3,4423.25,152.5,-12.5
-4001,3,4439.5,151.5,-12.5
-4001,3,4439.5,151.5,-12.5
-4001,3,4439.5,151.5,-12.5
-4000,3,4552.5,150.5,-12.5
-4000,3,4552.5,150.5,-12.5
-4000,3,4552.5,150.5,-12.5
-3999,3,4300.5,149.5,-12.5
-3999,3,4300.5,149.5,-12.5
-3999,3,4300.5,149.5,-12.5
-3998,2,3945.25,148.5,-12.5
-3998,2,3945.25,148.5,-12.5
-3997,2,3967.25,147.5,-12.5
-3997,2,3967.25,147.5,-12.5
-3996,2,3084.000244,146.5,-12.5
-3996,2,3084.000244,146.5,-12.5
-3995,2,3284,145.5,-12.5
-3995,2,3284,145.5,-12.5
-3994,2,3078.5,144.5,-12.5
-3994,2,3078.5,144.5,-12.5
-3993,5,5.250002384,143.5,-12.5
-3993,5,5.250002384,143.5,-12.5
-3993,5,5.250002384,143.5,-12.5
-3993,5,5.250002384,143.5,-12.5
-3993,5,5.250002384,143.5,-12.5
-3991,2,3.500003815,141.5,-12.5
-3991,2,3.500003815,141.5,-12.5
-3990,5,30.50000381,140.5,-12.5
-3990,5,30.50000381,140.5,-12.5
-3990,5,30.50000381,140.5,-12.5
-3990,5,30.50000381,140.5,-12.5
-3990,5,30.50000381,140.5,-12.5
-3989,5,38,139.5,-12.5
-3989,5,38,139.5,-12.5
-3989,5,38,139.5,-12.5
-3989,5,38,139.5,-12.5
-3989,5,38,139.5,-12.5
-3988,5,37.5,138.5,-12.5
-3988,5,37.5,138.5,-12.5
-3988,5,37.5,138.5,-12.5
-3988,5,37.5,138.5,-12.5
-3988,5,37.5,138.5,-12.5
-3987,5,19.49999619,137.5,-12.5
-3987,5,19.49999619,137.5,-12.5
-3987,5,19.49999619,137.5,-12.5
-3987,5,19.49999619,137.5,-12.5
-3987,5,19.49999619,137.5,-12.5
-3980,1,52.00000381,129.5,-12.5
-3979,2,99,128.5,-12.5
-3979,2,52.00000381,129.5,-12.5
-3978,1,99,128.5,-12.5
-3977,1,80.5,127.5,-12.5
-3976,2,70.74998474,126.5,-12.5
-3976,2,70.74998474,126.5,-12.5
-3966,4,2595.25,178.5,-13.5
-3966,4,2595.25,178.5,-13.5
-3966,4,2595.25,178.5,-13.5
-3966,4,2595.25,178.5,-13.5
-3965,5,2686.999756,177.5,-13.5
-3965,5,2686.999756,177.5,-13.5
-3965,5,2686.999756,177.5,-13.5
-3965,5,2686.999756,177.5,-13.5
-3965,5,2686.999756,177.5,-13.5
-3964,4,2900.499756,176.5,-13.5
-3964,4,2900.499756,176.5,-13.5
-3964,4,2900.499756,176.5,-13.5
-3964,4,2900.499756,176.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3963,6,2292.249756,175.5,-13.5
-3962,4,3095.749512,174.5,-13.5
-3962,4,3095.749512,174.5,-13.5
-3962,4,3095.749512,174.5,-13.5
-3962,4,3095.749512,174.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3961,6,2201.750488,173.5,-13.5
-3960,4,3582.249756,172.5,-13.5
-3960,4,3582.249756,172.5,-13.5
-3960,4,3582.249756,172.5,-13.5
-3960,4,3582.249756,172.5,-13.5
-3959,4,3034.250244,171.5,-13.5
-3959,4,3034.250244,171.5,-13.5
-3959,4,3034.250244,171.5,-13.5
-3959,4,3034.250244,171.5,-13.5
-3958,4,3330.5,170.5,-13.5
-3958,4,3330.5,170.5,-13.5
-3958,4,3330.5,170.5,-13.5
-3958,4,3330.5,170.5,-13.5
-3957,4,3163.999512,169.5,-13.5
-3957,4,3163.999512,169.5,-13.5
-3957,4,3163.999512,169.5,-13.5
-3957,4,3163.999512,169.5,-13.5
-3956,5,2776.749512,168.5,-13.5
-3956,5,2776.749512,168.5,-13.5
-3956,5,2776.749512,168.5,-13.5
-3956,5,2776.749512,168.5,-13.5
-3956,5,2776.749512,168.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3955,7,1766.751099,167.5,-13.5
-3954,4,3423.75,166.5,-13.5
-3954,4,3423.75,166.5,-13.5
-3954,4,3423.75,166.5,-13.5
-3954,4,3423.75,166.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3953,7,2056.249512,165.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3952,8,1019.000427,164.5,-13.5
-3951,4,3032.500244,163.5,-13.5
