"","target_fid","rich_1d_geog","x.x","y.x","depth.x","rich_2d","x.y","y.y","depth.y"
"5319",6410,1,109.5,-19.5,4178.75,1,109.5,-19.5,4178.75
"5320",6411,1,110.5,-19.5,4098.74951172,1,110.5,-19.5,4098.74951172
"5321",6412,1,111.5,-19.5,2705.75024414,1,111.5,-19.5,2705.75024414
"5322",6413,1,112.5,-19.5,1529.25,1,112.5,-19.5,1529.25
"5323",6414,1,113.5,-19.5,1012.75,1,113.5,-19.5,1012.75
"5324",6415,1,114.5,-19.5,1387.75,1,114.5,-19.5,1387.75
"5325",6416,1,115.5,-19.5,475,1,115.5,-19.5,475
"5326",6472,2,42.5,-18.5,2079,1,42.5,-18.5,2079
"5327",6472,2,42.5,-18.5,2079,1,42.5,-18.5,2079
"5328",6472,2,42.5,-18.5,2079,1,42.5,-18.5,2079
"5329",6472,2,42.5,-18.5,2079,1,42.5,-18.5,2079
"5330",6473,2,43.5,-18.5,1495,1,43.5,-18.5,1495
"5331",6473,2,43.5,-18.5,1495,1,43.5,-18.5,1495
"5332",6473,2,43.5,-18.5,1495,1,43.5,-18.5,1495
"5333",6473,2,43.5,-18.5,1495,1,43.5,-18.5,1495
"5334",6479,2,49.5,-18.5,801.749511719,1,49.5,-18.5,801.749511719
"5335",6479,2,49.5,-18.5,801.749511719,1,49.5,-18.5,801.749511719
"5336",6479,2,49.5,-18.5,801.749511719,1,49.5,-18.5,801.749511719
"5337",6479,2,49.5,-18.5,801.749511719,1,49.5,-18.5,801.749511719
"5338",6480,2,50.5,-18.5,4335.25,1,50.5,-18.5,4335.25
"5339",6480,2,50.5,-18.5,4335.25,1,50.5,-18.5,4335.25
"5340",6480,2,50.5,-18.5,4335.25,1,50.5,-18.5,4335.25
"5341",6480,2,50.5,-18.5,4335.25,1,50.5,-18.5,4335.25
"5342",6481,2,51.5,-18.5,4860.25,1,51.5,-18.5,4860.25
"5343",6481,2,51.5,-18.5,4860.25,1,51.5,-18.5,4860.25
"5344",6481,2,51.5,-18.5,4860.25,1,51.5,-18.5,4860.25
"5345",6481,2,51.5,-18.5,4860.25,1,51.5,-18.5,4860.25
"5346",6482,2,52.5,-18.5,5060.75,1,52.5,-18.5,5060.75
"5347",6482,2,52.5,-18.5,5060.75,1,52.5,-18.5,5060.75
"5348",6482,2,52.5,-18.5,5060.75,1,52.5,-18.5,5060.75
"5349",6482,2,52.5,-18.5,5060.75,1,52.5,-18.5,5060.75
"5350",6483,2,53.5,-18.5,4866.75,1,53.5,-18.5,4866.75
"5351",6483,2,53.5,-18.5,4866.75,1,53.5,-18.5,4866.75
"5352",6483,2,53.5,-18.5,4866.75,1,53.5,-18.5,4866.75
"5353",6483,2,53.5,-18.5,4866.75,1,53.5,-18.5,4866.75
"5354",6484,2,54.5,-18.5,4686.25,1,54.5,-18.5,4686.25
"5355",6484,2,54.5,-18.5,4686.25,1,54.5,-18.5,4686.25
"5356",6484,2,54.5,-18.5,4686.25,1,54.5,-18.5,4686.25
"5357",6484,2,54.5,-18.5,4686.25,1,54.5,-18.5,4686.25
"5358",6485,2,55.5,-18.5,4636.25,1,55.5,-18.5,4636.25
"5359",6485,2,55.5,-18.5,4636.25,1,55.5,-18.5,4636.25
"5360",6485,2,55.5,-18.5,4636.25,1,55.5,-18.5,4636.25
"5361",6485,2,55.5,-18.5,4636.25,1,55.5,-18.5,4636.25
"5362",6486,2,56.5,-18.5,4424.5,1,56.5,-18.5,4424.5
"5363",6486,2,56.5,-18.5,4424.5,1,56.5,-18.5,4424.5
"5364",6486,2,56.5,-18.5,4424.5,1,56.5,-18.5,4424.5
"5365",6486,2,56.5,-18.5,4424.5,1,56.5,-18.5,4424.5
"5366",6487,2,57.5,-18.5,3109.75024414,1,57.5,-18.5,3109.75024414
"5367",6487,2,57.5,-18.5,3109.75024414,1,57.5,-18.5,3109.75024414
"5368",6487,2,57.5,-18.5,3109.75024414,1,57.5,-18.5,3109.75024414
"5369",6487,2,57.5,-18.5,3109.75024414,1,57.5,-18.5,3109.75024414
"5370",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5371",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5372",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5373",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5374",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5375",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5376",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5377",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5378",6488,3,58.5,-18.5,1525.74987793,1,58.5,-18.5,1525.74987793
"5379",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5380",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5381",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5382",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5383",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5384",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5385",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5386",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5387",6489,3,59.5,-18.5,3929.24951172,2,59.5,-18.5,3929.24951172
"5388",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5389",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5390",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5391",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5392",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5393",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5394",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5395",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5396",6490,3,60.5,-18.5,4116,2,60.5,-18.5,4116
"5397",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5398",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5399",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5400",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5401",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5402",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5403",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5404",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5405",6491,3,61.5,-18.5,4333.5,2,61.5,-18.5,4333.5
"5406",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5407",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5408",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5409",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5410",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5411",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5412",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5413",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5414",6492,3,62.5,-18.5,3772.74975586,2,62.5,-18.5,3772.74975586
"5415",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5416",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5417",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5418",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5419",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5420",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5421",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5422",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5423",6493,3,63.5,-18.5,3878.50024414,2,63.5,-18.5,3878.50024414
"5424",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5425",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5426",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5427",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5428",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5429",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5430",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5431",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5432",6494,3,64.5,-18.5,3517,2,64.5,-18.5,3517
"5433",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5434",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5435",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5436",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5437",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5438",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5439",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5440",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5441",6495,3,65.5,-18.5,2993.25048828,2,65.5,-18.5,2993.25048828
"5442",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5443",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5444",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5445",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5446",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5447",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5448",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5449",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5450",6496,3,66.5,-18.5,2960,2,66.5,-18.5,2960
"5451",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5452",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5453",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5454",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5455",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5456",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5457",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5458",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5459",6497,3,67.5,-18.5,3012,2,67.5,-18.5,3012
"5460",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5461",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5462",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5463",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5464",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5465",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5466",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5467",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5468",6498,3,68.5,-18.5,3168,2,68.5,-18.5,3168
"5469",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5470",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5471",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5472",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5473",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5474",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5475",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5476",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5477",6499,3,69.5,-18.5,4014.49975586,2,69.5,-18.5,4014.49975586
"5478",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5479",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5480",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5481",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5482",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5483",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5484",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5485",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5486",6500,3,70.5,-18.5,3860,2,70.5,-18.5,3860
"5487",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5488",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5489",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5490",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5491",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5492",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5493",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5494",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5495",6501,3,71.5,-18.5,4240.99951172,2,71.5,-18.5,4240.99951172
"5496",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5497",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5498",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5499",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5500",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5501",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5502",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5503",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5504",6502,3,72.5,-18.5,4034,2,72.5,-18.5,4034
"5505",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5506",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5507",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5508",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5509",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5510",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5511",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5512",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5513",6503,3,73.5,-18.5,4433.75048828,2,73.5,-18.5,4433.75048828
"5514",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5515",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5516",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5517",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5518",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5519",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5520",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5521",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5522",6504,3,74.5,-18.5,4882,2,74.5,-18.5,4882
"5523",6505,2,75.5,-18.5,4125.25,1,75.5,-18.5,4125.25
"5524",6505,2,75.5,-18.5,4125.25,1,75.5,-18.5,4125.25
"5525",6505,2,75.5,-18.5,4125.25,1,75.5,-18.5,4125.25
"5526",6505,2,75.5,-18.5,4125.25,1,75.5,-18.5,4125.25
"5527",6506,2,76.5,-18.5,5070.25,1,76.5,-18.5,5070.25
"5528",6506,2,76.5,-18.5,5070.25,1,76.5,-18.5,5070.25
"5529",6506,2,76.5,-18.5,5070.25,1,76.5,-18.5,5070.25
"5530",6506,2,76.5,-18.5,5070.25,1,76.5,-18.5,5070.25
"5531",6507,1,77.5,-18.5,4936.25,1,77.5,-18.5,4936.25
"5532",6509,1,79.5,-18.5,5022,1,79.5,-18.5,5022
"5533",6510,1,80.5,-18.5,5102.25,1,80.5,-18.5,5102.25
"5534",6511,1,81.5,-18.5,5178,1,81.5,-18.5,5178
"5535",6512,1,82.5,-18.5,5225,1,82.5,-18.5,5225
"5536",6513,1,83.5,-18.5,5233,1,83.5,-18.5,5233
"5537",6514,1,84.5,-18.5,4675.25,1,84.5,-18.5,4675.25
"5538",6515,1,85.5,-18.5,5078,1,85.5,-18.5,5078
"5539",6516,1,86.5,-18.5,4828.25,1,86.5,-18.5,4828.25
"5540",6517,1,87.5,-18.5,2292.00024414,1,87.5,-18.5,2292.00024414
"5541",6518,1,88.5,-18.5,3477.74975586,1,88.5,-18.5,3477.74975586
"5542",6519,1,89.5,-18.5,4533.25,1,89.5,-18.5,4533.25
"5543",6520,1,90.5,-18.5,5018,1,90.5,-18.5,5018
"5544",6521,1,91.5,-18.5,5311.25,1,91.5,-18.5,5311.25
"5545",6523,1,93.5,-18.5,4793.5,1,93.5,-18.5,4793.5
"5546",6524,1,94.5,-18.5,5277.25,1,94.5,-18.5,5277.25
"5547",6540,1,110.5,-18.5,4170.25,1,110.5,-18.5,4170.25
"5548",6541,1,111.5,-18.5,4201.00048828,1,111.5,-18.5,4201.00048828
"5549",6542,1,112.5,-18.5,2810.50024414,1,112.5,-18.5,2810.50024414
"5550",6543,1,113.5,-18.5,1567.75,1,113.5,-18.5,1567.75
"5551",6544,1,114.5,-18.5,1626.75,1,114.5,-18.5,1626.75
"5552",6545,1,115.5,-18.5,1601.25,1,115.5,-18.5,1601.25
"5553",6546,1,116.5,-18.5,958,1,116.5,-18.5,958
"5554",6547,1,117.5,-18.5,519,1,117.5,-18.5,519
"5555",6609,2,50.5,-17.5,3864.75,1,50.5,-17.5,3864.75
"5556",6609,2,50.5,-17.5,3864.75,1,50.5,-17.5,3864.75
"5557",6609,2,50.5,-17.5,3864.75,1,50.5,-17.5,3864.75
"5558",6609,2,50.5,-17.5,3864.75,1,50.5,-17.5,3864.75
"5559",6610,2,51.5,-17.5,4793.75,1,51.5,-17.5,4793.75
"5560",6610,2,51.5,-17.5,4793.75,1,51.5,-17.5,4793.75
"5561",6610,2,51.5,-17.5,4793.75,1,51.5,-17.5,4793.75
"5562",6610,2,51.5,-17.5,4793.75,1,51.5,-17.5,4793.75
"5563",6611,2,52.5,-17.5,4850.25,1,52.5,-17.5,4850.25
"5564",6611,2,52.5,-17.5,4850.25,1,52.5,-17.5,4850.25
"5565",6611,2,52.5,-17.5,4850.25,1,52.5,-17.5,4850.25
"5566",6611,2,52.5,-17.5,4850.25,1,52.5,-17.5,4850.25
"5567",6612,2,53.5,-17.5,4791.5,1,53.5,-17.5,4791.5
"5568",6612,2,53.5,-17.5,4791.5,1,53.5,-17.5,4791.5
"5569",6612,2,53.5,-17.5,4791.5,1,53.5,-17.5,4791.5
"5570",6612,2,53.5,-17.5,4791.5,1,53.5,-17.5,4791.5
"5571",6613,2,54.5,-17.5,4722.5,1,54.5,-17.5,4722.5
"5572",6613,2,54.5,-17.5,4722.5,1,54.5,-17.5,4722.5
"5573",6613,2,54.5,-17.5,4722.5,1,54.5,-17.5,4722.5
"5574",6613,2,54.5,-17.5,4722.5,1,54.5,-17.5,4722.5
"5575",6614,2,55.5,-17.5,4563.5,1,55.5,-17.5,4563.5
"5576",6614,2,55.5,-17.5,4563.5,1,55.5,-17.5,4563.5
"5577",6614,2,55.5,-17.5,4563.5,1,55.5,-17.5,4563.5
"5578",6614,2,55.5,-17.5,4563.5,1,55.5,-17.5,4563.5
"5579",6615,2,56.5,-17.5,3581.49951172,1,56.5,-17.5,3581.49951172
"5580",6615,2,56.5,-17.5,3581.49951172,1,56.5,-17.5,3581.49951172
"5581",6615,2,56.5,-17.5,3581.49951172,1,56.5,-17.5,3581.49951172
"5582",6615,2,56.5,-17.5,3581.49951172,1,56.5,-17.5,3581.49951172
"5583",6616,2,57.5,-17.5,4456,1,57.5,-17.5,4456
"5584",6616,2,57.5,-17.5,4456,1,57.5,-17.5,4456
"5585",6616,2,57.5,-17.5,4456,1,57.5,-17.5,4456
"5586",6616,2,57.5,-17.5,4456,1,57.5,-17.5,4456
"5587",6617,2,58.5,-17.5,3635.5,1,58.5,-17.5,3635.5
"5588",6617,2,58.5,-17.5,3635.5,1,58.5,-17.5,3635.5
"5589",6617,2,58.5,-17.5,3635.5,1,58.5,-17.5,3635.5
"5590",6617,2,58.5,-17.5,3635.5,1,58.5,-17.5,3635.5
"5591",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5592",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5593",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5594",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5595",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5596",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5597",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5598",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5599",6619,3,60.5,-17.5,3516.50024414,2,60.5,-17.5,3516.50024414
"5600",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5601",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5602",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5603",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5604",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5605",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5606",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5607",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5608",6620,3,61.5,-17.5,3435,2,61.5,-17.5,3435
"5609",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5610",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5611",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5612",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5613",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5614",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5615",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5616",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5617",6621,3,62.5,-17.5,3768,2,62.5,-17.5,3768
"5618",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5619",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5620",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5621",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5622",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5623",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5624",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5625",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5626",6622,3,63.5,-17.5,3580.5,2,63.5,-17.5,3580.5
"5627",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5628",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5629",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5630",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5631",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5632",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5633",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5634",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5635",6623,3,64.5,-17.5,3095,2,64.5,-17.5,3095
"5636",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5637",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5638",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5639",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5640",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5641",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5642",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5643",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5644",6624,3,65.5,-17.5,2560.00048828,1,65.5,-17.5,2560.00048828
"5645",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5646",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5647",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5648",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5649",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5650",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5651",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5652",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5653",6625,3,66.5,-17.5,3402.99975586,2,66.5,-17.5,3402.99975586
"5654",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5655",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5656",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5657",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5658",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5659",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5660",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5661",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5662",6626,3,67.5,-17.5,3357.75024414,2,67.5,-17.5,3357.75024414
"5663",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5664",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5665",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5666",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5667",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5668",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5669",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5670",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5671",6627,3,68.5,-17.5,3502.74951172,2,68.5,-17.5,3502.74951172
"5672",6628,3,69.5,-17.5,4536.75048828,2,69.5,-17.5,4536.75048828
"5673",6628,3,69.5,-17.5,4536.75048828,2,69.5,-17.5,4536.75048828
"5674",6628,3,69.5,-17.5,4536.75048828,2,69.5,-17.5,4536.75048828
