"","target_fid","rich_1d_geog","x.x","y.x","depth.x","rich_2d","x.y","y.y","depth.y"
"2694",3566,1,103.5,-41.5,4452.75,1,103.5,-41.5,4452.75
"2695",3567,1,104.5,-41.5,4084,1,104.5,-41.5,4084
"2696",3568,1,105.5,-41.5,4066.75,1,105.5,-41.5,4066.75
"2697",3569,1,106.5,-41.5,4507.25,1,106.5,-41.5,4507.25
"2698",3570,1,107.5,-41.5,4011.5,1,107.5,-41.5,4011.5
"2699",3571,1,108.5,-41.5,4475.5,1,108.5,-41.5,4475.5
"2700",3572,1,109.5,-41.5,4450.25,1,109.5,-41.5,4450.25
"2701",3573,1,110.5,-41.5,4384.25,1,110.5,-41.5,4384.25
"2702",3574,1,111.5,-41.5,4382.75,1,111.5,-41.5,4382.75
"2703",3575,1,112.5,-41.5,4410.5,1,112.5,-41.5,4410.5
"2704",3576,1,113.5,-41.5,4445.75,1,113.5,-41.5,4445.75
"2705",3577,1,114.5,-41.5,4520,1,114.5,-41.5,4520
"2706",3578,1,115.5,-41.5,4550,1,115.5,-41.5,4550
"2707",3579,1,116.5,-41.5,4621.5,1,116.5,-41.5,4621.5
"2708",3580,1,117.5,-41.5,4880.74951172,1,117.5,-41.5,4880.74951172
"2709",3581,1,118.5,-41.5,5021.75,1,118.5,-41.5,5021.75
"2710",3582,1,119.5,-41.5,4844,1,119.5,-41.5,4844
"2711",3583,1,120.5,-41.5,4548.5,1,120.5,-41.5,4548.5
"2712",3584,1,121.5,-41.5,4887.25,1,121.5,-41.5,4887.25
"2713",3585,1,122.5,-41.5,4786.25,1,122.5,-41.5,4786.25
"2714",3586,1,123.5,-41.5,5054.5,1,123.5,-41.5,5054.5
"2715",3587,1,124.5,-41.5,5090,1,124.5,-41.5,5090
"2716",3588,1,125.5,-41.5,4875,1,125.5,-41.5,4875
"2717",3589,1,126.5,-41.5,4980.5,1,126.5,-41.5,4980.5
"2718",3590,1,127.5,-41.5,4751.75,1,127.5,-41.5,4751.75
"2719",3591,1,128.5,-41.5,5302,1,128.5,-41.5,5302
"2720",3594,1,131.5,-41.5,4966.5,1,131.5,-41.5,4966.5
"2721",3595,1,132.5,-41.5,4909,1,132.5,-41.5,4909
"2722",3596,1,133.5,-41.5,5181.5,1,133.5,-41.5,5181.5
"2723",3597,1,134.5,-41.5,4935,1,134.5,-41.5,4935
"2724",3598,1,135.5,-41.5,4941,1,135.5,-41.5,4941
"2725",3599,1,136.5,-41.5,5043.75,1,136.5,-41.5,5043.75
"2726",3600,1,137.5,-41.5,5115.75,1,137.5,-41.5,5115.75
"2727",3601,1,138.5,-41.5,4338.5,1,138.5,-41.5,4338.5
"2728",3602,1,139.5,-41.5,5170,1,139.5,-41.5,5170
"2729",3603,1,140.5,-41.5,5139,1,140.5,-41.5,5139
"2730",3604,1,141.5,-41.5,5130,1,141.5,-41.5,5130
"2731",3605,1,142.5,-41.5,4395,1,142.5,-41.5,4395
"2732",3606,1,143.5,-41.5,3362.50024414,1,143.5,-41.5,3362.50024414
"2733",3622,1,30.5,-40.5,4586.25,1,30.5,-40.5,4586.25
"2734",3623,1,31.5,-40.5,4436,1,31.5,-40.5,4436
"2735",3624,1,32.5,-40.5,4557.25,1,32.5,-40.5,4557.25
"2736",3625,1,33.5,-40.5,5138.75,1,33.5,-40.5,5138.75
"2737",3626,1,34.5,-40.5,4928,1,34.5,-40.5,4928
"2738",3627,1,35.5,-40.5,5224.5,1,35.5,-40.5,5224.5
"2739",3628,1,36.5,-40.5,4327,1,36.5,-40.5,4327
"2740",3629,1,37.5,-40.5,4231,1,37.5,-40.5,4231
"2741",3630,1,38.5,-40.5,3756.50024414,1,38.5,-40.5,3756.50024414
"2742",3631,1,39.5,-40.5,3801,1,39.5,-40.5,3801
"2743",3632,1,40.5,-40.5,3760.00024414,1,40.5,-40.5,3760.00024414
"2744",3633,1,41.5,-40.5,2756.75,1,41.5,-40.5,2756.75
"2745",3634,1,42.5,-40.5,2272,1,42.5,-40.5,2272
"2746",3635,1,43.5,-40.5,2570.74975586,1,43.5,-40.5,2570.74975586
"2747",3636,1,44.5,-40.5,1361.25,1,44.5,-40.5,1361.25
"2748",3637,1,45.5,-40.5,1927.00024414,1,45.5,-40.5,1927.00024414
"2749",3638,1,46.5,-40.5,2756.5,1,46.5,-40.5,2756.5
"2750",3639,1,47.5,-40.5,3140.25,1,47.5,-40.5,3140.25
"2751",3640,1,48.5,-40.5,3292.25,1,48.5,-40.5,3292.25
"2752",3641,1,49.5,-40.5,3707,1,49.5,-40.5,3707
"2753",3642,1,50.5,-40.5,3717.25024414,1,50.5,-40.5,3717.25024414
"2754",3643,1,51.5,-40.5,4306.5,1,51.5,-40.5,4306.5
"2755",3644,1,52.5,-40.5,3810,1,52.5,-40.5,3810
"2756",3645,1,53.5,-40.5,4097,1,53.5,-40.5,4097
"2757",3646,1,54.5,-40.5,4171.5,1,54.5,-40.5,4171.5
"2758",3647,1,55.5,-40.5,4426.25,1,55.5,-40.5,4426.25
"2759",3648,1,56.5,-40.5,4757.5,1,56.5,-40.5,4757.5
"2760",3649,1,57.5,-40.5,4892.25,1,57.5,-40.5,4892.25
"2761",3650,1,58.5,-40.5,4949,1,58.5,-40.5,4949
"2762",3651,1,59.5,-40.5,5152.25,1,59.5,-40.5,5152.25
"2763",3652,1,60.5,-40.5,5046.75,1,60.5,-40.5,5046.75
"2764",3653,1,61.5,-40.5,5075,1,61.5,-40.5,5075
"2765",3654,1,62.5,-40.5,5040,1,62.5,-40.5,5040
"2766",3655,1,63.5,-40.5,4945.25,1,63.5,-40.5,4945.25
"2767",3656,1,64.5,-40.5,4685.5,1,64.5,-40.5,4685.5
"2768",3657,1,65.5,-40.5,4844.74951172,1,65.5,-40.5,4844.74951172
"2769",3658,1,66.5,-40.5,4465.25,1,66.5,-40.5,4465.25
"2770",3659,1,67.5,-40.5,4110,1,67.5,-40.5,4110
"2771",3660,1,68.5,-40.5,4222.75,1,68.5,-40.5,4222.75
"2772",3661,1,69.5,-40.5,3954.25,1,69.5,-40.5,3954.25
"2773",3662,1,70.5,-40.5,4027.25,1,70.5,-40.5,4027.25
"2774",3663,1,71.5,-40.5,4256.25,1,71.5,-40.5,4256.25
"2775",3664,1,72.5,-40.5,4071,1,72.5,-40.5,4071
"2776",3665,1,73.5,-40.5,3827.75,1,73.5,-40.5,3827.75
"2777",3666,1,74.5,-40.5,3629.5,1,74.5,-40.5,3629.5
"2778",3667,1,75.5,-40.5,4020.99975586,1,75.5,-40.5,4020.99975586
"2779",3668,1,76.5,-40.5,3905.75024414,1,76.5,-40.5,3905.75024414
"2780",3669,1,77.5,-40.5,2863,1,77.5,-40.5,2863
"2781",3670,1,78.5,-40.5,2769.49975586,1,78.5,-40.5,2769.49975586
"2782",3671,1,79.5,-40.5,3142.74975586,1,79.5,-40.5,3142.74975586
"2783",3672,1,80.5,-40.5,3181.25,1,80.5,-40.5,3181.25
"2784",3673,1,81.5,-40.5,3216.25,1,81.5,-40.5,3216.25
"2785",3674,1,82.5,-40.5,3260.25,1,82.5,-40.5,3260.25
"2786",3675,1,83.5,-40.5,3207,1,83.5,-40.5,3207
"2787",3676,1,84.5,-40.5,3356.25,1,84.5,-40.5,3356.25
"2788",3677,1,85.5,-40.5,3380.5,1,85.5,-40.5,3380.5
"2789",3678,1,86.5,-40.5,2525.25,1,86.5,-40.5,2525.25
"2790",3679,1,87.5,-40.5,2946.25,1,87.5,-40.5,2946.25
"2791",3680,1,88.5,-40.5,3082.25,1,88.5,-40.5,3082.25
"2792",3681,1,89.5,-40.5,3214.75,1,89.5,-40.5,3214.75
"2793",3682,1,90.5,-40.5,3235.75,1,90.5,-40.5,3235.75
"2794",3683,1,91.5,-40.5,3411.75,1,91.5,-40.5,3411.75
"2795",3684,1,92.5,-40.5,3341.5,1,92.5,-40.5,3341.5
"2796",3685,1,93.5,-40.5,3464.74975586,1,93.5,-40.5,3464.74975586
"2797",3686,1,94.5,-40.5,3828.25,1,94.5,-40.5,3828.25
"2798",3687,1,95.5,-40.5,3694,1,95.5,-40.5,3694
"2799",3688,1,96.5,-40.5,3868,1,96.5,-40.5,3868
"2800",3689,1,97.5,-40.5,3882,1,97.5,-40.5,3882
"2801",3690,1,98.5,-40.5,4177.25,1,98.5,-40.5,4177.25
"2802",3691,1,99.5,-40.5,4288.25,1,99.5,-40.5,4288.25
"2803",3692,1,100.5,-40.5,4175.5,1,100.5,-40.5,4175.5
"2804",3693,1,101.5,-40.5,4498,1,101.5,-40.5,4498
"2805",3694,1,102.5,-40.5,4464.25,1,102.5,-40.5,4464.25
"2806",3695,1,103.5,-40.5,4704.75,1,103.5,-40.5,4704.75
"2807",3696,1,104.5,-40.5,4388.75,1,104.5,-40.5,4388.75
"2808",3697,1,105.5,-40.5,4573.5,1,105.5,-40.5,4573.5
"2809",3698,1,106.5,-40.5,4091.5,1,106.5,-40.5,4091.5
"2810",3699,1,107.5,-40.5,4434,1,107.5,-40.5,4434
"2811",3700,1,108.5,-40.5,4594.75,1,108.5,-40.5,4594.75
"2812",3701,1,109.5,-40.5,4491.25,1,109.5,-40.5,4491.25
"2813",3702,1,110.5,-40.5,4445.25,1,110.5,-40.5,4445.25
"2814",3703,1,111.5,-40.5,4520.75,1,111.5,-40.5,4520.75
"2815",3704,1,112.5,-40.5,4586.75,1,112.5,-40.5,4586.75
"2816",3705,1,113.5,-40.5,4694,1,113.5,-40.5,4694
"2817",3706,1,114.5,-40.5,4640.25,1,114.5,-40.5,4640.25
"2818",3707,1,115.5,-40.5,4675,1,115.5,-40.5,4675
"2819",3708,1,116.5,-40.5,4736,1,116.5,-40.5,4736
"2820",3709,1,117.5,-40.5,5030.50048828,1,117.5,-40.5,5030.50048828
"2821",3710,1,118.5,-40.5,4690.25,1,118.5,-40.5,4690.25
"2822",3712,1,120.5,-40.5,4830.25,1,120.5,-40.5,4830.25
"2823",3713,1,121.5,-40.5,5060.75,1,121.5,-40.5,5060.75
"2824",3714,1,122.5,-40.5,4926.5,1,122.5,-40.5,4926.5
"2825",3715,1,123.5,-40.5,5079,1,123.5,-40.5,5079
"2826",3716,1,124.5,-40.5,5159.5,1,124.5,-40.5,5159.5
"2827",3717,1,125.5,-40.5,5236,1,125.5,-40.5,5236
"2828",3718,1,126.5,-40.5,5299.5,1,126.5,-40.5,5299.5
"2829",3724,1,132.5,-40.5,5316,1,132.5,-40.5,5316
"2830",3725,1,133.5,-40.5,5235.25,1,133.5,-40.5,5235.25
"2831",3726,1,134.5,-40.5,4966.25,1,134.5,-40.5,4966.25
"2832",3728,1,136.5,-40.5,5030,1,136.5,-40.5,5030
"2833",3729,1,137.5,-40.5,5206.75,1,137.5,-40.5,5206.75
"2834",3730,1,138.5,-40.5,4781.25,1,138.5,-40.5,4781.25
"2835",3731,1,139.5,-40.5,5234,1,139.5,-40.5,5234
"2836",3732,1,140.5,-40.5,4573.75,1,140.5,-40.5,4573.75
"2837",3733,1,141.5,-40.5,4650,1,141.5,-40.5,4650
"2838",3734,1,142.5,-40.5,3488.25,1,142.5,-40.5,3488.25
"2839",3751,1,30.5,-39.5,4966,1,30.5,-39.5,4966
"2840",3752,1,31.5,-39.5,3917.75,1,31.5,-39.5,3917.75
"2841",3753,1,32.5,-39.5,3956.5,1,32.5,-39.5,3956.5
"2842",3754,1,33.5,-39.5,4028.75024414,1,33.5,-39.5,4028.75024414
"2843",3755,1,34.5,-39.5,4764,1,34.5,-39.5,4764
"2844",3756,1,35.5,-39.5,5253.5,1,35.5,-39.5,5253.5
"2845",3758,1,37.5,-39.5,5247,1,37.5,-39.5,5247
"2846",3759,1,38.5,-39.5,5100.5,1,38.5,-39.5,5100.5
"2847",3760,1,39.5,-39.5,4576.25048828,1,39.5,-39.5,4576.25048828
"2848",3761,1,40.5,-39.5,3998.75,1,40.5,-39.5,3998.75
"2849",3762,1,41.5,-39.5,3204.24975586,1,41.5,-39.5,3204.24975586
"2850",3763,1,42.5,-39.5,2736.25024414,1,42.5,-39.5,2736.25024414
"2851",3764,1,43.5,-39.5,2717.99975586,1,43.5,-39.5,2717.99975586
"2852",3765,1,44.5,-39.5,3071.5,1,44.5,-39.5,3071.5
"2853",3766,1,45.5,-39.5,2901.00024414,1,45.5,-39.5,2901.00024414
"2854",3767,1,46.5,-39.5,2442.5,1,46.5,-39.5,2442.5
"2855",3768,1,47.5,-39.5,1983.50036621,1,47.5,-39.5,1983.50036621
"2856",3769,1,48.5,-39.5,2908.49975586,1,48.5,-39.5,2908.49975586
"2857",3770,1,49.5,-39.5,3585.25,1,49.5,-39.5,3585.25
"2858",3771,1,50.5,-39.5,3179,1,50.5,-39.5,3179
"2859",3772,1,51.5,-39.5,3814.25,1,51.5,-39.5,3814.25
"2860",3773,1,52.5,-39.5,4208.75,1,52.5,-39.5,4208.75
"2861",3774,1,53.5,-39.5,4193.99951172,1,53.5,-39.5,4193.99951172
"2862",3775,1,54.5,-39.5,4339.25,1,54.5,-39.5,4339.25
"2863",3776,1,55.5,-39.5,4710.25,1,55.5,-39.5,4710.25
"2864",3777,1,56.5,-39.5,4777.75,1,56.5,-39.5,4777.75
"2865",3778,1,57.5,-39.5,5033.25,1,57.5,-39.5,5033.25
"2866",3779,1,58.5,-39.5,5224.25,1,58.5,-39.5,5224.25
"2867",3780,1,59.5,-39.5,5265.25,1,59.5,-39.5,5265.25
"2868",3783,1,62.5,-39.5,5029.5,1,62.5,-39.5,5029.5
"2869",3784,1,63.5,-39.5,5080.75,1,63.5,-39.5,5080.75
"2870",3785,1,64.5,-39.5,4803.5,1,64.5,-39.5,4803.5
"2871",3786,1,65.5,-39.5,4481,1,65.5,-39.5,4481
"2872",3787,1,66.5,-39.5,4218.25,1,66.5,-39.5,4218.25
"2873",3788,1,67.5,-39.5,4225,1,67.5,-39.5,4225
"2874",3789,1,68.5,-39.5,4003.25,1,68.5,-39.5,4003.25
"2875",3790,1,69.5,-39.5,4208.75,1,69.5,-39.5,4208.75
"2876",3791,1,70.5,-39.5,4351,1,70.5,-39.5,4351
"2877",3792,1,71.5,-39.5,4255,1,71.5,-39.5,4255
"2878",3793,1,72.5,-39.5,3995,1,72.5,-39.5,3995
"2879",3794,1,73.5,-39.5,4150.5,1,73.5,-39.5,4150.5
"2880",3795,1,74.5,-39.5,3925.75,1,74.5,-39.5,3925.75
"2881",3796,1,75.5,-39.5,3487.25024414,1,75.5,-39.5,3487.25024414
"2882",3797,1,76.5,-39.5,3641.5,1,76.5,-39.5,3641.5
"2883",3798,1,77.5,-39.5,2076.75,1,77.5,-39.5,2076.75
"2884",3799,1,78.5,-39.5,2227.5,1,78.5,-39.5,2227.5
"2885",3800,1,79.5,-39.5,3162.75,1,79.5,-39.5,3162.75
"2886",3801,1,80.5,-39.5,3424.25,1,80.5,-39.5,3424.25
"2887",3802,1,81.5,-39.5,3352.75,1,81.5,-39.5,3352.75
"2888",3803,1,82.5,-39.5,3464,1,82.5,-39.5,3464
"2889",3804,1,83.5,-39.5,3430.75,1,83.5,-39.5,3430.75
"2890",3805,1,84.5,-39.5,3464,1,84.5,-39.5,3464
"2891",3806,1,85.5,-39.5,3505.75,1,85.5,-39.5,3505.75
"2892",3807,1,86.5,-39.5,3580.5,1,86.5,-39.5,3580.5
"2893",3808,1,87.5,-39.5,3613.00024414,1,87.5,-39.5,3613.00024414
"2894",3809,1,88.5,-39.5,3465.75,1,88.5,-39.5,3465.75
"2895",3810,1,89.5,-39.5,3356,1,89.5,-39.5,3356
"2896",3811,1,90.5,-39.5,3287,1,90.5,-39.5,3287
"2897",3812,1,91.5,-39.5,3318.25,1,91.5,-39.5,3318.25
"2898",3813,1,92.5,-39.5,3429.75,1,92.5,-39.5,3429.75
"2899",3814,1,93.5,-39.5,3543.75,1,93.5,-39.5,3543.75
"2900",3815,1,94.5,-39.5,3763.25,1,94.5,-39.5,3763.25
"2901",3816,1,95.5,-39.5,3866.5,1,95.5,-39.5,3866.5
"2902",3817,1,96.5,-39.5,3811.5,1,96.5,-39.5,3811.5
"2903",3818,1,97.5,-39.5,3959.75,1,97.5,-39.5,3959.75
"2904",3819,1,98.5,-39.5,4228,1,98.5,-39.5,4228
"2905",3820,1,99.5,-39.5,4323.5,1,99.5,-39.5,4323.5
"2906",3821,1,100.5,-39.5,4258.5,1,100.5,-39.5,4258.5
"2907",3822,1,101.5,-39.5,3986,1,101.5,-39.5,3986
"2908",3823,1,102.5,-39.5,4634.5,1,102.5,-39.5,4634.5
"2909",3824,1,103.5,-39.5,4719.75,1,103.5,-39.5,4719.75
"2910",3825,1,104.5,-39.5,4591.5,1,104.5,-39.5,4591.5
"2911",3826,1,105.5,-39.5,4797,1,105.5,-39.5,4797
"2912",3827,1,106.5,-39.5,4441.75,1,106.5,-39.5,4441.75
"2913",3828,1,107.5,-39.5,4569.5,1,107.5,-39.5,4569.5
"2914",3829,1,108.5,-39.5,4624.5,1,108.5,-39.5,4624.5
"2915",3830,1,109.5,-39.5,4436,1,109.5,-39.5,4436
"2916",3831,1,110.5,-39.5,4524.75,1,110.5,-39.5,4524.75
"2917",3832,1,111.5,-39.5,4719.75,1,111.5,-39.5,4719.75
"2918",3833,1,112.5,-39.5,4509,1,112.5,-39.5,4509
"2919",3834,1,113.5,-39.5,4634.5,1,113.5,-39.5,4634.5
"2920",3835,1,114.5,-39.5,4788,1,114.5,-39.5,4788
"2921",3836,1,115.5,-39.5,4818.5,1,115.5,-39.5,4818.5
"2922",3837,1,116.5,-39.5,4837,1,116.5,-39.5,4837
"2923",3838,1,117.5,-39.5,4723.75,1,117.5,-39.5,4723.75
"2924",3839,1,118.5,-39.5,4699,1,118.5,-39.5,4699
"2925",3840,1,119.5,-39.5,4720.75,1,119.5,-39.5,4720.75
"2926",3841,1,120.5,-39.5,4878.75,1,120.5,-39.5,4878.75
"2927",3842,1,121.5,-39.5,4843.5,1,121.5,-39.5,4843.5
"2928",3843,1,122.5,-39.5,4784.00048828,1,122.5,-39.5,4784.00048828
"2929",3844,1,123.5,-39.5,5069.75,1,123.5,-39.5,5069.75
"2930",3845,1,124.5,-39.5,5113.25,1,124.5,-39.5,5113.25
"2931",3846,1,125.5,-39.5,5005.5,1,125.5,-39.5,5005.5
"2932",3847,1,126.5,-39.5,5056.25048828,1,126.5,-39.5,5056.25048828
"2933",3849,1,128.5,-39.5,5328.25,1,128.5,-39.5,5328.25
"2934",3856,1,135.5,-39.5,5218.25,1,135.5,-39.5,5218.25
"2935",3858,1,137.5,-39.5,5024.5,1,137.5,-39.5,5024.5
"2936",3859,1,138.5,-39.5,4819.75,1,138.5,-39.5,4819.75
"2937",3860,1,139.5,-39.5,4864.25,1,139.5,-39.5,4864.25
"2938",3861,1,140.5,-39.5,4388.5,1,140.5,-39.5,4388.5
"2939",3862,1,141.5,-39.5,3205.75,1,141.5,-39.5,3205.75
"2940",3863,1,142.5,-39.5,1457.25012207,1,142.5,-39.5,1457.25012207
"2941",3880,1,30.5,-38.5,4370.5,1,30.5,-38.5,4370.5
"2942",3881,1,31.5,-38.5,3904.5,1,31.5,-38.5,3904.5
"2943",3882,1,32.5,-38.5,4223.5,1,32.5,-38.5,4223.5
"2944",3883,1,33.5,-38.5,4377.25,1,33.5,-38.5,4377.25
"2945",3884,1,34.5,-38.5,5102,1,34.5,-38.5,5102
"2946",3886,1,36.5,-38.5,5195.75,1,36.5,-38.5,5195.75
"2947",3887,1,37.5,-38.5,4907.25,1,37.5,-38.5,4907.25
"2948",3888,1,38.5,-38.5,4844,1,38.5,-38.5,4844
"2949",3889,1,39.5,-38.5,4845.75,1,39.5,-38.5,4845.75
"2950",3890,1,40.5,-38.5,4308.25,1,40.5,-38.5,4308.25
"2951",3891,1,41.5,-38.5,3918.24975586,1,41.5,-38.5,3918.24975586
"2952",3892,1,42.5,-38.5,3635,1,42.5,-38.5,3635
"2953",3893,1,43.5,-38.5,2192.25,1,43.5,-38.5,2192.25
"2954",3894,1,44.5,-38.5,3591.75024414,1,44.5,-38.5,3591.75024414
"2955",3895,1,45.5,-38.5,3124.25,1,45.5,-38.5,3124.25
"2956",3896,1,46.5,-38.5,2633.5,1,46.5,-38.5,2633.5
"2957",3897,1,47.5,-38.5,1960.25,1,47.5,-38.5,1960.25
"2958",3898,1,48.5,-38.5,2320.74975586,1,48.5,-38.5,2320.74975586
"2959",3899,1,49.5,-38.5,3138.25,1,49.5,-38.5,3138.25
"2960",3900,1,50.5,-38.5,3417.5,1,50.5,-38.5,3417.5
"2961",3901,1,51.5,-38.5,3402.75,1,51.5,-38.5,3402.75
"2962",3902,1,52.5,-38.5,4103.75048828,1,52.5,-38.5,4103.75048828
"2963",3903,1,53.5,-38.5,4780.75,1,53.5,-38.5,4780.75
"2964",3904,1,54.5,-38.5,4038.25,1,54.5,-38.5,4038.25
"2965",3905,1,55.5,-38.5,4655.25,1,55.5,-38.5,4655.25
"2966",3906,1,56.5,-38.5,4368.5,1,56.5,-38.5,4368.5
"2967",3907,1,57.5,-38.5,5297.75,1,57.5,-38.5,5297.75
"2968",3908,1,58.5,-38.5,5232.5,1,58.5,-38.5,5232.5
"2969",3909,1,59.5,-38.5,5301,1,59.5,-38.5,5301
"2970",3910,1,60.5,-38.5,5264.5,1,60.5,-38.5,5264.5
"2971",3911,1,61.5,-38.5,5134.25,1,61.5,-38.5,5134.25
"2972",3912,1,62.5,-38.5,5141.75,1,62.5,-38.5,5141.75
"2973",3913,1,63.5,-38.5,5120,1,63.5,-38.5,5120
"2974",3914,1,64.5,-38.5,4869,1,64.5,-38.5,4869
"2975",3915,1,65.5,-38.5,4522.75,1,65.5,-38.5,4522.75
"2976",3916,1,66.5,-38.5,4491.75,1,66.5,-38.5,4491.75
"2977",3917,1,67.5,-38.5,4265,1,67.5,-38.5,4265
"2978",3918,1,68.5,-38.5,4205,1,68.5,-38.5,4205
"2979",3919,1,69.5,-38.5,4112,1,69.5,-38.5,4112
"2980",3920,1,70.5,-38.5,4215.25,1,70.5,-38.5,4215.25
"2981",3921,1,71.5,-38.5,4650.75,1,71.5,-38.5,4650.75
"2982",3922,1,72.5,-38.5,4346.75,1,72.5,-38.5,4346.75
"2983",3923,1,73.5,-38.5,4039,1,73.5,-38.5,4039
"2984",3924,1,74.5,-38.5,4528.75,1,74.5,-38.5,4528.75
"2985",3925,1,75.5,-38.5,3655.5,1,75.5,-38.5,3655.5
"2986",3926,1,76.5,-38.5,2587.25024414,1,76.5,-38.5,2587.25024414
"2987",3927,1,77.5,-38.5,1142.74987793,1,77.5,-38.5,1142.74987793
"2988",3928,1,78.5,-38.5,2680.50073242,1,78.5,-38.5,2680.50073242
"2989",3929,1,79.5,-38.5,3476.75,1,79.5,-38.5,3476.75
"2990",3930,1,80.5,-38.5,3213.74975586,1,80.5,-38.5,3213.74975586
"2991",3931,1,81.5,-38.5,3519.5,1,81.5,-38.5,3519.5
"2992",3932,1,82.5,-38.5,3562,1,82.5,-38.5,3562
"2993",3933,1,83.5,-38.5,3527,1,83.5,-38.5,3527
"2994",3934,1,84.5,-38.5,3653,1,84.5,-38.5,3653
"2995",3935,1,85.5,-38.5,3703,1,85.5,-38.5,3703
"2996",3936,1,86.5,-38.5,3538.5,1,86.5,-38.5,3538.5
"2997",3937,1,87.5,-38.5,3390,1,87.5,-38.5,3390
"2998",3938,1,88.5,-38.5,3451.75,1,88.5,-38.5,3451.75
"2999",3939,1,89.5,-38.5,3611.75,1,89.5,-38.5,3611.75
"3000",3940,1,90.5,-38.5,3653.25,1,90.5,-38.5,3653.25
"3001",3941,1,91.5,-38.5,3800.75,1,91.5,-38.5,3800.75
"3002",3942,1,92.5,-38.5,3542.5,1,92.5,-38.5,3542.5
"3003",3943,1,93.5,-38.5,3867.00024414,1,93.5,-38.5,3867.00024414
"3004",3944,1,94.5,-38.5,3544.25024414,1,94.5,-38.5,3544.25024414
"3005",3945,1,95.5,-38.5,4067.75,1,95.5,-38.5,4067.75
"3006",3946,1,96.5,-38.5,4255,1,96.5,-38.5,4255
"3007",3947,1,97.5,-38.5,4225,1,97.5,-38.5,4225
"3008",3948,1,98.5,-38.5,4201.25,1,98.5,-38.5,4201.25
"3009",3949,1,99.5,-38.5,4482,1,99.5,-38.5,4482
"3010",3950,1,100.5,-38.5,4384.25,1,100.5,-38.5,4384.25
"3011",3951,1,101.5,-38.5,4228,1,101.5,-38.5,4228
"3012",3952,1,102.5,-38.5,4458.25,1,102.5,-38.5,4458.25
"3013",3953,1,103.5,-38.5,4540,1,103.5,-38.5,4540
"3014",3954,1,104.5,-38.5,4686.25,1,104.5,-38.5,4686.25
"3015",3955,1,105.5,-38.5,4648.25,1,105.5,-38.5,4648.25
"3016",3956,1,106.5,-38.5,4640.75,1,106.5,-38.5,4640.75
"3017",3957,1,107.5,-38.5,4522.75,1,107.5,-38.5,4522.75
"3018",3958,1,108.5,-38.5,4837,1,108.5,-38.5,4837
"3019",3959,1,109.5,-38.5,5063.5,1,109.5,-38.5,5063.5
"3020",3960,1,110.5,-38.5,4489.75,1,110.5,-38.5,4489.75
"3021",3961,1,111.5,-38.5,4664,1,111.5,-38.5,4664
"3022",3962,1,112.5,-38.5,4128.5,1,112.5,-38.5,4128.5
"3023",3963,1,113.5,-38.5,4152.24951172,1,113.5,-38.5,4152.24951172
"3024",3964,1,114.5,-38.5,4800.5,1,114.5,-38.5,4800.5
"3025",3965,1,115.5,-38.5,4850,1,115.5,-38.5,4850
"3026",3966,1,116.5,-38.5,5159,1,116.5,-38.5,5159
"3027",3967,1,117.5,-38.5,5113,1,117.5,-38.5,5113
"3028",3968,1,118.5,-38.5,5147.25,1,118.5,-38.5,5147.25
"3029",3969,1,119.5,-38.5,4780.5,1,119.5,-38.5,4780.5
"3030",3970,1,120.5,-38.5,5178.75,1,120.5,-38.5,5178.75
"3031",3971,1,121.5,-38.5,4769,1,121.5,-38.5,4769
"3032",3972,1,122.5,-38.5,4887.5,1,122.5,-38.5,4887.5
"3033",3973,1,123.5,-38.5,5138.5,1,123.5,-38.5,5138.5
"3034",3975,1,125.5,-38.5,5300.75,1,125.5,-38.5,5300.75
"3035",3976,1,126.5,-38.5,4843.75,1,126.5,-38.5,4843.75
"3036",3988,1,138.5,-38.5,5018.5,1,138.5,-38.5,5018.5
"3037",3989,1,139.5,-38.5,3489.75024414,1,139.5,-38.5,3489.75024414
"3038",3990,1,140.5,-38.5,1698.00012207,1,140.5,-38.5,1698.00012207
"3039",4010,1,31.5,-37.5,4240.75,1,31.5,-37.5,4240.75
"3040",4011,1,32.5,-37.5,4271.5,1,32.5,-37.5,4271.5
"3041",4012,1,33.5,-37.5,3979.75024414,1,33.5,-37.5,3979.75024414
"3042",4013,1,34.5,-37.5,4032.24975586,1,34.5,-37.5,4032.24975586
"3043",4014,1,35.5,-37.5,5088.5,1,35.5,-37.5,5088.5
"3044",4016,1,37.5,-37.5,5275,1,37.5,-37.5,5275
"3045",4017,1,38.5,-37.5,5003.25,1,38.5,-37.5,5003.25
"3046",4018,1,39.5,-37.5,5006.5,1,39.5,-37.5,5006.5
"3047",4019,1,40.5,-37.5,4597,1,40.5,-37.5,4597
"3048",4020,1,41.5,-37.5,4305,1,41.5,-37.5,4305
"3049",4021,1,42.5,-37.5,4058,1,42.5,-37.5,4058
"3050",4022,1,43.5,-37.5,2974.25,1,43.5,-37.5,2974.25
"3051",4023,1,44.5,-37.5,2976.75,1,44.5,-37.5,2976.75
"3052",4024,1,45.5,-37.5,3387.25,1,45.5,-37.5,3387.25
"3053",4025,1,46.5,-37.5,4178.24951172,1,46.5,-37.5,4178.24951172
"3054",4026,1,47.5,-37.5,3571,1,47.5,-37.5,3571
"3055",4027,1,48.5,-37.5,2982.75,1,48.5,-37.5,2982.75
"3056",4028,1,49.5,-37.5,1943.75,1,49.5,-37.5,1943.75
