"","depth","richness","x_exact","y_exact","y_exact_abs","ocean"
"147",1329,6,-77.5,14.5,14.5,"atlantic"
"148",1299,6,-69.5,12.5,12.5,"atlantic"
"149",1285,6,-9.5,37.5,37.5,"atlantic"
"150",1202,6,-23.5,15.5,15.5,"atlantic"
"151",1119,6,-74.5,11.5,11.5,"atlantic"
"152",1064,6,-60.5,11.5,11.5,"atlantic"
"153",876,6,-3.5,36.5,36.5,"atlantic"
"154",837,6,-2.5,36.5,36.5,"atlantic"
"155",775,6,-47.5,2.5,2.5,"atlantic"
"156",679,6,-11.5,36.5,36.5,"atlantic"
"157",655,6,-7.5,36.5,36.5,"atlantic"
"158",520,6,-3.5,35.5,35.5,"atlantic"
"159",515,6,-77.5,32.5,32.5,"atlantic"
"160",275,6,-79.5,31.5,31.5,"atlantic"
"161",194,6,-1.5,35.5,35.5,"atlantic"
"162",132,6,-4.5,43.5,43.5,"atlantic"
"163",109,6,-16.5,18.5,18.5,"atlantic"
"164",99,6,-12.5,28.5,28.5,"atlantic"
"165",92,6,-13.5,27.5,27.5,"atlantic"
"166",48,6,-48.5,2.5,2.5,"atlantic"
"167",23,6,-50.5,3.5,3.5,"atlantic"
"168",2161,5,-16.5,25.5,25.5,"atlantic"
"169",2111,5,-83.5,23.5,23.5,"atlantic"
"170",2058,5,-85.5,22.5,22.5,"atlantic"
"171",1997,5,-12.5,30.5,30.5,"atlantic"
"172",1987,5,-73.5,22.5,22.5,"atlantic"
"173",1895,5,-64.5,32.5,32.5,"atlantic"
"174",1886,5,-28.5,31.5,31.5,"atlantic"
"175",1849,5,-26.5,37.5,37.5,"atlantic"
"176",1838,5,-82.5,23.5,23.5,"atlantic"
"177",1785,5,-13.5,30.5,30.5,"atlantic"
"178",1762,5,-34.5,35.5,35.5,"atlantic"
"179",1748,5,-12.5,29.5,29.5,"atlantic"
"180",1639,5,-76.5,25.5,25.5,"atlantic"
"181",1606,5,-77.5,24.5,24.5,"atlantic"
"182",1596,5,-11.5,42.5,42.5,"atlantic"
"183",1586,5,-33.5,36.5,36.5,"atlantic"
"184",1568,5,-76.5,24.5,24.5,"atlantic"
"185",1547,5,-27.5,38.5,38.5,"atlantic"
"186",1504,5,-78.5,20.5,20.5,"atlantic"
"187",1443,5,-87.5,24.5,24.5,"atlantic"
"188",1425,5,-7.5,34.5,34.5,"atlantic"
"189",1384,5,-11.5,29.5,29.5,"atlantic"
"190",1312,5,-86.5,20.5,20.5,"atlantic"
"191",1300,5,-64.5,10.5,10.5,"atlantic"
"192",1288,5,-17.5,22.5,22.5,"atlantic"
"193",1287,5,-53.5,8.5,8.5,"atlantic"
"194",1279,5,-13.5,28.5,28.5,"atlantic"
"195",1248,5,-59.5,10.5,10.5,"atlantic"
"196",1226,5,-10.5,31.5,31.5,"atlantic"
"197",1088,5,-26.5,38.5,38.5,"atlantic"
"198",1046,5,-55.5,7.5,7.5,"atlantic"
"199",894,5,-9.5,43.5,43.5,"atlantic"
"200",589,5,-76.5,9.5,9.5,"atlantic"
"201",579,5,-13.5,29.5,29.5,"atlantic"
"202",507,5,-76.5,33.5,33.5,"atlantic"
"203",424,5,0.5,38.5,38.5,"atlantic"
"204",412,5,-16.5,24.5,24.5,"atlantic"
"205",387,5,-48.5,3.5,3.5,"atlantic"
"206",307,5,-16.5,28.5,28.5,"atlantic"
"207",281,5,-14.5,26.5,26.5,"atlantic"
"208",263,5,-81.5,12.5,12.5,"atlantic"
"209",257,5,-17.5,21.5,21.5,"atlantic"
"210",228,5,11.5,36.5,36.5,"atlantic"
"211",180,5,10.5,37.5,37.5,"atlantic"
"212",155,5,9.5,37.5,37.5,"atlantic"
"213",120,5,-16.5,17.5,17.5,"atlantic"
"214",113,5,-2.5,43.5,43.5,"atlantic"
"215",110,5,12.5,37.5,37.5,"atlantic"
"216",75,5,-47.5,1.5,1.5,"atlantic"
"217",63,5,-8.5,33.5,33.5,"atlantic"
"218",62,5,-17.5,20.5,20.5,"atlantic"
"219",58,5,-6.5,36.5,36.5,"atlantic"
"220",49,5,-15.5,9.5,9.5,"atlantic"
"221",45,5,-46.5,0.5,0.5,"atlantic"
"222",45,5,-16.5,10.5,10.5,"atlantic"
"223",43,5,-91.5,21.5,21.5,"atlantic"
"224",34,5,-47.5,0.5,0.5,"atlantic"
"225",24,5,-80.5,31.5,31.5,"atlantic"
"226",18,5,-82.5,13.5,13.5,"atlantic"
"227",13,5,-85.5,29.5,29.5,"atlantic"
"228",12,5,-80.5,28.5,28.5,"atlantic"
"229",2438,4,-77.5,15.5,15.5,"atlantic"
"230",2423,4,-82.5,17.5,17.5,"atlantic"
"231",2413,4,-17.5,24.5,24.5,"atlantic"
"232",2395,4,-35.5,35.5,35.5,"atlantic"
"233",2296,4,-78.5,15.5,15.5,"atlantic"
"234",2261,4,-80.5,20.5,20.5,"atlantic"
"235",2200,4,-77.5,16.5,16.5,"atlantic"
"236",2192,4,-8.5,36.5,36.5,"atlantic"
"237",2177,4,-79.5,15.5,15.5,"atlantic"
"238",2168,4,-40.5,31.5,31.5,"atlantic"
"239",2164,4,-30.5,41.5,41.5,"atlantic"
"240",2156,4,-8.5,47.5,47.5,"atlantic"
"241",2129,4,-75.5,22.5,22.5,"atlantic"
"242",2109,4,-60.5,14.5,14.5,"atlantic"
"243",2091,4,-88.5,27.5,27.5,"atlantic"
"244",2088,4,-31.5,37.5,37.5,"atlantic"
"245",2086,4,-31.5,40.5,40.5,"atlantic"
"246",2081,4,-62.5,15.5,15.5,"atlantic"
"247",2054,4,-85.5,21.5,21.5,"atlantic"
"248",2005,4,-69.5,19.5,19.5,"atlantic"
"249",1981,4,-60.5,13.5,13.5,"atlantic"
"250",1979,4,-58.5,12.5,12.5,"atlantic"
"251",1962,4,-75.5,16.5,16.5,"atlantic"
"252",1946,4,-81.5,17.5,17.5,"atlantic"
"253",1940,4,-62.5,18.5,18.5,"atlantic"
"254",1905,4,-28.5,39.5,39.5,"atlantic"
"255",1904,4,-29.5,42.5,42.5,"atlantic"
"256",1894,4,-32.5,39.5,39.5,"atlantic"
"257",1887,4,-30.5,40.5,40.5,"atlantic"
"258",1885,4,-67.5,18.5,18.5,"atlantic"
"259",1876,4,-10.5,30.5,30.5,"atlantic"
"260",1861,4,-89.5,27.5,27.5,"atlantic"
"261",1848,4,-76.5,32.5,32.5,"atlantic"
"262",1837,4,-29.5,41.5,41.5,"atlantic"
"263",1829,4,-73.5,19.5,19.5,"atlantic"
"264",1819,4,-63.5,14.5,14.5,"atlantic"
"265",1818,4,-80.5,17.5,17.5,"atlantic"
"266",1813,4,-76.5,16.5,16.5,"atlantic"
"267",1806,4,-29.5,38.5,38.5,"atlantic"
"268",1754,4,-27.5,48.5,48.5,"atlantic"
"269",1753,4,-76.5,17.5,17.5,"atlantic"
"270",1741,4,-30.5,38.5,38.5,"atlantic"
"271",1732,4,-32.5,37.5,37.5,"atlantic"
"272",1731,4,-74.5,22.5,22.5,"atlantic"
"273",1727,4,-47.5,3.5,3.5,"atlantic"
"274",1711,4,-88.5,28.5,28.5,"atlantic"
"275",1708,4,-17.5,19.5,19.5,"atlantic"
"276",1707,4,-70.5,20.5,20.5,"atlantic"
"277",1693,4,-48.5,4.5,4.5,"atlantic"
"278",1686,4,-18.5,20.5,20.5,"atlantic"
"279",1686,4,-29.5,39.5,39.5,"atlantic"
"280",1656,4,-75.5,17.5,17.5,"atlantic"
"281",1640,4,-79.5,17.5,17.5,"atlantic"
"282",1602,4,-59.5,12.5,12.5,"atlantic"
"283",1583,4,-27.5,39.5,39.5,"atlantic"
"284",1559,4,-30.5,39.5,39.5,"atlantic"
"285",1550,4,-31.5,39.5,39.5,"atlantic"
"286",1527,4,-59.5,13.5,13.5,"atlantic"
"287",1516,4,-29.5,37.5,37.5,"atlantic"
"288",1509,4,-63.5,16.5,16.5,"atlantic"
"289",1486,4,-63.5,15.5,15.5,"atlantic"
"290",1485,4,-49.5,4.5,4.5,"atlantic"
"291",1450,4,-52.5,7.5,7.5,"atlantic"
"292",1424,4,-31.5,38.5,38.5,"atlantic"
"293",1375,4,-66.5,11.5,11.5,"atlantic"
"294",1367,4,-12.5,49.5,49.5,"atlantic"
"295",1341,4,-46.5,1.5,1.5,"atlantic"
"296",1234,4,-6.5,4.5,4.5,"atlantic"
"297",1142,4,-17.5,9.5,9.5,"atlantic"
"298",1109,4,-9.5,4.5,4.5,"atlantic"
"299",1027,4,-14.5,8.5,8.5,"atlantic"
"300",966,4,15.5,38.5,38.5,"atlantic"
"301",953,4,11.5,37.5,37.5,"atlantic"
"302",898,4,-11.5,6.5,6.5,"atlantic"
"303",824,4,-38.5,-16.5,16.5,"atlantic"
"304",658,4,-17.5,10.5,10.5,"atlantic"
"305",644,4,8.5,38.5,38.5,"atlantic"
"306",644,4,10.5,38.5,38.5,"atlantic"
"307",628,4,-16.5,9.5,9.5,"atlantic"
"308",508,4,1.5,38.5,38.5,"atlantic"
"309",492,4,21.5,37.5,37.5,"atlantic"
"310",390,4,-38.5,-19.5,19.5,"atlantic"
"311",373,4,15.5,39.5,39.5,"atlantic"
"312",243,4,3.5,42.5,42.5,"atlantic"
"313",240,4,-78.5,32.5,32.5,"atlantic"
"314",164,4,14.5,36.5,36.5,"atlantic"
"315",155,4,-4.5,46.5,46.5,"atlantic"
"316",131,4,9.5,41.5,41.5,"atlantic"
"317",94,4,-17.5,14.5,14.5,"atlantic"
"318",88,4,-10.5,29.5,29.5,"atlantic"
"319",85,4,-8.5,43.5,43.5,"atlantic"
"320",68,4,-9.5,32.5,32.5,"atlantic"
"321",62,4,-17.5,12.5,12.5,"atlantic"
"322",50,4,-34.5,-7.5,7.5,"atlantic"
"323",46,4,-38.5,-18.5,18.5,"atlantic"
"324",38,4,-14.5,9.5,9.5,"atlantic"
"325",37,4,-45.5,-0.5,0.5,"atlantic"
"326",37,4,-16.5,23.5,23.5,"atlantic"
"327",36,4,-39.5,-19.5,19.5,"atlantic"
"328",35,4,-38.5,-17.5,17.5,"atlantic"
"329",29,4,-13.5,7.5,7.5,"atlantic"
"330",22,4,-79.5,32.5,32.5,"atlantic"
"331",21,4,-46.5,-0.5,0.5,"atlantic"
"332",20,4,-48.5,1.5,1.5,"atlantic"
"333",16,4,-49.5,2.5,2.5,"atlantic"
"334",12,4,-89.5,21.5,21.5,"atlantic"
"335",4546,3,-48.5,30.5,30.5,"atlantic"
"336",4545,3,-48.5,22.5,22.5,"atlantic"
"337",4538,3,-47.5,15.5,15.5,"atlantic"
"338",4513,3,-51.5,20.5,20.5,"atlantic"
"339",4511,3,-51.5,24.5,24.5,"atlantic"
"340",4509,3,-50.5,22.5,22.5,"atlantic"
"341",4492,3,-49.5,23.5,23.5,"atlantic"
"342",4484,3,-47.5,25.5,25.5,"atlantic"
"343",4481,3,-47.5,26.5,26.5,"atlantic"
"344",4469,3,-61.5,32.5,32.5,"atlantic"
"345",4441,3,-50.5,25.5,25.5,"atlantic"
"346",4438,3,-50.5,30.5,30.5,"atlantic"
"347",4435,3,-47.5,29.5,29.5,"atlantic"
"348",4435,3,-52.5,34.5,34.5,"atlantic"
"349",4432,3,-50.5,14.5,14.5,"atlantic"
"350",4408,3,-64.5,31.5,31.5,"atlantic"
"351",4397,3,-48.5,23.5,23.5,"atlantic"
"352",4382,3,-63.5,31.5,31.5,"atlantic"
"353",4359,3,-49.5,17.5,17.5,"atlantic"
"354",4326,3,-48.5,13.5,13.5,"atlantic"
"355",4301,3,-49.5,18.5,18.5,"atlantic"
"356",4281,3,-50.5,32.5,32.5,"atlantic"
"357",4230,3,-48.5,18.5,18.5,"atlantic"
"358",4224,3,-47.5,21.5,21.5,"atlantic"
"359",4195,3,-48.5,24.5,24.5,"atlantic"
"360",4120,3,-49.5,15.5,15.5,"atlantic"
"361",4107,3,-47.5,27.5,27.5,"atlantic"
"362",4095,3,-48.5,20.5,20.5,"atlantic"
"363",4073,3,-25.5,16.5,16.5,"atlantic"
"364",4068,3,-40.5,27.5,27.5,"atlantic"
"365",4062,3,-20.5,24.5,24.5,"atlantic"
"366",4056,3,-48.5,16.5,16.5,"atlantic"
"367",4055,3,-45.5,32.5,32.5,"atlantic"
"368",4053,3,-18.5,28.5,28.5,"atlantic"
"369",4052,3,-39.5,29.5,29.5,"atlantic"
"370",4049,3,-41.5,33.5,33.5,"atlantic"
"371",4048,3,-43.5,34.5,34.5,"atlantic"
"372",4048,3,-40.5,35.5,35.5,"atlantic"
"373",4024,3,-35.5,32.5,32.5,"atlantic"
"374",4022,3,-42.5,27.5,27.5,"atlantic"
"375",4012,3,-19.5,32.5,32.5,"atlantic"
"376",3989,3,-48.5,17.5,17.5,"atlantic"
"377",3979,3,-47.5,22.5,22.5,"atlantic"
"378",3979,3,-39.5,28.5,28.5,"atlantic"
"379",3978,3,-32.5,31.5,31.5,"atlantic"
"380",3975,3,-34.5,32.5,32.5,"atlantic"
"381",3972,3,-38.5,30.5,30.5,"atlantic"
"382",3964,3,-48.5,27.5,27.5,"atlantic"
"383",3962,3,-31.5,28.5,28.5,"atlantic"
"384",3958,3,-53.5,17.5,17.5,"atlantic"
"385",3940,3,-19.5,26.5,26.5,"atlantic"
"386",3939,3,-46.5,17.5,17.5,"atlantic"
"387",3938,3,-46.5,12.5,12.5,"atlantic"
"388",3919,3,-47.5,23.5,23.5,"atlantic"
"389",3880,3,-44.5,33.5,33.5,"atlantic"
"390",3875,3,-33.5,31.5,31.5,"atlantic"
"391",3859,3,-41.5,35.5,35.5,"atlantic"
"392",3857,3,-30.5,31.5,31.5,"atlantic"
"393",3851,3,-24.5,15.5,15.5,"atlantic"
"394",3467,3,-23.5,17.5,17.5,"atlantic"
"395",3458,3,-44.5,-30.5,30.5,"atlantic"
"396",3401,3,-46.5,-31.5,31.5,"atlantic"
"397",3352,3,-47.5,-31.5,31.5,"atlantic"
"398",3214,3,-46.5,-30.5,30.5,"atlantic"
"399",3205,3,-48.5,-33.5,33.5,"atlantic"
"400",3181,3,-42.5,-49.5,49.5,"atlantic"
"401",2981,3,-45.5,-28.5,28.5,"atlantic"
"402",2940,3,-48.5,-32.5,32.5,"atlantic"
"403",2903,3,-44.5,-27.5,27.5,"atlantic"
"404",2855,3,-43.5,-27.5,27.5,"atlantic"
"405",2796,3,-48.5,-31.5,31.5,"atlantic"
"406",2718,3,-36.5,35.5,35.5,"atlantic"
"407",2606,3,-74.5,23.5,23.5,"atlantic"
"408",2590,3,-24.5,16.5,16.5,"atlantic"
"409",2502,3,-37.5,34.5,34.5,"atlantic"
"410",2483,3,-84.5,18.5,18.5,"atlantic"
"411",2481,3,-44.5,-26.5,26.5,"atlantic"
"412",2465,3,-37.5,-12.5,12.5,"atlantic"
"413",2431,3,-79.5,14.5,14.5,"atlantic"
"414",2430,3,-36.5,34.5,34.5,"atlantic"
"415",2427,3,-32.5,36.5,36.5,"atlantic"
"416",2416,3,-45.5,-27.5,27.5,"atlantic"
"417",2416,3,-43.5,-26.5,26.5,"atlantic"
"418",2404,3,-68.5,12.5,12.5,"atlantic"
"419",2398,3,-17.5,17.5,17.5,"atlantic"
"420",2393,3,-9.5,41.5,41.5,"atlantic"
"421",2380,3,-41.5,30.5,30.5,"atlantic"
"422",2377,3,-49.5,-33.5,33.5,"atlantic"
"423",2377,3,-17.5,18.5,18.5,"atlantic"
"424",2375,3,-38.5,33.5,33.5,"atlantic"
"425",2373,3,-46.5,-29.5,29.5,"atlantic"
"426",2367,3,-10.5,42.5,42.5,"atlantic"
"427",2356,3,-11.5,30.5,30.5,"atlantic"
"428",2337,3,-27.5,37.5,37.5,"atlantic"
"429",2336,3,-50.5,5.5,5.5,"atlantic"
"430",2325,3,-75.5,11.5,11.5,"atlantic"
"431",2287,3,-41.5,31.5,31.5,"atlantic"
"432",2265,3,-39.5,33.5,33.5,"atlantic"
"433",2240,3,-34.5,36.5,36.5,"atlantic"
"434",2227,3,-32.5,38.5,38.5,"atlantic"
"435",2222,3,-59.5,11.5,11.5,"atlantic"
"436",2197,3,-29.5,40.5,40.5,"atlantic"
"437",2193,3,-38.5,-14.5,14.5,"atlantic"
"438",2187,3,-30.5,1.5,1.5,"atlantic"
"439",2176,3,-58.5,10.5,10.5,"atlantic"
"440",2165,3,-46.5,-28.5,28.5,"atlantic"
"441",2144,3,-28.5,45.5,45.5,"atlantic"
"442",2138,3,-43.5,-25.5,25.5,"atlantic"
"443",2092,3,-28.5,44.5,44.5,"atlantic"
"444",2089,3,-40.5,-53.5,53.5,"atlantic"
"445",2087,3,-29.5,43.5,43.5,"atlantic"
"446",2084,3,-28.5,40.5,40.5,"atlantic"
"447",2080,3,-28.5,37.5,37.5,"atlantic"
"448",2072,3,-10.5,48.5,48.5,"atlantic"
"449",2031,3,-27.5,47.5,47.5,"atlantic"
"450",1939,3,-39.5,-20.5,20.5,"atlantic"
"451",1919,3,-58.5,11.5,11.5,"atlantic"
"452",1886,3,-67.5,11.5,11.5,"atlantic"
"453",1880,3,-45.5,-26.5,26.5,"atlantic"
"454",1871,3,-44.5,-25.5,25.5,"atlantic"
"455",1831,3,-38.5,-13.5,13.5,"atlantic"
"456",1827,3,-88.5,24.5,24.5,"atlantic"
"457",1821,3,-57.5,8.5,8.5,"atlantic"
"458",1796,3,-42.5,-51.5,51.5,"atlantic"
"459",1776,3,-47.5,-30.5,30.5,"atlantic"
"460",1773,3,-78.5,14.5,14.5,"atlantic"
"461",1763,3,-34.5,56.5,56.5,"atlantic"
"462",1710,3,-59.5,43.5,43.5,"atlantic"
"463",1652,3,-80.5,14.5,14.5,"atlantic"
"464",1635,3,-31.5,58.5,58.5,"atlantic"
"465",1627,3,0.5,5.5,5.5,"atlantic"
"466",1592,3,-11.5,50.5,50.5,"atlantic"
"467",1583,3,-38.5,-15.5,15.5,"atlantic"
"468",1574,3,-46.5,-27.5,27.5,"atlantic"
"469",1520,3,14.5,38.5,38.5,"atlantic"
"470",1516,3,-12.5,51.5,51.5,"atlantic"
"471",1514,3,11.5,38.5,38.5,"atlantic"
"472",1478,3,-34.5,-8.5,8.5,"atlantic"
"473",1458,3,9.5,38.5,38.5,"atlantic"
"474",1430,3,-42.5,-50.5,50.5,"atlantic"
"475",1426,3,-29.5,59.5,59.5,"atlantic"
"476",1423,3,-35.5,55.5,55.5,"atlantic"
"477",1404,3,-32.5,57.5,57.5,"atlantic"
"478",1387,3,1.5,39.5,39.5,"atlantic"
"479",1385,3,23.5,35.5,35.5,"atlantic"
"480",1376,3,-43.5,47.5,47.5,"atlantic"
"481",1375,3,-44.5,-50.5,50.5,"atlantic"
"482",1372,3,-17.5,15.5,15.5,"atlantic"
"483",1365,3,-54.5,8.5,8.5,"atlantic"
"484",1351,3,-44.5,46.5,46.5,"atlantic"
"485",1349,3,-43.5,-50.5,50.5,"atlantic"
"486",1345,3,8.5,41.5,41.5,"atlantic"
"487",1315,3,-17.5,11.5,11.5,"atlantic"
"488",1297,3,12.5,36.5,36.5,"atlantic"
"489",1249,3,-47.5,-29.5,29.5,"atlantic"
"490",1242,3,4.5,39.5,39.5,"atlantic"
"491",1240,3,-91.5,22.5,22.5,"atlantic"
"492",1235,3,15.5,36.5,36.5,"atlantic"
"493",1212,3,-30.5,37.5,37.5,"atlantic"
"494",1151,3,-77.5,9.5,9.5,"atlantic"
"495",1137,3,-46.5,47.5,47.5,"atlantic"
"496",1085,3,1.5,40.5,40.5,"atlantic"
"497",1083,3,-44.5,48.5,48.5,"atlantic"
"498",1081,3,0.5,39.5,39.5,"atlantic"
"499",1067,3,-33.5,37.5,37.5,"atlantic"
"500",1014,3,-85.5,16.5,16.5,"atlantic"
"501",989,3,-46.5,46.5,46.5,"atlantic"
"502",971,3,-37.5,-3.5,3.5,"atlantic"
"503",836,3,-45.5,48.5,48.5,"atlantic"
"504",654,3,-2.5,4.5,4.5,"atlantic"
"505",570,3,23.5,36.5,36.5,"atlantic"
"506",506,3,24.5,36.5,36.5,"atlantic"
"507",472,3,14.5,35.5,35.5,"atlantic"
"508",442,3,15.5,35.5,35.5,"atlantic"
"509",382,3,14.5,34.5,34.5,"atlantic"
"510",381,3,-48.5,45.5,45.5,"atlantic"
"511",372,3,24.5,35.5,35.5,"atlantic"
"512",367,3,-17.5,13.5,13.5,"atlantic"
"513",330,3,25.5,36.5,36.5,"atlantic"
"514",322,3,-45.5,46.5,46.5,"atlantic"
"515",315,3,-40.5,-22.5,22.5,"atlantic"
"516",284,3,-47.5,47.5,47.5,"atlantic"
"517",270,3,13.5,35.5,35.5,"atlantic"
"518",266,3,-45.5,47.5,47.5,"atlantic"
"519",200,3,20.5,38.5,38.5,"atlantic"
"520",158,3,13.5,34.5,34.5,"atlantic"
"521",139,3,-3.5,46.5,46.5,"atlantic"
"522",123,3,-5.5,47.5,47.5,"atlantic"
"523",104,3,-4.5,47.5,47.5,"atlantic"
"524",84,3,-2.5,45.5,45.5,"atlantic"
"525",79,3,-82.5,12.5,12.5,"atlantic"
"526",77,3,-8.5,4.5,4.5,"atlantic"
"527",71,3,-3.5,47.5,47.5,"atlantic"
"528",59,3,-2.5,46.5,46.5,"atlantic"
"529",56,3,-45.5,0.5,0.5,"atlantic"
"530",54,3,-1.5,44.5,44.5,"atlantic"
"531",51,3,-43.5,-1.5,1.5,"atlantic"
"532",42,3,-39.5,-2.5,2.5,"atlantic"
"533",41,3,-11.5,28.5,28.5,"atlantic"
"534",36,3,-44.5,-0.5,0.5,"atlantic"
"535",28,3,-15.5,24.5,24.5,"atlantic"
"536",26,3,-77.5,33.5,33.5,"atlantic"
"537",17,3,-39.5,-18.5,18.5,"atlantic"
"538",12,3,-48.5,0.5,0.5,"atlantic"
"539",4718,2,-9.5,2.5,2.5,"atlantic"
"540",4717,2,0.5,-27.5,27.5,"atlantic"
"541",4717,2,-7.5,-7.5,7.5,"atlantic"
"542",4716,2,-20.5,-3.5,3.5,"atlantic"
"543",4716,2,-24.5,33.5,33.5,"atlantic"
"544",4715,2,-38.5,24.5,24.5,"atlantic"
"545",4714,2,-3.5,-18.5,18.5,"atlantic"
"546",4714,2,-51.5,26.5,26.5,"atlantic"
"547",4712,2,-19.5,-5.5,5.5,"atlantic"
"548",4712,2,-12.5,2.5,2.5,"atlantic"
"549",4710,2,-8.5,-1.5,1.5,"atlantic"
"550",4710,2,-29.5,19.5,19.5,"atlantic"
"551",4710,2,-66.5,27.5,27.5,"atlantic"
"552",4704,2,-16.5,7.5,7.5,"atlantic"
"553",4704,2,-50.5,20.5,20.5,"atlantic"
"554",4703,2,-26.5,15.5,15.5,"atlantic"
"555",4702,2,-23.5,8.5,8.5,"atlantic"
"556",4701,2,-38.5,6.5,6.5,"atlantic"
"557",4700,2,-34.5,9.5,9.5,"atlantic"
"558",4700,2,-40.5,25.5,25.5,"atlantic"
"559",4699,2,-30.5,-3.5,3.5,"atlantic"
"560",4699,2,-10.5,2.5,2.5,"atlantic"
"561",4699,2,-49.5,21.5,21.5,"atlantic"
"562",4698,2,-48.5,21.5,21.5,"atlantic"
"563",4697,2,-40.5,26.5,26.5,"atlantic"
"564",4696,2,-38.5,38.5,38.5,"atlantic"
"565",4695,2,-13.5,1.5,1.5,"atlantic"
"566",4695,2,-13.5,5.5,5.5,"atlantic"
"567",4693,2,-29.5,17.5,17.5,"atlantic"
"568",4692,2,-6.5,-6.5,6.5,"atlantic"
"569",4691,2,-14.5,43.5,43.5,"atlantic"
"570",4690,2,-39.5,20.5,20.5,"atlantic"
"571",4690,2,-58.5,33.5,33.5,"atlantic"
"572",4689,2,-33.5,16.5,16.5,"atlantic"
"573",4687,2,-4.5,-14.5,14.5,"atlantic"
"574",4687,2,-3.5,-4.5,4.5,"atlantic"
"575",4683,2,-32.5,8.5,8.5,"atlantic"
"576",4681,2,-2.5,-3.5,3.5,"atlantic"
"577",4678,2,-4.5,-25.5,25.5,"atlantic"
"578",4678,2,-46.5,36.5,36.5,"atlantic"
"579",4676,2,-18.5,31.5,31.5,"atlantic"
"580",4671,2,-35.5,9.5,9.5,"atlantic"
"581",4669,2,-20.5,28.5,28.5,"atlantic"
"582",4667,2,-8.5,-12.5,12.5,"atlantic"
"583",4666,2,-8.5,-10.5,10.5,"atlantic"
"584",4666,2,-41.5,5.5,5.5,"atlantic"
"585",4666,2,-39.5,25.5,25.5,"atlantic"
"586",4665,2,-4.5,-20.5,20.5,"atlantic"
"587",4665,2,-5.5,-18.5,18.5,"atlantic"
"588",4665,2,-15.5,37.5,37.5,"atlantic"
"589",4665,2,-17.5,44.5,44.5,"atlantic"
"590",4664,2,-42.5,24.5,24.5,"atlantic"
"591",4662,2,-4.5,-3.5,3.5,"atlantic"
"592",4662,2,-7.5,-2.5,2.5,"atlantic"
"593",4661,2,-31.5,31.5,31.5,"atlantic"
"594",4659,2,-19.5,41.5,41.5,"atlantic"
"595",4658,2,-42.5,6.5,6.5,"atlantic"
"596",4657,2,-4.5,-16.5,16.5,"atlantic"
"597",4657,2,-51.5,16.5,16.5,"atlantic"
"598",4656,2,-2.5,-21.5,21.5,"atlantic"
"599",4653,2,-39.5,38.5,38.5,"atlantic"
"600",4652,2,-18.5,30.5,30.5,"atlantic"
"601",4651,2,-16.5,-14.5,14.5,"atlantic"
"602",4649,2,-33.5,-1.5,1.5,"atlantic"
"603",4648,2,-62.5,31.5,31.5,"atlantic"
"604",4647,2,-48.5,19.5,19.5,"atlantic"
"605",4646,2,-63.5,30.5,30.5,"atlantic"
"606",4645,2,-19.5,-6.5,6.5,"atlantic"
"607",4642,2,-19.5,12.5,12.5,"atlantic"
"608",4642,2,-48.5,25.5,25.5,"atlantic"
"609",4642,2,-36.5,28.5,28.5,"atlantic"
"610",4639,2,-49.5,25.5,25.5,"atlantic"
"611",4638,2,-65.5,31.5,31.5,"atlantic"
"612",4637,2,-19.5,-8.5,8.5,"atlantic"
"613",4637,2,-13.5,3.5,3.5,"atlantic"
"614",4636,2,-22.5,9.5,9.5,"atlantic"
"615",4635,2,-45.5,8.5,8.5,"atlantic"
"616",4635,2,-40.5,16.5,16.5,"atlantic"
"617",4634,2,-6.5,-23.5,23.5,"atlantic"
"618",4634,2,-27.5,19.5,19.5,"atlantic"
"619",4634,2,-26.5,26.5,26.5,"atlantic"
"620",4632,2,-2.5,-17.5,17.5,"atlantic"
"621",4632,2,-13.5,43.5,43.5,"atlantic"
"622",4631,2,-43.5,36.5,36.5,"atlantic"
"623",4630,2,-45.5,10.5,10.5,"atlantic"
"624",4628,2,-23.5,-3.5,3.5,"atlantic"
"625",4627,2,-39.5,12.5,12.5,"atlantic"
"626",4627,2,-51.5,34.5,34.5,"atlantic"
"627",4626,2,-0.5,-24.5,24.5,"atlantic"
"628",4626,2,-38.5,5.5,5.5,"atlantic"
"629",4626,2,-26.5,30.5,30.5,"atlantic"
"630",4624,2,-26.5,6.5,6.5,"atlantic"
"631",4623,2,-3.5,-12.5,12.5,"atlantic"
"632",4623,2,-24.5,20.5,20.5,"atlantic"
"633",4622,2,-19.5,43.5,43.5,"atlantic"
"634",4621,2,-32.5,-1.5,1.5,"atlantic"
"635",4621,2,-40.5,6.5,6.5,"atlantic"
"636",4620,2,-21.5,13.5,13.5,"atlantic"
"637",4620,2,-28.5,18.5,18.5,"atlantic"
"638",4619,2,-3.5,-26.5,26.5,"atlantic"
"639",4619,2,-19.5,31.5,31.5,"atlantic"
"640",4618,2,-21.5,39.5,39.5,"atlantic"
"641",4616,2,-19.5,10.5,10.5,"atlantic"
"642",4616,2,-24.5,35.5,35.5,"atlantic"
"643",4614,2,-3.5,-14.5,14.5,"atlantic"
"644",4613,2,-1.5,-27.5,27.5,"atlantic"
"645",4611,2,-41.5,7.5,7.5,"atlantic"
"646",4609,2,-21.5,25.5,25.5,"atlantic"
"647",4606,2,-6.5,-22.5,22.5,"atlantic"
